标题,开发商,房子信息,发布信息,售价/万,单价
司里街单位宿舍，价格没有更低的房子了，业主着急卖！,司里街小区南区 -泉城路,2室1厅 | 46.66平米 | 南 | 毛坯 | 高楼层(共4层) | 1992年建 | 板楼,29人关注 / 6个月以前发布,105,"22,504元/平"
电梯洋房，两室一厅朝阳，中间楼层无遮挡，视野采光好,兴业嘉苑新天地 -七里河,2室1厅 | 96.73平米 | 南 | 简装 | 中楼层(共12层) | 2003年建 | 板楼,17人关注 / 9个月以前发布,135,"13,957元/平"
满二，业主急售，硅藻泥，包含定制家具，看房提前联系,济南万科城 -化纤厂路,2室1厅 | 77.5平米 | 北 | 精装 | 低楼层(共32层) | 2017年建 | 板楼,69人关注 / 10个月以前发布,159.9,"20,633元/平"
精装大三室户型方正布局合理配套设施齐全出行方便,阳光100国际新城F区 -阳光100区,3室2厅 | 140.18平米 | 西北 | 精装 | 中楼层(共18层) | 2006年建 | 板楼,2人关注 / 1个月以前发布,179,"12,770元/平"
经七路 党校宿舍 单位宿舍 省立医院 和谐广场,经七路（槐荫区） -和谐广场,3室2厅 | 176.97平米 | 南 北 | 精装 | 低楼层(共25层)  | 塔楼,8人关注 / 一年前发布,356,"20,117元/平"
一楼带院50平，电梯洋房CBD齐鲁工业大学   地下室车位,解放东路58号 -姚家,3室2厅 | 141.51平米 | 南 北 | 精装 | 低楼层(共10层)  | 板楼,30人关注 / 4个月以前发布,310,"21,907元/平"
翡翠郡南区 位置安静 交通方便 免增值税 有地下室双气,重汽翡翠郡南区 -长途汽车站,3室1厅 | 113.95平米 | 南 北 | 简装 | 高楼层(共17层) | 2008年建 | 板楼,11人关注 / 11个月以前发布,192,"16,850元/平"
此房视野开阔，采光充足，户型方正 精装修,外海蝶泉山庄 -二环南路,3室2厅 | 143.5平米 | 南 北 | 精装 | 中楼层(共11层) | 2012年建 | 板楼,64人关注 / 一年前发布,233,"16,237元/平"
好楼层 采光好 精装修  边户南北通透,海亮艺术华府 -西客站,3室2厅 | 109.05平米 | 南 北 | 精装 | 高楼层(共22层) | 2016年建 | 板楼,19人关注 / 一年前发布,145,"13,297元/平"
茂陵山下 CBD旁 带车位 精装两室 视野好 看房方便,都市阳光 -茂岭山,2室2厅 | 95.01平米 | 南 | 精装 | 高楼层(共21层) | 2010年建 | 板楼,2人关注 / 2个月以前发布,192,"20,209元/平"
客厅带窗环境优美出行方便两户位置佳居住舒适视野好.,天业翠苑 -白马山,2室2厅 | 105.8平米 | 南 | 精装 | 中楼层(共8层) | 2001年建 | 板楼,24人关注 / 11个月以前发布,94.5,"8,932元/平"
房子精装修  省委单位团购房  位置好楼间距大,鲁能领秀城东三区 -领秀城,3室1厅 | 164.29平米 | 南 北 | 精装 | 低楼层(共26层)  | 板楼,22人关注 / 9个月以前发布,432,"26,295元/平"
百花公园 24小时传达 三居室 单位大院 满五唯一,闵子骞路 -洪家楼,3室2厅 | 88.59平米 | 南 北 | 简装 | 中楼层(共6层) | 1993年建 | 板楼,41人关注 / 9个月以前发布,154,"17,384元/平"
卫浴全明，采光充足，精装修，拎包入住，满五唯一,盛世名门 -北园大街,2室1厅 | 88.96平米 | 西北 | 精装 | 高楼层(共30层) | 2012年建 | 塔楼,6人关注 / 4个月以前发布,117,"13,152元/平"
花都两室 好楼层 有装修 产权清晰 诚心出售 随时看房,绿地国际花都 -腊山,2室2厅 | 84.5平米 | 南 | 简装 | 中楼层(共32层) | 2012年建 | 板楼,6人关注 / 3个月以前发布,87,"10,296元/平"
三室南北通透中楼层  精装修 16年次新房 有地下室22平,阳光100国际新城K区 -阳光100区,3室2厅 | 128.98平米 | 南 北 | 精装 | 中楼层(共33层) | 2014年建 | 板塔结合,10人关注 / 4个月以前发布,235,"18,220元/平"
万科新里程二期  东户通风好 带全屋品牌家具家电,万科新里程 -张马屯,2室2厅 | 81.3平米 | 东 南 | 精装 | 中楼层(共34层) | 2016年建 | 板楼,4人关注 / 3个月以前发布,126,"15,499元/平"
全屋精装修，大落地窗，视野采光好，,阳光100国际新城A区 -阳光100区,3室1厅 | 123.42平米 | 东南 | 精装 | 高楼层(共12层) | 2004年建 | 板塔结合,6人关注 / 1个月以前发布,183,"14,828元/平"
花都 南向两室 好楼层  好户型 产权证满两年,绿地国际花都 -腊山,2室2厅 | 89.21平米 | 南 | 简装 | 高楼层(共33层) | 2013年建 | 板楼,7人关注 / 1个月以前发布,85,"9,529元/平"
新世界阳光花园，好房，业主诚心卖，随时看房,新世界阳光花园东区 -和谐广场,2室2厅 | 91.07平米 | 南 北 | 精装 | 低楼层(共18层) | 2014年建 | 板楼,1人关注 / 2个月以前发布,159,"17,460元/平"
卫浴全明，采光充足，精装修，拎包入住，满五唯一,盛世名门 -北园大街,2室1厅 | 88.96平米 | 西北 | 精装 | 高楼层(共30层) | 2012年建 | 塔楼,6人关注 / 4个月以前发布,117,"13,152元/平"
花都两室 好楼层 有装修 产权清晰 诚心出售 随时看房,绿地国际花都 -腊山,2室2厅 | 84.5平米 | 南 | 简装 | 中楼层(共32层) | 2012年建 | 板楼,6人关注 / 3个月以前发布,87,"10,296元/平"
万科新里程二期  东户通风好 带全屋品牌家具家电,万科新里程 -张马屯,2室2厅 | 81.3平米 | 东 南 | 精装 | 中楼层(共34层) | 2016年建 | 板楼,4人关注 / 3个月以前发布,126,"15,499元/平"
全屋精装修，大落地窗，视野采光好，,阳光100国际新城A区 -阳光100区,3室1厅 | 123.42平米 | 东南 | 精装 | 高楼层(共12层) | 2004年建 | 板塔结合,6人关注 / 1个月以前发布,183,"14,828元/平"
带小房 简单装修 视野开阔 双气 生活购物方便,匡山小区 -匡山区,2室1厅 | 59.86平米 | 南 北 | 简装 | 中楼层(共5层) | 1993年建 | 板楼,1人关注 / 3个月以前发布,59,"9,857元/平"
山大路 和平路 此房满五唯一，三楼，无记录，双气。,山大路210号 -甸柳,2室1厅 | 62.06平米 | 南 | 简装 | 中楼层(共5层) | 1987年建 | 板楼,6人关注 / 9个月以前发布,136,"21,915元/平"
中间楼层，精装随时腾房，无高税，价格含地下室,金科城 -西客站,2室2厅 | 85.09平米 | 南 | 精装 | 中楼层(共33层) | 2017年建 | 板楼,0人关注 / 1个月以前发布,106,"12,458元/平"
闹中取静 采光视野棒！ 阳光100一期 环境好 诚心卖,阳光100国际新城A区 -阳光100区,3室2厅 | 124.45平米 | 西南 | 精装 | 高楼层(共12层) | 2004年建 | 板塔结合,9人关注 / 5个月以前发布,188,"15,107元/平"
历下区！客卧朝阳！有车位！有地下室！学记未占！可谈,中海紫御东郡 -盛福,2室2厅 | 84.36平米 | 南 | 精装 | 低楼层(共32层) | 2011年建 | 板楼,6人关注 / 2个月以前发布,138.5,"16,418元/平"
万象新天精装小高层，满五唯一，中间楼层，采光好,万象新天北一区 -王舍人,2室2厅 | 92.63平米 | 南 | 精装 | 中楼层(共18层)  | 板楼,4人关注 / 8个月以前发布,112.8,"12,178元/平"
洪楼西路 印象城  低楼层三室  南北通透 满五唯一,洪家楼西路90号 -山大路,3室2厅 | 110平米 | 南 北 | 简装 | 中楼层(共4层)  | 板楼,17人关注 / 5个月以前发布,154,"14,000元/平"
此房产权清晰 一室精装修 南向户型好 采光好,新世界阳光花园西区 -和谐广场,1室1厅 | 57.56平米 | 南 | 精装 | 低楼层(共14层) | 2008年建 | 板楼,2人关注 / 2个月以前发布,86,"14,941元/平"
金科城大两室中间楼层有车位无遮挡采光好,金科城 -西客站,2室2厅 | 95.85平米 | 南 北 | 简装 | 中楼层(共26层) | 2018年建 | 板楼,4人关注 / 1个月以前发布,104.8,"10,934元/平"
房子在二楼，进出方便，不临街，看房方便,金阁花园 -泺口,2室2厅 | 85平米 | 南 | 简装 | 低楼层(共7层) | 2003年建 | 板楼,16人关注 / 5个月以前发布,82,"9,648元/平"
西客站精装3室南北通透 带地下室新风系统 诚心出售,鑫苑世家公馆B5地块 -西客站,3室2厅 | 109.02平米 | 南 北 | 精装 | 高楼层(共29层) | 2018年建 | 板楼,7人关注 / 一年前发布,172,"15,777元/平"
西客站龙湖花园小区 3室紧凑三居室 精装证满两年出售,龙湖水晶郦城 -西客站,3室2厅 | 96.91平米 | 南 北 | 精装 | 中楼层(共33层) | 2017年建 | 板楼,0人关注 / 一年前发布,147.5,"15,221元/平"
电厂宿舍小面积两室总价低，24小时热水，停车方便！,黄台电厂第二宿舍 -还乡店,2室2厅 | 70.99平米 | 南 | 精装 | 中楼层(共5层)  | 板楼,1人关注 / 1个月以前发布,84,"11,833元/平"
过两年 有车位和地下室 价可谈 我有钥匙 随时看,鑫苑世家公馆B4地块 -西客站,3室2厅 | 107.57平米 | 南 | 毛坯 | 低楼层(共20层) | 2018年建 | 板楼,3人关注 / 4个月以前发布,149,"13,852元/平"
中间楼层，南北通透，视野开阔，带车位地下室,福景佳苑一期 -二环南路,3室1厅 | 129.12平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2016年建 | 板楼,12人关注 / 一年前发布,236,"18,278元/平"
两室的价格买三室！独立客厅，3楼！免个税,舜玉小区南区 -舜玉区,3室1厅 | 82.46平米 | 南 北 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,14人关注 / 一年前发布,105,"12,734元/平"
胜利大街 经八路 一楼带院 三室 适合居住 配套齐,杆南东街 -胜利大街,3室1厅 | 79.53平米 | 南 北 | 简装 | 低楼层(共5层)  | 暂无数据,34人关注 / 5个月以前发布,158,"19,867元/平"
汉峪片区旅游路精装两居室拎包入住，采光无影响免高税,中铁逸都国际 -汉峪,2室1厅 | 87.23平米 | 南 | 精装 | 低楼层(共24层) | 2014年建 | 板楼,8人关注 / 1个月以前发布,143.5,"16,451元/平"
静安新苑 房龄新 电梯房 中楼层 采光好 诚心卖价可谈,静安新苑 -无影山,2室2厅 | 92.74平米 | 南 | 精装 | 中楼层(共15层) | 2009年建 | 板楼,4人关注 / 一年前发布,119,"12,832元/平"
经五路，SY，全明户型，南北通透，证过五年随时看房,三里庄小区 -大观园,2室1厅 | 58.68平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,22人关注 / 一年前发布,169,"28,801元/平"
无遮挡，采光视野好，精装修，小区环境好,济南万科城 -化纤厂路,2室2厅 | 79.14平米 | 南 | 精装 | 中楼层(共29层) | 2017年建 | 板楼,13人关注 / 11个月以前发布,168,"21,229元/平"
舜玉小区北区 2室1厅 西 南,舜玉小区北区 -舜玉区,2室1厅 | 59.52平米 | 西 南 | 简装 | 中楼层(共6层) | 1990年建 | 板楼,30人关注 / 8个月以前发布,63,"10,585元/平"
店长推荐+市中舜耕路+钥匙+朝阳+伟东北二区+好房出售,伟东新都二区 -伟东,3室2厅 | 141.69平米 | 南 北 | 精装 | 中楼层(共12层) | 2006年建 | 板楼,50人关注 / 一年前发布,256,"18,068元/平"
精装全明户型，高楼层视野采光好，随时看房,万象新天北一区 -王舍人,2室2厅 | 90.4平米 | 南 | 简装 | 高楼层(共30层)  | 板楼,0人关注 / 1个月以前发布,113,"12,500元/平"
户型方正，低楼层，小高层，小区配套齐全,鲁商常春藤 -长清大学城,2室2厅 | 106.74平米 | 南 北 | 精装 | 低楼层(共9层)  | 板楼,5人关注 / 7个月以前发布,70,"6,558元/平"
经五路，SY，全明户型，南北通透，证过五年随时看房,三里庄小区 -大观园,2室1厅 | 58.68平米 | 南 北 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,22人关注 / 一年前发布,169,"28,801元/平"
无遮挡，采光视野好，精装修，小区环境好,济南万科城 -化纤厂路,2室2厅 | 79.14平米 | 南 | 精装 | 中楼层(共29层) | 2017年建 | 板楼,13人关注 / 11个月以前发布,168,"21,229元/平"
精装两室 全明户型 西客站三馆弘阳广场旁,海亮艺术华府 -西客站,2室2厅 | 86.4平米 | 南 | 精装 | 中楼层(共22层) | 2016年建 | 板楼,1人关注 / 7个月以前发布,105,"12,153元/平"
高新万达广场旁 12层洋房 一梯两户 公摊15% 满2年,新东方花园 -康虹路,2室2厅 | 105.55平米 | 南 北 | 简装 | 高楼层(共12层) | 2005年建 | 板楼,7人关注 / 1个月以前发布,157,"14,875元/平"
一手房未住，有证，证满两年，有钥匙，随时看房,金科澜山公馆 -标山,3室1厅 | 98.43平米 | 南 | 毛坯 | 高楼层(共33层) | 2019年建 | 板楼,5人关注 / 6个月以前发布,139,"14,122元/平"
房子是精装修。本盘好户型，每个功能间都有窗户。,金科澜山公馆 -标山,3室2厅 | 99.46平米 | 南 北 | 精装 | 中楼层(共33层)  | 暂无数据,1人关注 / 4个月以前发布,145,"14,579元/平"
泉景天沅精装大两居室，南北户型格局好，小高层低公摊,泉景天沅 -泉景卧龙区,2室2厅 | 108.05平米 | 南 北 | 精装 | 低楼层(共18层) | 2012年建 | 板楼,17人关注 / 7个月以前发布,274,"25,359元/平"
房主自住，通透性好，楼层好，采光充足，中等装修。,盛世花城 -国际会展中心,3室2厅 | 127.41平米 | 南 北 | 精装 | 高楼层(共24层) | 2008年建 | 板楼,39人关注 / 7个月以前发布,215,"16,875元/平"
精装修未住 南北通透 楼层好可上学,鲁能领秀城C区 -领秀城,3室1厅 | 130.82平米 | 南 北 | 精装 | 低楼层(共29层) | 2008年建 | 板楼,54人关注 / 5个月以前发布,280,"21,404元/平"
"房子精装修,小区绿化好,中上楼层,带地下室,拎包入住",福景佳苑一期 -二环南路,3室2厅 | 129.48平米 | 南 北 | 精装 | 高楼层(共18层) | 2016年建 | 板楼,12人关注 / 4个月以前发布,222,"17,146元/平"
不沿主路 中间楼层 南北边户 精装保养好 可拎包入住,鲁邦奥林逸城 -汉峪,2室2厅 | 93.73平米 | 南 | 精装 | 低楼层(共25层) | 2014年建 | 板楼,5人关注 / 1个月以前发布,169,"18,031元/平"
观景兴济河，落地窗，不沿街，中高层，无遮挡,阳光100国际新城A区 -阳光100区,3室2厅 | 124.45平米 | 西南 | 简装 | 高楼层(共12层) | 2004年建 | 板塔结合,6人关注 / 9个月以前发布,180,"14,464元/平"
一楼带小院，采光无遮挡很亮堂，上舜耕,舜玉小区北区 -舜玉区,3室1厅 | 86平米 | 南 北 | 简装 | 低楼层(共5层) | 1990年建 | 板楼,77人关注 / 9个月以前发布,139,"16,163元/平"
精装修前后无遮挡 带车位地下室采光好 南边无遮挡,中海国际熙岸西区 -二环南路,2室2厅 | 87.4平米 | 南 | 精装 | 中楼层(共24层) | 2013年建 | 板楼,5人关注 / 一年前发布,152,"17,392元/平"
楼层好，采光好，公摊面积小，前面无遮,鲁商常春藤 -长清大学城,2室2厅 | 104.52平米 | 南 | 精装 | 低楼层(共9层) | 2016年建 | 板楼,8人关注 / 4个月以前发布,77,"7,368元/平"
精装50万花园洋房，一梯两户带车位。中高楼层好视野,漫山香墅天麓东一区 -领秀城,4室2厅 | 171.6平米 | 南 北 | 精装 | 中楼层(共10层)  | 板楼,13人关注 / 4个月以前发布,590,"34,383元/平"
花都花园式小区 全明户型 刚需两室 产权清晰 随时看房,绿地国际花都 -腊山,2室2厅 | 90.14平米 | 南 | 简装 | 低楼层(共27层) | 2016年建 | 板楼,13人关注 / 3个月以前发布,88,"9,763元/平"
弘扬广场旁精装两居室 门口就是图书馆 配套成熟,海亮艺术华府 -西客站,2室2厅 | 84.44平米 | 南 北 | 精装 | 低楼层(共26层) | 2016年建 | 板楼,2人关注 / 2个月以前发布,110,"13,028元/平"
证过五年，大三室空间，位置佳，采光视野好，空间敞亮,阳光100国际新城G区 -阳光100区,3室2厅 | 139.01平米 | 西南 | 精装 | 中楼层(共26层) | 2008年建 | 板塔结合,18人关注 / 4个月以前发布,185,"13,309元/平"
观景楼层 证满两年 精装两室 看房方便有钥匙 急售,中铁逸都国际 -汉峪,2室2厅 | 86.93平米 | 南 北 | 精装 | 高楼层(共31层) | 2015年建 | 板楼,3人关注 / 2个月以前发布,149,"17,141元/平"
海信慧园东区，精装修两室，南向，出门即高新实验,海信慧园东区 -康虹路,2室2厅 | 94.4平米 | 南 | 精装 | 高楼层(共18层) | 2010年建 | 板楼,8人关注 / 1个月以前发布,149,"15,784元/平"
鲁商凤凰城 两室两厅 采光好 免高税 装修干净,鲁商凤凰城 -唐冶,2室2厅 | 84.78平米 | 南 | 简装 | 低楼层(共32层) | 2016年建 | 板楼,1人关注 / 1个月以前发布,108,"12,739元/平"
卧龙花园三区好房，带车位地下室，满五唯一，看房方便,卧龙花园三区 -泉景卧龙区,3室2厅 | 119.38平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,48人关注 / 一年前发布,258,"21,612元/平"
坐北朝南户型 中高楼层 采光无忧 诚意出售,华润中央公园 -兴隆,3室2厅 | 108.44平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2013年建 | 板楼,22人关注 / 10个月以前发布,221,"20,380元/平"
业主诚心出售，好楼层，采光视野好 正规三居室,海信慧园一区 -康虹路,3室2厅 | 108.33平米 | 南 北 | 简装 | 低楼层(共27层) | 2014年建 | 板楼,6人关注 / 2个月以前发布,202,"18,647元/平"
房子中间楼层 采光充足 精装通透三室  交通便利,鲁能领秀城中央公园 -领秀城,3室2厅 | 103.91平米 | 南 北 | 精装 | 中楼层(共33层) | 2012年建 | 板楼,4人关注 / 2个月以前发布,278,"26,754元/平"
精装三室两室朝阳 环境安静 视野开阔,华润紫云府 -兴隆,3室2厅 | 97.99平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,184,"18,778元/平"
领秀城方正精装四室  视野棒 有车位地下室,鲁能领秀城中央公园东区 -领秀城,4室1厅 | 178.16平米 | 南 北 | 精装 | 中楼层(共18层) | 2017年建 | 板楼,18人关注 / 8个月以前发布,510,"28,626元/平"
南北通透  户型方正   中间楼层  视野开阔  采光充足,漫山香墅麓府 -领秀城,3室2厅 | 136.37平米 | 南 北 | 毛坯 | 中楼层(共11层)  | 板楼,2人关注 / 6个月以前发布,450,"32,999元/平"
精装修 南北通透大三室 户型方正  太干净了,阳光100国际新城G区 -阳光100区,3室2厅 | 139.52平米 | 南 北 | 精装 | 高楼层(共23层) | 2008年建 | 板楼,5人关注 / 5个月以前发布,230,"16,486元/平"
坐北朝南户型 中高楼层 采光无忧 诚意出售,华润中央公园 -兴隆,3室2厅 | 108.44平米 | 南 北 | 毛坯 | 中楼层(共18层) | 2013年建 | 板楼,22人关注 / 10个月以前发布,221,"20,380元/平"
卧龙花园三区好房，带车位地下室，满五唯一，看房方便,卧龙花园三区 -泉景卧龙区,3室2厅 | 119.38平米 | 南 北 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,48人关注 / 一年前发布,258,"21,612元/平"
万象新天四区多层洋房好楼层无高税,万象新天四区 -王舍人,2室2厅 | 89.76平米 | 南 | 简装 | 低楼层(共6层) | 2016年建 | 板楼,9人关注 / 5个月以前发布,123,"13,704元/平"
店长力荐，采光好，无遮挡的，视野开阔的二室,万象新天哈佛郡 -王舍人,2室2厅 | 93.08平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,0人关注 / 1个月以前发布,111,"11,926元/平"
楼层低  两室朝阳 户型方正 交通方便 生活方便,闵子骞路 -洪家楼,2室1厅 | 74.51平米 | 南 北 | 简装 | 低楼层(共6层)  | 板楼,52人关注 / 一年前发布,125,"16,777元/平"
精装修 南北通透大三室 户型方正  太干净了,阳光100国际新城G区 -阳光100区,3室2厅 | 139.52平米 | 南 北 | 精装 | 高楼层(共23层) | 2008年建 | 板楼,5人关注 / 5个月以前发布,230,"16,486元/平"
"房子精装修,小区绿化好,中上楼层,带地下室,拎包入住",福景佳苑一期 -二环南路,3室2厅 | 129.48平米 | 南 北 | 精装 | 高楼层(共18层) | 2016年建 | 板楼,12人关注 / 4个月以前发布,222,"17,146元/平"
电梯三室+精装修+全明户型+诚心出售,世纪佳园 -建设路,3室2厅 | 112.43平米 | 南 北 | 精装 | 中楼层(共11层) | 2006年建 | 板塔结合,50人关注 / 一年前发布,182,"16,188元/平"
客厅两卧室朝阳    含产地下室  精装修价格可谈,阳光100国际新城E区 -阳光100区,3室2厅 | 144.22平米 | 西南 | 精装 | 低楼层(共18层) | 2006年建 | 塔楼,73人关注 / 8个月以前发布,236,"16,364元/平"
精装三室两室朝阳 环境安静 视野开阔,华润紫云府 -兴隆,3室2厅 | 97.99平米 | 南 北 | 精装 | 中楼层(共18层)  | 板楼,0人关注 / 2个月以前发布,184,"18,778元/平"
领秀城方正精装四室  视野棒 有车位地下室,鲁能领秀城中央公园东区 -领秀城,4室1厅 | 178.16平米 | 南 北 | 精装 | 中楼层(共18层) | 2017年建 | 板楼,18人关注 / 8个月以前发布,510,"28,626元/平"
业主诚心出售，好楼层，采光视野好 正规三居室,海信慧园一区 -康虹路,3室2厅 | 108.33平米 | 南 北 | 简装 | 低楼层(共27层) | 2014年建 | 板楼,6人关注 / 2个月以前发布,202,"18,647元/平"
房子中间楼层 采光充足 精装通透三室  交通便利,鲁能领秀城中央公园 -领秀城,3室2厅 | 103.91平米 | 南 北 | 精装 | 中楼层(共33层) | 2012年建 | 板楼,4人关注 / 2个月以前发布,278,"26,754元/平"
南北通透含地下室 有车位，精装开放式厨房，随时看房,鲁能领秀城中央公园东区 -领秀城,3室2厅 | 126.11平米 | 南 北 | 精装 | 中楼层(共24层) | 2017年建 | 板楼,34人关注 / 8个月以前发布,359,"28,468元/平"
历下区 东盛花园 低楼层 总价低 无土地出让金,东盛花园 -凤山路,2室1厅 | 57.53平米 | 南 | 简装 | 中楼层(共5层) | 1994年建 | 板楼,30人关注 / 4个月以前发布,67,"11,647元/平"
此房南北通透格局好，中间楼层，视野宽阔，采光充足..,铁路南苑小区 -二环南路,2室2厅 | 104.18平米 | 南 北 | 简装 | 中楼层(共6层) | 2004年建 | 板楼,2人关注 / 2个月以前发布,135,"12,959元/平"
经十路，金科城精装修三室，业主诚心出售,金科城 -西客站,3室2厅 | 102.33平米 | 南 | 精装 | 高楼层(共33层) | 2016年建 | 板楼,9人关注 / 8个月以前发布,130,"12,704元/平"
绿地中 央广场 交通方便 好楼层  采光好,绿地中央广场二区 -西客站,2室1厅 | 91.71平米 | 南 | 简装 | 高楼层(共31层) | 2015年建 | 板楼,9人关注 / 11个月以前发布,98,"10,686元/平"
泉景天沅满五唯一，全明户型，可观山景，大车位好停车,泉景天沅 -泉景卧龙区,2室2厅 | 91.39平米 | 南 | 精装 | 高楼层(共22层) | 2011年建 | 板楼,6人关注 / 4个月以前发布,232,"25,386元/平"
济大路 邮电宿舍 二楼 两室一厅 有储藏室,济大路38号 -舜玉区,2室2厅 | 67.3平米 | 南 | 简装 | 中楼层(共5层) | 1996年建 | 板楼,9人关注 / 2个月以前发布,87,"12,928元/平"
千佛山下，地铁上，位置优越，100大露台，随时看房,三庆汇文轩 -文化东路,3室2厅 | 200.46平米 | 南 北 | 简装 | 高楼层(共24层) | 2001年建 | 塔楼,11人关注 / 26天以前发布,289,"14,417元/平"
七里山南村，三室一厨一卫，低楼层，交通便利配套齐全,七里山南村一区 -七里山,3室0厅 | 59.62平米 | 南 北 | 简装 | 低楼层(共5层) | 1985年建 | 板楼,2人关注 / 25天以前发布,82,"13,754元/平"
华山珑城精装两室 看山看湖 采光视野好产权清晰有车位,中海华山珑城 -华山,2室2厅 | 92平米 | 南 | 精装 | 中楼层(共30层) | 2016年建 | 板楼,4人关注 / 6天以前发布,117,"12,718元/平"
经六路 卉苑小区 两室朝阳 南北通透 一梯两户 好楼层,卉苑小区 -段店,2室2厅 | 83.88平米 | 南 北 | 简装 | 低楼层(共6层) | 2000年建 | 板楼,0人关注 / 7天以前发布,107,"12,757元/平"
有证免高税，中间层，南北通透边户，出门800米有地铁,兴源佳苑 -西客站,2室2厅 | 94.41平米 | 南 北 | 简装 | 中楼层(共21层)  | 板楼,1人关注 / 4天以前发布,95,"10,063元/平"
新城香溢紫郡，14层小高层，三叶草户型，诚心出售,新城香溢紫郡 -王舍人,3室1厅 | 117.06平米 | 南 北 | 毛坯 | 高楼层(共14层)  | 板楼,1人关注 / 9天以前发布,155,"13,242元/平"
鲁能泰山7号 3室2厅 南,鲁能泰山7号 -唐冶,3室2厅 | 95平米 | 南 | 精装 | 中楼层(共29层) | 2018年建 | 板楼,2人关注 / 12天以前发布,135,"14,211元/平"
绿地香榭丽精装两居室 房屋干净整洁 房主自住置换,绿地新里香榭丽公馆 -西客站,2室2厅 | 90.4平米 | 南 | 精装 | 高楼层(共31层) | 2016年建 | 板楼,0人关注 / 12天以前发布,108,"11,947元/平"
千佛山西路16号三室两厅146平米3楼,千佛山西路16号 -千佛山,3室2厅 | 143.74平米 | 南 北 | 精装 | 中楼层(共6层) | 1997年建 | 板楼,21人关注 / 7个月以前发布,430,"29,916元/平"
花园式小区 精装三居室 带车位 视野开阔,盛世名门 -北园大街,3室2厅 | 121.15平米 | 南 北 | 精装 | 高楼层(共29层) | 2012年建 | 板楼,4人关注 / 1个月以前发布,185,"15,271元/平"
诚心出售+金色阳光+电梯房+双气，交通方便,金色阳光花园 -堤口路,3室1厅 | 89.67平米 | 南 北 东 | 精装 | 高楼层(共17层) | 2010年建 | 塔楼,17人关注 / 5个月以前发布,119,"13,271元/平"
此房南北通透，低楼层，楼层好，采光充足，交通便利，,华龙路896 -七里河,3室1厅 | 74.7平米 | 南 北 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,18人关注 / 9个月以前发布,103,"13,789元/平"
汉峪 海川 中间楼层 有地下室,汉峪海风 -汉峪,3室2厅 | 110.76平米 | 南 | 简装 | 中楼层(共21层) | 2016年建 | 板楼,42人关注 / 5个月以前发布,227,"20,495元/平"
此房业主诚心出售、公摊小、独立入户、,绿地隆悦公馆 -化纤厂路,4室2厅 | 163.61平米 | 南 北 | 简装 | 中楼层(共18层) | 2016年建 | 板楼,6人关注 / 3个月以前发布,360,"22,004元/平"
上下大复式+带40㎡露台+含地下室+两使用权车位另算,阳光100国际新城G区 -阳光100区,4室3厅 | 234.55平米 | 南 北 | 精装 | 高楼层(共18层) | 2008年建 | 板楼,62人关注 / 一年前发布,379,"16,159元/平"
精装修 户型方正 观景楼层 采光好 诚心出售,中建锦绣城 -西客站,3室1厅 | 124.98平米 | 南 北 | 精装 | 低楼层(共30层) | 2015年建 | 板楼,4人关注 / 3个月以前发布,150,"12,002元/平"
中建国熙台南 历东花园 电梯房  院内有公立幼儿园,历东花园 -历东,2室2厅 | 126平米 | 南 北 | 简装 | 中楼层(共11层) | 2000年建 | 板楼,2人关注 / 1个月以前发布,338,"26,826元/平"
经十路东的大三居，装修很好，自住保持的很好，诚心卖,天马相城彩虹湖 -经十东路,3室2厅 | 133.1平米 | 南 | 精装 | 中楼层(共24层) | 2014年建 | 板楼,11人关注 / 一年前发布,115,"8,641元/平"
百兴家园 低楼层 正规两室  成熟小区,百兴家园 -白马山,2室2厅 | 84.7平米 | 南 | 精装 | 低楼层(共7层) | 2006年建 | 板楼,20人关注 / 一年前发布,85,"10,036元/平"
精装南北通三室，免高税，前无遮挡，采光好，看房方便,祥泰新河湾 -康虹路,3室2厅 | 110.69平米 | 南 北 | 精装 | 低楼层(共32层) | 2016年建 | 板楼,2人关注 / 1个月以前发布,198,"17,888元/平"
玉兰花园凤凰楼层看山景 35万精装修自住标准 免高税,高新绿城玉兰花园 -汉峪,3室2厅 | 119.32平米 | 西 | 精装 | 高楼层(共23层)  | 板楼,10人关注 / 1个月以前发布,362,"30,339元/平"
唐冶绿地城 新小区 品质好 楼层高 无遮挡视野佳配套好,绿地城 -唐冶,3室1厅 | 116.76平米 | 南 | 简装 | 低楼层(共33层)  | 板楼,2人关注 / 3个月以前发布,140,"11,991元/平"
精装温馨三居  不沿街  安静   平价出,中新国际城五区 -济钢,3室2厅 | 132.4平米 | 南 北 | 精装 | 中楼层(共25层)  | 板楼,7人关注 / 5个月以前发布,198,"14,955元/平"
