标题,开发商,房子信息,发布信息,售价/万,单价
非 底楼S3近张江+精装修两房+税费少+必卖好房,汇锦城二期 -新场,2室1厅 | 84.04平米 | 南 | 精装 | 18层 | 2013年建 | 板楼,55人关注 / 5个月以前发布,305,"36,293元/平"
浦东内环边，香山新村，非顶楼双南两房，看房方便,香山新村东北街坊 -金杨,2室1厅 | 59.4平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,24人关注 / 8个月以前发布,389,"65,489元/平"
三开间朝南，高楼层带电梯，视野宽阔。,天鸿公寓 -金虹桥,2室2厅 | 106.66平米 | 南 | 简装 | 中楼层(共22层) | 2008年建 | 板楼,47人关注 / 一年前发布,918,"86,068元/平"
"采光充足，诚意出售 ,视野开阔，楼层好",茅台花苑 -仙霞,2室1厅 | 74.34平米 | 南 | 简装 | 高楼层(共26层) | 1993年建 | 塔楼,16人关注 / 9个月以前发布,556,"74,792元/平"
房子满五  税费少，大阳台，诚意出售,城中花园 -康桥,2室2厅 | 107平米 | 南 | 精装 | 中楼层(共12层) | 2006年建 | 板楼,22人关注 / 3个月以前发布,628,"58,692元/平"
楼层好，看房有钥匙，地铁口，在新四村，位置好,通河四村 -通河,2室1厅 | 66.27平米 | 东 西 | 简装 | 中楼层(共6层) | 1997年建 | 板楼,15人关注 / 4个月以前发布,320,"48,288元/平"
中间楼层+满五+有钥匙+视野采光棒+精装修,管弄五六街坊 -光新,1室1厅 | 40.11平米 | 南 | 精装 | 中楼层(共6层) | 1988年建 | 板楼,18人关注 / 2个月以前发布,260,"64,822元/平"
看房方便，诚心出售，带院子，采光无遮挡,上海派 -安亭,2室2厅 | 69.54平米 | 南 北 | 毛坯 | 15层  | 板楼,57人关注 / 2个月以前发布,269,"38,683元/平"
地铁5号线，边套采光好，业主诚心，满5唯1，税费低,江海花园 -南桥,3室1厅 | 95.47平米 | 南 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,6人关注 / 4个月以前发布,191,"20,007元/平"
南北通飞机户型，电梯中区大三房，精装修拎包入住,嘉华苑(宝山) -大华,3室2厅 | 139.44平米 | 南 北 | 精装 | 中楼层(共11层) | 2002年建 | 板楼,3人关注 / 2个月以前发布,1063,"76,234元/平"
龙阳路地铁+满五年+房东诚意出售+看房方便,惠德新邨 -北蔡,2室1厅 | 58.15平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,53人关注 / 4个月以前发布,336,"57,782元/平"
精装3房+全新没住过人+采光通风好+诚心出售,首创旭辉城 -徐行,3室2厅 | 85.96平米 | 南 | 精装 | 低楼层(共18层) | 2016年建 | 板楼,19人关注 / 3个月以前发布,285,"33,155元/平"
满五年 税费少 视野开阔 采光好  户型方正未改动,上海派 -安亭,2室2厅 | 69.43平米 | 南 北 | 毛坯 | 17层  | 板楼,5人关注 / 2个月以前发布,279,"40,185元/平"
闹中取静 美丽家园 满五 业主诚意,曹杨四村(桐柏园) -曹杨,1室1厅 | 30.96平米 | 南 | 精装 | 高楼层(共6层) | 1982年建 | 板楼,19人关注 / 1个月以前发布,215,"69,445元/平"
11号线地铁口、嘉闵线、满五、飞机南北通、采光好临河,合景叠翠峰苑 -菊园新区,3室2厅 | 90.92平米 | 南 | 精装 | 低楼层(共18层) | 2014年建 | 板楼,10人关注 / 3个月以前发布,374,"41,136元/平"
品质好房+电梯高楼层+开发商装修+位置采光好+随时看房,中国铁建香榭国际 -西渡,3室2厅 | 88.61平米 | 南 | 精装 | 高楼层(共20层)  | 板塔结合,44人关注 / 5个月以前发布,369,"41,644元/平"
总价低，楼栋好，大双卧室，视野开阔,塘和家园德悦苑 -泗泾,2室1厅 | 67.44平米 | 南 | 毛坯 | 低楼层(共18层) | 2015年建 | 板楼,79人关注 / 3个月以前发布,230,"34,105元/平"
新城悠活城中户，满五，阳台朝南，中层，采光无遮挡,新城悠活城 -菊园新区,2室2厅 | 82.78平米 | 南 | 精装 | 中楼层(共18层) | 2011年建 | 板楼,14人关注 / 1个月以前发布,350,"42,281元/平"
2010年商品房，精装大三房，满五年，诚意出售,天和湖滨家园(公寓) -川沙,3室2厅 | 129.12平米 | 南 | 精装 | 低楼层(共13层) | 2010年建 | 板楼,48人关注 / 3个月以前发布,459,"35,549元/平"
张江东+二号线+唐镇国际社区+刚需+诚意卖,瀚盛家园 -唐镇,2室2厅 | 89.08平米 | 南 | 毛坯 | 中楼层(共6层) | 2009年建 | 板楼,14人关注 / 3个月以前发布,440,"49,394元/平"
万达品质小区 13号线600米 总价低,万达城市公寓 -江桥,2室2厅 | 83.87平米 | 南 北 | 精装 | 中楼层(共12层) | 2010年建 | 板楼,27人关注 / 10个月以前发布,525,"62,597元/平"
城中花园二期12年小区 精装 买进价格高税费少,城中花园 -康桥,3室2厅 | 90.33平米 | 南 北 | 精装 | 高楼层(共16层) | 2012年建 | 板楼,10人关注 / 6个月以前发布,619,"68,527元/平"
喜欢南北通户型的客户，希望户型空间好的,明天华城 -周浦,2室2厅 | 88.8平米 | 南 北 | 精装 | 中楼层(共17层) | 2011年建 | 板楼,3人关注 / 8个月以前发布,665,"74,888元/平"
中环边，电梯中层，低总价，楼层好，视野开阔,清涧三街坊 -真光,2室1厅 | 82.7平米 | 西南 | 简装 | 中楼层(共24层) | 1998年建 | 塔楼,159人关注 / 10个月以前发布,410,"49,577元/平"
二期新上南北通双阳台两房+满五无个税+位置佳楼层好,三花现代城(二期香梅苑) -高境,2室2厅 | 88.68平米 | 南 北 | 精装 | 中楼层(共16层) | 2009年建 | 板楼,9人关注 / 3个月以前发布,699,"78,823元/平"
18号线地铁口南北户型  满五年税费少 急卖价格实惠,美林小城 -康桥,2室2厅 | 89.04平米 | 南 | 精装 | 中楼层(共11层) | 2007年建 | 板楼,81人关注 / 2个月以前发布,528,"59,300元/平"
满5V一 近百联首付60万 中间楼层近金山22号线城市沙滩,金海岸花园 -金山,2室2厅 | 89.47平米 | 南 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,9人关注 / 1个月以前发布,166,"18,554元/平"
视野真的不要太好！！！不来看一下太遗憾了！！！,共富花园 -共富,2室2厅 | 93.91平米 | 南 | 简装 | 13层 | 2000年建 | 板楼,0人关注 / 2个月以前发布,468,"49,835元/平"
店长推荐/三房两卫/中楼层/13号线,大华锦绣华城(四街区) -北蔡,3室2厅 | 109.94平米 | 南 北 | 简装 | 中楼层(共6层) | 2010年建 | 板楼,23人关注 / 4个月以前发布,950,"86,411元/平"
713号线 锦绣文化公园 楼层适中 上下楼方便,天池一村 -北蔡,2室1厅 | 55.58平米 | 南 西 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,23人关注 / 2个月以前发布,369,"66,391元/平"
精装可拎包入住+中间楼层视野好+出门配套齐,金康花苑 -金山,2室2厅 | 94.64平米 | 南 | 精装 | 中楼层(共6层) | 2010年建 | 板楼,7人关注 / 2个月以前发布,136,"14,371元/平"
春申城四季苑 2室1厅 南,春申城四季苑 -莘庄南广场,2室1厅 | 80.77平米 | 南 | 精装 | 低楼层(共5层) | 1998年建 | 板楼,23人关注 / 3个月以前发布,499,"61,781元/平"
张江地铁站21号线 机场线 张江南 开市客 漕河泾开发区,汤巷馨村(二期) -康桥,1室1厅 | 60.81平米 | 南 | 精装 | 中楼层(共14层) | 2010年建 | 板楼,2人关注 / 8天以前发布,338,"55,583元/平"
店长推荐+门店聚焦+低总价+好楼层+税费好+诚心出售,银杏小区 -嘉定老城,3室2厅 | 89.22平米 | 南 | 简装 | 低楼层(共6层) | 1993年建 | 板楼,20人关注 / 3个月以前发布,265,"29,702元/平"
闹中取静 美丽家园 满五 业主诚意,曹杨四村(桐柏园) -曹杨,1室1厅 | 30.96平米 | 南 | 精装 | 高楼层(共6层) | 1982年建 | 板楼,19人关注 / 1个月以前发布,215,"69,445元/平"
满五年 税费少 视野开阔 采光好  户型方正未改动,上海派 -安亭,2室2厅 | 69.43平米 | 南 北 | 毛坯 | 17层  | 板楼,5人关注 / 2个月以前发布,279,"40,185元/平"
11号线地铁口、嘉闵线、满五、飞机南北通、采光好临河,合景叠翠峰苑 -菊园新区,3室2厅 | 90.92平米 | 南 | 精装 | 低楼层(共18层) | 2014年建 | 板楼,10人关注 / 3个月以前发布,374,"41,136元/平"
高层非顶楼 满五年 户型方正 通风采光好,延长小区(普陀) -甘泉宜川,1室1厅 | 41.76平米 | 南 | 毛坯 | 高楼层(共6层) | 1989年建 | 板楼,18人关注 / 3个月以前发布,245,"58,669元/平"
前滩南 三林板块  11号线三林东站 精装修 看房随时,中海御景熙岸(公寓) -三林,3室2厅 | 88.82平米 | 南 | 精装 | 20层 | 2011年建 | 板楼,2人关注 / 3个月以前发布,695,"78,249元/平"
中间位置 南北的全明两房 满五年 有车位,凯德嘉博名邸 -世博,2室2厅 | 93.33平米 | 南 | 精装 | 中楼层(共16层) | 2012年建 | 板楼,8人关注 / 1个月以前发布,1049,"112,397元/平"
有钥匙 美丽家园小区带三个花园  一梯两户  总高四层,康强坊 -康健,2室1厅 | 57.1平米 | 南 | 简装 | 低楼层(共4层) | 1993年建 | 板楼,28人关注 / 3个月以前发布,476,"83,363元/平"
飞机户型，南北正通，满五年唯 一，精装修两卫,圣鑫苑 -周浦,2室2厅 | 109.94平米 | 南 北 | 简装 | 中楼层(共18层) | 2009年建 | 板楼,267人关注 / 8个月以前发布,542,"49,300元/平"
16年次新房，南北直通，楼层好，空调带地暖，满五一套,光明·唐镇壹号 -唐镇,3室2厅 | 125.85平米 | 南 | 精装 | 中楼层(共16层) | 2015年建 | 板楼,14人关注 / 1个月以前发布,738,"58,642元/平"
静安中环-近地铁-边套全明-南北通-不靠马路-单价很低,场中路2601弄 -彭浦,2室1厅 | 48.81平米 | 南 | 毛坯 | 高楼层(共6层) | 1996年建 | 板楼,71人关注 / 8个月以前发布,287,"58,800元/平"
水岸家苑 2室2厅 南,水岸家苑 -西渡,2室2厅 | 96.15平米 | 南 | 简装 | 中楼层(共6层) | 2003年建 | 板楼,2人关注 / 2个月以前发布,270,"28,082元/平"
此房满五年，南北错通，高区景观视野开阔，采光好。,保利西子湾 -松江大学城,2室2厅 | 90.42平米 | 南 | 精装 | 高楼层(共14层) | 2008年建 | 板楼,9人关注 / 1个月以前发布,475,"52,533元/平"
乾溪二村 1室1厅 南,乾溪二村 -大场镇,1室1厅 | 43.13平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,4人关注 / 1个月以前发布,212,"49,154元/平"
金色中内环，满五only  one，等着您来看！,金顺小区 -北蔡,3室1厅 | 89.29平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,25人关注 / 3个月以前发布,567,"63,501元/平"
近地铁，品质小区，高楼层，业主诚意出售,恒盛鼎城圣都汇 -桃浦,2室1厅 | 89.09平米 | 南 北 | 毛坯 | 中楼层(共16层) | 2011年建 | 板楼,5人关注 / 1个月以前发布,798,"89,573元/平"
此房满五税少+繁华地段+改造后小区+看房有钥匙,育秀三区 -南桥,3室1厅 | 90.31平米 | 南 | 简装 | 高楼层(共6层) | 1996年建 | 板楼,2人关注 / 4个月以前发布,175,"19,378元/平"
靠 8号线地铁  使用面积大  一梯三户  诚心出售,延吉七村 -黄兴公园,2室1厅 | 48.21平米 | 南 北 | 毛坯 | 低楼层(共6层) | 1985年建 | 板楼,17人关注 / 5个月以前发布,345,"71,562元/平"
双南两房，无遮挡采光好，出入方便。,贝港南区（第二居民区） -南桥,3室1厅 | 77.21平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,9人关注 / 2个月以前发布,163.5,"21,177元/平"
满五，南北通厨卫朝北全明，房东诚意出售，视野好,香山新村东南街坊 -金杨,2室1厅 | 51.66平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,21人关注 / 1个月以前发布,358,"69,300元/平"
交通便利，采光好，适合刚需客户,兰花清苑 -泗泾,2室1厅 | 71.33平米 | 南 | 其他 | 中楼层(共14层) | 2013年建 | 板楼,45人关注 / 1个月以前发布,265,"37,152元/平"
位置安静，满五年！诚意出售！！！！,东方城市花园(二期) -南码头,2室2厅 | 122.44平米 | 南 | 简装 | 低楼层(共14层) | 2005年建 | 板楼,1人关注 / 1个月以前发布,1045,"85,348元/平"
客厅能打乒乓球，房子满五年，配套成熟，交通便利,海辰馨苑 -金山,4室2厅 | 153.36平米 | 南 北 | 精装 | 中楼层(共6层) | 2007年建 | 板楼,4人关注 / 1个月以前发布,220,"14,346元/平"
内环内电梯两房 苏州河景。边套全明，高区采光无遮挡,万航小区 -中山公园,2室1厅 | 60.83平米 | 南 | 精装 | 中楼层(共25层) | 1995年建 | 板塔结合,4人关注 / 1个月以前发布,515,"84,663元/平"
买一层得两层，南北通透，随时看房，毛坯,布鲁斯小镇(二期) -惠南,3室2厅 | 155.25平米 | 南 北 | 毛坯 | 低楼层(共14层) | 2011年建 | 板楼,16人关注 / 2个月以前发布,285,"18,358元/平"
近低铁，楼层好，户型方正，南北通透，户型大,贝尚湾(公寓) -九亭,2室2厅 | 103.07平米 | 南 北 | 精装 | 中楼层(共15层) | 2009年建 | 板楼,8人关注 / 1个月以前发布,645,"62,579元/平"
满五，税费少，南北直通，视野宽阔采光通风好,御桥花园 -御桥,2室1厅 | 65.11平米 | 南 | 简装 | 中楼层(共5层) | 1996年建 | 板楼,10人关注 / 31天以前发布,500,"76,794元/平"
满五年，精装修，地铁3.8号线，生活方便，诚意出售,水电路386弄 -凉城,2室1厅 | 49.38平米 | 东南 | 精装 | 高楼层(共7层) | 1985年建 | 板楼,119人关注 / 4个月以前发布,298,"60,349元/平"
大3房2卫 高区非顶层  满五年 不临路 看房随时,经纬阳光水岸家园(一期) -上大,3室2厅 | 131.97平米 | 南 北 | 毛坯 | 11层 | 2005年建 | 板楼,6人关注 / 1个月以前发布,842,"63,803元/平"
新江湾街道全明三房   近地铁  有车库  采光视野好,政立小区 -五角场,3室2厅 | 85.03平米 | 东 南 北 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,9人关注 / 2个月以前发布,605,"71,152元/平"
满五年唯yi，近出口。精装修拎包入住，业主诚意出售,上海源花城 -九亭,3室2厅 | 124.48平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 板楼,18人关注 / 3个月以前发布,599,"48,121元/平"
品质小区！无个税，中间楼层采光好！诚意出售价可谈,安信湖畔天地坊 -松江新城,3室2厅 | 141.35平米 | 南 | 简装 | 中楼层(共28层) | 2005年建 | 板楼,19人关注 / 2个月以前发布,558,"39,477元/平"
业主诚意出售，有钥匙，视野好，精装修,盘古天地 -嘉定新城,3室2厅 | 104.84平米 | 南 北 | 精装 | 低楼层(共27层) | 2012年建 | 板楼,18人关注 / 2个月以前发布,540,"51,508元/平"
边套方正户型+采光无遮挡+南北通+诚意出售,崧泽华城华中苑 -赵巷,2室1厅 | 80.28平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,27人关注 / 3个月以前发布,245,"30,519元/平"
视野开阔，一梯两户，采光通透，公园围绕，近宝安公路,大黄馨园 -杨行,2室2厅 | 89.58平米 | 南 北 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,16人关注 / 2个月以前发布,370,"41,304元/平"
信义嘉庭一期 3室2厅 东,信义嘉庭一期 -马陆,3室2厅 | 108.82平米 | 东 | 精装 | 中楼层(共26层) | 2017年建 | 板塔结合,5人关注 / 1个月以前发布,450,"41,353元/平"
钥匙房随时可看，诚意出售可以签字，价格可沟通,玉兰清苑 -徐泾,2室1厅 | 71.33平米 | 南 | 精装 | 14层 | 2012年建 | 板塔结合,84人关注 / 2个月以前发布,350,"49,068元/平"
电梯高楼层，装修好，税费少，诚意售，有钥匙随时看,鑫都城云天绿洲 -颛桥,1室2厅 | 57.45平米 | 南 | 精装 | 高楼层(共17层) | 2009年建 | 板楼,2人关注 / 1个月以前发布,359,"62,490元/平"
一楼垫高大花园，美化精装带地暖，看房便捷我来开,南郊花园(公寓) -周浦,2室2厅 | 92.15平米 | 南 北 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,5人关注 / 2个月以前发布,588,"63,810元/平"
原动迁满五年V1税费低，精装南北通,闵浦新苑六村 -闵浦,2室1厅 | 71.15平米 | 南 北 | 精装 | 高楼层(共11层) | 2007年建 | 板楼,7人关注 / 10个月以前发布,330,"46,381元/平"
新挂牌临河景观房 中间楼层南北户 采光好 近6号线,张杨南苑 -洋泾,2室2厅 | 72.05平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,32人关注 / 3个月以前发布,650,"90,216元/平"
《店长推荐》小两房+满五年wei一+花园位置,星苑小区 -凉城,2室1厅 | 50.51平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,3人关注 / 4个月以前发布,334,"66,126元/平"
新南家园品质小区，2002年房龄，满五年，位置好,新南家园 -西渡,2室2厅 | 102.2平米 | 南 | 精装 | 中楼层(共6层) | 2006年建 | 板楼,60人关注 / 4个月以前发布,269.5,"26,370元/平"
精装修拎包入住，看房随时方便，一梯两户,金地天地云墅 -顾村,3室2厅 | 94.73平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,5人关注 / 5个月以前发布,493,"52,043元/平"
钥匙房，全明格局通透不错，配套设施齐全，交通便利。,富特四村 -外高桥,2室1厅 | 58.69平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,8人关注 / 2个月以前发布,268,"45,664元/平"
临港人才一年买社保可买，品质小区，满五年，诚心卖。,乾耀东港 -泥城镇,2室2厅 | 89.46平米 | 南 北 | 毛坯 | 高楼层(共13层) | 2013年建 | 板楼,1人关注 / 1个月以前发布,206,"23,028元/平"
中间楼层，总价低两房，南北通户型,逸仙二村 -高境,2室1厅 | 57.81平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,4人关注 / 3个月以前发布,315,"54,489元/平"
满五年税少，南北通格局，诚信出售，中间楼层采光好,宜浩佳园北区 -临港新城,2室2厅 | 82.88平米 | 南 北 | 精装 | 中楼层(共4层) | 2009年建 | 板楼,3人关注 / 1个月以前发布,260,"31,371元/平"
馨苑一期，满五简装，诚心出售，看房方便，中间楼层。,滴水湖馨苑一期 -临港新城,3室2厅 | 87.48平米 | 南 | 简装 | 低楼层(共7层) | 2010年建 | 板楼,2人关注 / 2个月以前发布,310,"35,437元/平"
一手动迁，税费低，户型方正，位置好，采光好,金海华城华康佳苑 -曹路,3室2厅 | 99.94平米 | 西 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,2人关注 / 2个月以前发布,475,"47,529元/平"
店长主推：平南三四村+双南卧双阳台两房+近地铁,平南三四村 -古美,2室1厅 | 67.4平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,21人关注 / 1个月以前发布,530,"78,636元/平"
此房满五+楼层好+户型正气+配套齐全,江海二村(奉贤) -南桥,2室2厅 | 91.02平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,54人关注 / 10个月以前发布,159,"17,469元/平"
近内环，双南两房，满五年，前无遮挡，视野开阔,香山新村东北街坊 -金杨,2室1厅 | 63.98平米 | 南 | 简装 | 低楼层(共6层) | 1997年建 | 板楼,26人关注 / 10个月以前发布,425,"66,428元/平"
精装修   边套两房   全明  采光保养好,新凯城银杏苑 -泗泾,2室1厅 | 72.56平米 | 南 北 | 精装 | 低楼层(共16层) | 2012年建 | 板楼,43人关注 / 1个月以前发布,275,"37,900元/平"
次新小区+配套齐全+业主诚意售房,上海派观澜雅庭 -安亭,3室2厅 | 88.79平米 | 南 北 | 简装 | 17层  | 板楼,105人关注 / 10个月以前发布,320,"36,041元/平"
精装修两房，边套户型，满五年，近商场，公园,上工新村 -大宁,2室1厅 | 48.58平米 | 南 北 | 简装 | 中楼层(共5层) | 1983年建 | 板楼,13人关注 / 2个月以前发布,435,"89,544元/平"
电梯洋房中层  南北双阳台户型 满五年,绿地时代名邸 -白鹤,2室2厅 | 84.32平米 | 南 北 | 精装 | 中楼层(共11层) | 2015年建 | 板楼,34人关注 / 3个月以前发布,203,"24,075元/平"
中间楼层，采光很棒，南北，看房方便,梅园六街坊 -梅园,2室1厅 | 53.09平米 | 南 | 简装 | 中楼层(共5层) | 1991年建 | 板楼,19人关注 / 8个月以前发布,650,"122,434元/平"
双南户型，采光明亮，满5年，出入方便，配套齐全,乐业五村 -月浦,2室1厅 | 55.99平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,19人关注 / 2个月以前发布,199,"35,543元/平"
精装修+南北双阳台户型格局方正+满五年税费少,新城尚上城 -安亭,2室2厅 | 91.51平米 | 南 北 | 精装 | 低楼层(共18层) | 2013年建 | 板楼,79人关注 / 8个月以前发布,338,"36,936元/平"
电梯高楼层，装修好，税费少，诚意售，有钥匙随时看,鑫都城云天绿洲 -颛桥,1室2厅 | 57.45平米 | 南 | 精装 | 高楼层(共17层) | 2009年建 | 板楼,2人关注 / 1个月以前发布,359,"62,490元/平"
一楼垫高大花园，美化精装带地暖，看房便捷我来开,南郊花园(公寓) -周浦,2室2厅 | 92.15平米 | 南 北 | 精装 | 低楼层(共6层) | 2005年建 | 板楼,5人关注 / 2个月以前发布,588,"63,810元/平"
原动迁满五年V1税费低，精装南北通,闵浦新苑六村 -闵浦,2室1厅 | 71.15平米 | 南 北 | 精装 | 高楼层(共11层) | 2007年建 | 板楼,7人关注 / 10个月以前发布,330,"46,381元/平"
钥匙房，全明格局通透不错，配套设施齐全，交通便利。,富特四村 -外高桥,2室1厅 | 58.69平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,8人关注 / 2个月以前发布,268,"45,664元/平"
视野开阔，一梯两户，采光通透，公园围绕，近宝安公路,大黄馨园 -杨行,2室2厅 | 89.58平米 | 南 北 | 简装 | 高楼层(共6层) | 2012年建 | 板楼,16人关注 / 2个月以前发布,370,"41,304元/平"
钥匙房随时可看，诚意出售可以签字，价格可沟通,玉兰清苑 -徐泾,2室1厅 | 71.33平米 | 南 | 精装 | 14层 | 2012年建 | 板塔结合,84人关注 / 2个月以前发布,350,"49,068元/平"
店长主推：平南三四村+双南卧双阳台两房+近地铁,平南三四村 -古美,2室1厅 | 67.4平米 | 南 | 精装 | 高楼层(共6层) | 1995年建 | 板楼,21人关注 / 1个月以前发布,530,"78,636元/平"
一手动迁，税费低，户型方正，位置好，采光好,金海华城华康佳苑 -曹路,3室2厅 | 99.94平米 | 西 南 北 | 毛坯 | 中楼层(共18层)  | 板楼,2人关注 / 2个月以前发布,475,"47,529元/平"
此房满五+楼层好+户型正气+配套齐全,江海二村(奉贤) -南桥,2室2厅 | 91.02平米 | 南 | 简装 | 中楼层(共6层) | 1996年建 | 板楼,54人关注 / 10个月以前发布,159,"17,469元/平"
满五年税少，南北通格局，诚信出售，中间楼层采光好,宜浩佳园北区 -临港新城,2室2厅 | 82.88平米 | 南 北 | 精装 | 中楼层(共4层) | 2009年建 | 板楼,3人关注 / 1个月以前发布,260,"31,371元/平"
中间楼层，总价低两房，南北通户型,逸仙二村 -高境,2室1厅 | 57.81平米 | 南 北 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,4人关注 / 3个月以前发布,315,"54,489元/平"
信义嘉庭一期 3室2厅 东,信义嘉庭一期 -马陆,3室2厅 | 108.82平米 | 东 | 精装 | 中楼层(共26层) | 2017年建 | 板塔结合,5人关注 / 1个月以前发布,450,"41,353元/平"
边套方正户型+采光无遮挡+南北通+诚意出售,崧泽华城华中苑 -赵巷,2室1厅 | 80.28平米 | 南 | 毛坯 | 高楼层(共18层)  | 暂无数据,27人关注 / 3个月以前发布,245,"30,519元/平"
临港人才一年买社保可买，品质小区，满五年，诚心卖。,乾耀东港 -泥城镇,2室2厅 | 89.46平米 | 南 北 | 毛坯 | 高楼层(共13层) | 2013年建 | 板楼,1人关注 / 1个月以前发布,206,"23,028元/平"
新挂牌临河景观房 中间楼层南北户 采光好 近6号线,张杨南苑 -洋泾,2室2厅 | 72.05平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,32人关注 / 3个月以前发布,650,"90,216元/平"
《店长推荐》小两房+满五年wei一+花园位置,星苑小区 -凉城,2室1厅 | 50.51平米 | 南 | 简装 | 低楼层(共6层) | 1994年建 | 板楼,3人关注 / 4个月以前发布,334,"66,126元/平"
户型方正 南北通透 全明户型 满五年 精装可拎包入住,新凯二期（北区） -泗泾,2室2厅 | 76.02平米 | 南 北 | 精装 | 中楼层(共6层) | 2009年建 | 板楼,3人关注 / 2个月以前发布,338,"44,462元/平"
新南家园品质小区，2002年房龄，满五年，位置好,新南家园 -西渡,2室2厅 | 102.2平米 | 南 | 精装 | 中楼层(共6层) | 2006年建 | 板楼,60人关注 / 4个月以前发布,269.5,"26,370元/平"
此房一梯两户，满五年，采光好，产权清晰,奎照路790弄 -凉城,1室0厅 | 42.88平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,2人关注 / 一年前发布,274,"63,900元/平"
小区中间，不靠路，精装修，南北通全明大两房,环球翡翠湾花园(公寓) -三林,2室1厅 | 96.25平米 | 南 | 精装 | 低楼层(共12层) | 2006年建 | 板楼,12人关注 / 1个月以前发布,830,"86,234元/平"
国贸花园 3室2厅 南,国贸花园 -四川北路,3室2厅 | 146.2平米 | 南 | 精装 | 中楼层(共8层) | 1998年建 | 板楼,2人关注 / 2个月以前发布,1328,"90,835元/平"
精装修拎包入住，看房随时方便，一梯两户,金地天地云墅 -顾村,3室2厅 | 94.73平米 | 南 北 | 精装 | 高楼层(共13层)  | 板楼,5人关注 / 5个月以前发布,493,"52,043元/平"
大3房2卫 高区非顶层  满五年 不临路 看房随时,经纬阳光水岸家园(一期) -上大,3室2厅 | 131.97平米 | 南 北 | 毛坯 | 11层 | 2005年建 | 板楼,6人关注 / 1个月以前发布,842,"63,803元/平"
满五年唯yi，近出口。精装修拎包入住，业主诚意出售,上海源花城 -九亭,3室2厅 | 124.48平米 | 南 | 精装 | 低楼层(共11层) | 2008年建 | 板楼,18人关注 / 3个月以前发布,599,"48,121元/平"
此房急售，采光视野好，近地铁，得房率高，配套齐全,上工新村 -大宁,1室1厅 | 32.7平米 | 南 | 简装 | 高楼层(共6层) | 1982年建 | 板楼,15人关注 / 3个月以前发布,280,"85,627元/平"
此房满五年，低税费，双轨交近地铁，配套齐全,菊泉新城(菊盛路186弄) -顾村,2室1厅 | 73.31平米 | 南 北 | 精装 | 中楼层(共14层) | 2005年建 | 板楼,5人关注 / 1个月以前发布,357,"48,698元/平"
金色中内环，满五only  one，等着您来看！,金顺小区 -北蔡,3室1厅 | 89.29平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,25人关注 / 3个月以前发布,567,"63,501元/平"
咫尺13号线，电梯中间楼层，视野无遮挡，看房随时方便,大华锦绣华城(二街区) -北蔡,1室1厅 | 54.93平米 | 南 | 毛坯 | 中楼层(共24层) | 2012年建 | 板楼,5人关注 / 4天以前发布,485,"88,295元/平"
乾溪二村 1室1厅 南,乾溪二村 -大场镇,1室1厅 | 43.13平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,4人关注 / 1个月以前发布,212,"49,154元/平"
优质三房，近地铁，税费低，位置好，诚意出售,小富人家 -莘庄南广场,3室2厅 | 104.11平米 | 南 | 简装 | 低楼层(共6层) | 2003年建 | 板楼,126人关注 / 8个月以前发布,635,"60,994元/平"
满五，税费少，南北直通，视野宽阔采光通风好,御桥花园 -御桥,2室1厅 | 65.11平米 | 南 | 简装 | 中楼层(共5层) | 1996年建 | 板楼,10人关注 / 31天以前发布,500,"76,794元/平"
南京西路烫金地段，09年次新小区，楼层高视野好！诚售,静安紫苑 -南京西路,1室2厅 | 78.67平米 | 南 | 精装 | 中楼层(共27层)  | 塔楼,45人关注 / 4个月以前发布,720,"91,522元/平"
