标题,开发商,房子信息,发布信息,售价/万,单价
虽然在地铁口，但是他是真的近呀，满五中间层，有钥匙,桃浦一村合欢苑 -桃浦,2室1厅 | 50.08平米 | 南 | 简装 | 中楼层(共6层) | 1979年建 | 板楼,12人关注 / 1个月以前发布,250,"49,921元/平"
市光三村非顶楼一室一厅 正朝南 税费少 看房随时方便,市光三村 -中原,1室1厅 | 43平米 | 南 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,50人关注 / 2个月以前发布,227,"52,791元/平"
"低楼层，精装修,可拎包入住,适合刚需客户",桃浦四村易居紫荆苑 -桃浦,2室1厅 | 59.58平米 | 南 | 精装 | 低楼层(共6层) | 1993年建 | 板楼,15人关注 / 2个月以前发布,308,"51,696元/平"
一手动迁，中高楼层，税费低，诚意出售,美罗家园宝欣苑六村 -罗店,2室2厅 | 68.68平米 | 南 | 毛坯 | 高楼层(共18层)  | 板楼,6人关注 / 1个月以前发布,232,"33,780元/平"
商品房，近地铁，满五，钥匙房。,汇颂南苑 -闵浦,2室1厅 | 72.1平米 | 南 | 毛坯 | 低楼层(共6层) | 2008年建 | 板楼,27人关注 / 3个月以前发布,305,"42,303元/平"
7号15号线顾村公园站，精装一房，采光好，交通便利,文宝苑 -顾村,1室1厅 | 55.87平米 | 南 | 简装 | 中楼层(共10层) | 2008年建 | 板楼,18人关注 / 1个月以前发布,310,"55,486元/平"
售后公房，边套全明，公园旁边，一路之隔,控江路888弄 -控江路,1室1厅 | 34.82平米 | 南 | 简装 | 中楼层(共5层) | 1966年建 | 板楼,22人关注 / 4个月以前发布,202,"58,013元/平"
近地铁低总价   户型方正   业主诚意出售,新凯二期（北区） -泗泾,2室2厅 | 78.3平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2009年建 | 板楼,3人关注 / 1个月以前发布,318,"40,614元/平"
济阳一村 1室1厅 南,济阳一村 -世博,1室1厅 | 42.86平米 | 南 | 简装 | 低楼层(共6层) | 1989年建 | 板楼,3人关注 / 1个月以前发布,275,"64,163元/平"
满五年家庭一套，税费少，小区花园位置，诚心卖,康桥月苑 -康桥,1室2厅 | 57.89平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2010年建 | 板楼,21人关注 / 2个月以前发布,272,"46,986元/平"
满五，朝南总价低，中间楼层，配套齐全，交通便利,宜川四村 -甘泉宜川,1室0厅 | 34.21平米 | 南 | 简装 | 中楼层(共5层) | 1957年建 | 板楼,2人关注 / 9天以前发布,198,"57,878元/平"
满五 V1 精装自住 安静位置  诚心置换 看房有钥匙,海燕二村 -惠南,2室2厅 | 69.16平米 | 南 | 精装 | 高楼层(共5层) | 1994年建 | 板楼,4人关注 / 2个月以前发布,195,"28,196元/平"
双南房，小区中间位置，中间楼层,荣乐小区 -松江老城,2室1厅 | 56.64平米 | 南 | 简装 | 中楼层(共6层) | 1986年建 | 板楼,4人关注 / 9个月以前发布,226,"39,902元/平"
龙湖旁+近交大+近地铁+采光好+税费少+总价低,银春小区 -颛桥,2室1厅 | 72.06平米 | 南 | 简装 | 高楼层(共6层) | 2004年建 | 板楼,44人关注 / 8个月以前发布,315,"43,714元/平"
彭浦新村站 一梯两户 中间楼层 全明户型 诚意出售,曲沃路321弄昌盛苑 -彭浦,1室1厅 | 43.98平米 | 南 北 | 毛坯 | 中楼层(共6层) | 1994年建 | 板楼,43人关注 / 4个月以前发布,249,"56,617元/平"
原始动迁，中间楼层，通透一房户型好，不靠路安静,高行绿洲(六期) -高行,1室1厅 | 54.38平米 | 南 | 简装 | 中楼层(共14层) | 2011年建 | 板楼,1人关注 / 3个月以前发布,320,"58,846元/平"
内环内小两居室，中间楼层爬楼不累，日照采光好,同济新村 -鞍山,2室0厅 | 39.27平米 | 南 | 简装 | 高楼层(共5层) | 1976年建 | 板楼,8人关注 / 1个月以前发布,395,"100,586元/平"
东江烬 1室1厅 南,东江烬 -真如,1室1厅 | 37.49平米 | 南 | 精装 | 高楼层(共6层) | 1985年建 | 暂无数据,1人关注 / 1个月以前发布,230,"61,350元/平"
临沂六村 2室2厅 南,临沂六村 -南码头,2室2厅 | 48.71平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,12人关注 / 4个月以前发布,325,"66,722元/平"
急售示范线加崧泽高架，满5V一，错过再没有,都汇华庭 -香花桥,1室1厅 | 46.85平米 | 南 | 简装 | 高楼层(共11层) | 2005年建 | 塔楼,3人关注 / 2个月以前发布,138,"29,456元/平"
位置好，中间层，全明户型，免增值税，诚意出售随时看,高行银杏苑 -高行,2室1厅 | 71.81平米 | 南 | 简装 | 中楼层(共5层) | 2006年建 | 板楼,8人关注 / 1个月以前发布,418,"58,210元/平"
小户型，总价低，中间楼层，看房随时，房东诚心出售。,金杨新村四街坊 -金杨,1室1厅 | 42.88平米 | 南 | 简装 | 中楼层(共6层) | 1995年建 | 板楼,1人关注 / 3个月以前发布,375,"87,454元/平"
彭浦新村站 一梯两户 中间楼层 全明户型 诚意出售,曲沃路321弄昌盛苑 -彭浦,1室1厅 | 43.98平米 | 南 北 | 毛坯 | 中楼层(共6层) | 1994年建 | 板楼,43人关注 / 4个月以前发布,249,"56,617元/平"
位置好，中间层，全明户型，免增值税，诚意出售随时看,高行银杏苑 -高行,2室1厅 | 71.81平米 | 南 | 简装 | 中楼层(共5层) | 2006年建 | 板楼,8人关注 / 1个月以前发布,418,"58,210元/平"
原始动迁，中间楼层，通透一房户型好，不靠路安静,高行绿洲(六期) -高行,1室1厅 | 54.38平米 | 南 | 简装 | 中楼层(共14层) | 2011年建 | 板楼,1人关注 / 3个月以前发布,320,"58,846元/平"
楼层好！单价仅需1.3万！清水毛坯大三房！,明珠花苑(崇明) -崇明新城,3室2厅 | 115.83平米 | 南 | 毛坯 | 低楼层(共6层) | 2004年建 | 板楼,12人关注 / 4个月以前发布,152,"13,123元/平"
内环内小两居室，中间楼层爬楼不累，日照采光好,同济新村 -鞍山,2室0厅 | 39.27平米 | 南 | 简装 | 高楼层(共5层) | 1976年建 | 板楼,8人关注 / 1个月以前发布,395,"100,586元/平"
东江烬 1室1厅 南,东江烬 -真如,1室1厅 | 37.49平米 | 南 | 精装 | 高楼层(共6层) | 1985年建 | 暂无数据,1人关注 / 1个月以前发布,230,"61,350元/平"
急售示范线加崧泽高架，满5V一，错过再没有,都汇华庭 -香花桥,1室1厅 | 46.85平米 | 南 | 简装 | 高楼层(共11层) | 2005年建 | 塔楼,3人关注 / 2个月以前发布,138,"29,456元/平"
经典两房，户型方正，视野开阔，采光充足,罗南二村 -罗店,2室1厅 | 65.45平米 | 南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,23人关注 / 2个月以前发布,205,"31,322元/平"
非顶楼 视野开阔 税费少 随时可看,文汇小区(浦东) -北蔡,1室1厅 | 42.09平米 | 南 | 毛坯 | 高楼层(共6层) | 1995年建 | 板楼,7人关注 / 1个月以前发布,230,"54,645元/平"
丰翔新城 2室2厅 南,丰翔新城 -上大,2室2厅 | 85.15平米 | 南 | 精装 | 中楼层(共31层) | 2009年建 | 板楼,1人关注 / 2个月以前发布,350,"41,104元/平"
虹桥CBD万科高区景观房 视野开阔 采光好！,万科时一区(二期） -华漕,2室1厅 | 69.57平米 | 东南 南 | 精装 | 高楼层(共11层) | 2014年建 | 板楼,6人关注 / 1个月以前发布,670,"96,306元/平"
朝南一门关，近地铁，鲁迅公园，总价低，诚意出售,玉田新村 -曲阳,1室1厅 | 35.5平米 | 南 | 简装 | 中楼层(共5层) | 1958年建 | 板楼,4人关注 / 1个月以前发布,235,"66,198元/平"
满五*通透小一房，采光好，视野好,绿地启航城 -白鹤,1室1厅 | 51.77平米 | 西 | 简装 | 中楼层(共16层) | 2012年建 | 板楼,26人关注 / 1个月以前发布,116,"22,407元/平"
电梯即将动工+采光好+静安区+第四人民医院+不靠马路,阳曲小区 -彭浦,1室1厅 | 44.24平米 | 南 | 简装 | 高楼层(共6层) | 1988年建 | 板楼,4人关注 / 1个月以前发布,270,"61,031元/平"
静安区-近地铁-低总价-边套全明-满五年-看房随时,泉灵小区 -彭浦,1室1厅 | 41.26平米 | 南 北 | 简装 | 高楼层(共6层) | 1993年建 | 板楼,15人关注 / 1个月以前发布,223,"54,048元/平"
远洋香奈 2室1厅 南,远洋香奈 -杨行,2室1厅 | 68.14平米 | 南 | 精装 | 中楼层(共18层) | 2014年建 | 板楼,2人关注 / 1个月以前发布,408,"59,877元/平"
北虹桥+双轨交+满五少税+南北户型,金帝城市岸泊(公寓) -江桥,2室1厅 | 78.04平米 | 南 | 简装 | 低楼层(共6层) | 2007年建 | 板楼,28人关注 / 3个月以前发布,368,"47,156元/平"
睁大眼看清楚啊，192万啊，还犹豫啥呢，错过拍大腿啊,天和尚上海 -奉贤金汇,2室1厅 | 76.96平米 | 南 | 毛坯 | 低楼层(共29层)  | 板楼,81人关注 / 4个月以前发布,192,"24,949元/平"
84年原建，税费各付，精装修，边套全明，两卫,抚顺路363弄 -鞍山,2室1厅 | 40.01平米 | 南 | 精装 | 高楼层(共6层) | 1984年建 | 板楼,20人关注 / 3个月以前发布,328,"81,980元/平"
此房满五且V1二手买进税费少自主装修保养的很干净,绿庭尚城 -九亭,1室2厅 | 68.6平米 | 南 | 精装 | 低楼层(共27层) | 2008年建 | 板楼,6人关注 / 2个月以前发布,388,"56,560元/平"
满五 V1 精装自住 安静位置  诚心置换 看房有钥匙,海燕二村 -惠南,2室2厅 | 69.16平米 | 南 | 精装 | 高楼层(共5层) | 1994年建 | 板楼,4人关注 / 2个月以前发布,195,"28,196元/平"
近地铁低总价   户型方正   业主诚意出售,新凯二期（北区） -泗泾,2室2厅 | 78.3平米 | 南 北 | 毛坯 | 高楼层(共6层) | 2009年建 | 板楼,3人关注 / 1个月以前发布,318,"40,614元/平"
7号15号线顾村公园站，精装一房，采光好，交通便利,文宝苑 -顾村,1室1厅 | 55.87平米 | 南 | 简装 | 中楼层(共10层) | 2008年建 | 板楼,18人关注 / 1个月以前发布,310,"55,486元/平"
售后公房，边套全明，公园旁边，一路之隔,控江路888弄 -控江路,1室1厅 | 34.82平米 | 南 | 简装 | 中楼层(共5层) | 1966年建 | 板楼,22人关注 / 4个月以前发布,202,"58,013元/平"
精装修拎包入住，电梯高楼层，方正一居室,奥塞花园 -莘庄南广场,1室1厅 | 53.96平米 | 南 | 精装 | 高楼层(共15层) | 2005年建 | 板楼,7人关注 / 8个月以前发布,445,"82,469元/平"
这间小屋，会是你舒适的温馨小屋,馨宁公寓 -华泾,1室1厅 | 42.29平米 | 南 | 简装 | 低楼层(共29层) | 2011年建 | 板楼,12人关注 / 2个月以前发布,357,"84,418元/平"
地铁口，原始动迁，景观一房，南面靠河，视野空旷,荣和怡景园 -桃浦,1室1厅 | 48.22平米 | 南 | 简装 | 中楼层(共35层) | 2013年建 | 板楼,67人关注 / 2个月以前发布,350,"72,584元/平"
桃浦新村地铁口，低总价近地铁，诚意出售,桃浦一村海棠苑 -桃浦,1室1厅 | 42.24平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,19人关注 / 1个月以前发布,208,"49,243元/平"
一手买进未住过+好位置好楼层+全明格局+诚意卖,奥林匹克花园 -九亭,2室2厅 | 83.49平米 | 南 北 | 精装 | 中楼层(共16层) | 2006年建 | 板楼,11人关注 / 1个月以前发布,437,"52,342元/平"
售后公房，边套全明，公园旁边，一路之隔,控江路888弄 -控江路,1室1厅 | 34.82平米 | 南 | 简装 | 中楼层(共5层) | 1966年建 | 板楼,22人关注 / 4个月以前发布,202,"58,013元/平"
银河新都 2室1厅 南,银河新都 -春申,2室1厅 | 73.23平米 | 南 | 简装 | 高楼层(共12层) | 2006年建 | 板楼,13人关注 / 1个月以前发布,459,"62,680元/平"
满五名下一套，总价低，精装修，中间楼层，采光好,月厦新天地 -松江老城,1室0厅 | 54.09平米 | 西 | 简装 | 18层 | 2005年建 | 塔楼,94人关注 / 5个月以前发布,115,"21,261元/平"
一手买进未住过+好位置好楼层+全明格局+诚意卖,奥林匹克花园 -九亭,2室2厅 | 83.49平米 | 南 北 | 精装 | 中楼层(共16层) | 2006年建 | 板楼,11人关注 / 1个月以前发布,437,"52,342元/平"
低楼层  出入方便  满5年 税费低 地铁602米 出行方便,国和一村 -中原,2室1厅 | 53.43平米 | 南 北 | 简装 | 低楼层(共6层) | 1992年建 | 板楼,6人关注 / 1个月以前发布,376,"70,373元/平"
临港新片区，商品一房，双南户型，视野佳，满五且一,书院一号公寓 -书院镇,1室1厅 | 65.94平米 | 南 | 精装 | 高楼层(共13层) | 2009年建 | 板楼,55人关注 / 8个月以前发布,148,"22,445元/平"
近地铁+环境整洁+顶楼带阁楼+业主诚意,浦发绿城西泰林路750弄 -三林,1室1厅 | 49.41平米 | 南 | 简装 | 高楼层(共6层) | 2005年建 | 板楼,6人关注 / 2个月以前发布,325,"65,777元/平"
双地铁，双阳台，南北通户型，配套成熟,古北菊翔苑(菊联路233弄) -顾村,2室2厅 | 73.76平米 | 南 北 | 简装 | 中楼层(共6层) | 2008年建 | 板楼,1人关注 / 4个月以前发布,382,"51,790元/平"
店长推荐 近地铁家乐福 非顶楼 总价低,通河六村 -通河,1室1厅 | 41.78平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,25人关注 / 2个月以前发布,202,"48,349元/平"
央企保利 品质小区 业主精装修 电梯三房 采光视野好,保利玲珑公馆 -临港新城,3室2厅 | 80.87平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,113人关注 / 4个月以前发布,205,"25,350元/平"
近地铁五号线+诚心出售+美丽家园小区+环境好,江海新村 -南桥,2室2厅 | 80.83平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,151人关注 / 一年前发布,145,"17,939元/平"
近地铁 中间楼层 采光通风好 税费少 诚心出售,南新四村 -北蔡,2室1厅 | 55.76平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,116人关注 / 3个月以前发布,318,"57,031元/平"
日月光商圈，近地铁，拆千位置，健身楼层！,南大路8弄 -大场镇,1室1厅 | 39.37平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,73人关注 / 3个月以前发布,194,"49,277元/平"
满五年 诚心出售 位置安静 南北户型 到价签字,月浦六村 -月浦,2室1厅 | 52.59平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,23人关注 / 3个月以前发布,173,"32,896元/平"
S3+新场16号线，张江后花园，双南两房，精装修,汇锦城二期 -新场,2室1厅 | 84.16平米 | 南 | 精装 | 18层 | 2012年建 | 板楼,7人关注 / 2个月以前发布,304,"36,122元/平"
触底！选他准没错！ 康外两房天花板 位置好 户型正,杜鹃园 -康健,2室1厅 | 65.22平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,25人关注 / 1个月以前发布,455,"69,764元/平"
2011次新电梯商品房+双南边套全明+6、7号地铁+满五,逸翠公馆 -世博,2室1厅 | 93.11平米 | 南 | 精装 | 高楼层(共24层) | 2011年建 | 塔楼,12人关注 / 5个月以前发布,818,"87,854元/平"
一手动迁，税费少，配套齐全，楼层好,星纳家园 -曹路,2室1厅 | 79.86平米 | 南 北 | 毛坯 | 16层 | 2011年建 | 板楼,12人关注 / 4个月以前发布,380,"47,584元/平"
贝港实验 中间楼层 厨卫带窗采光好 满五税少,贝港北区（一区） -南桥,2室1厅 | 79.7平米 | 南 | 精装 | 中楼层(共5层) | 1995年建 | 板楼,9人关注 / 1个月以前发布,180,"22,585元/平"
售后公房 满五 小区绿化高，户型方正，适合年轻人居住,蓝高小区 -塘桥,2室1厅 | 53.25平米 | 西南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,12人关注 / 1个月以前发布,438,"82,254元/平"
双南户型 高区采光好 满五年 看房方便 诚意售房,财大小区 -五角场,2室1厅 | 46.13平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,39人关注 / 11个月以前发布,339,"73,488元/平"
中间楼层+配套全+6号线+朝南一房+采光通风好+业主诚意,临沂六村 -南码头,1室1厅 | 37.31平米 | 南 | 毛坯 | 中楼层(共6层) | 1992年建 | 板楼,41人关注 / 2个月以前发布,238,"63,790元/平"
格局很好，双南户型，2梯3户，诚意出售，次新商品房,新梅绿岛苑 -共康,2室1厅 | 67.6平米 | 南 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,10人关注 / 3个月以前发布,430,"63,610元/平"
紧靠一号线 小区花园位置 厨卫全明 通风好 满五年,场中路2601弄 -彭浦,2室1厅 | 48.81平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,5人关注 / 1个月以前发布,302,"61,873元/平"
低市场成交价，上套同位置2楼成交588，急售欢迎来看,丽华公寓(公寓) -莘庄北广场,2室2厅 | 89.04平米 | 南 北 | 简装 | 中楼层(共7层) | 2000年建 | 板楼,12人关注 / 4个月以前发布,570,"64,017元/平"
店长推荐！得房率高，南北通，户型方正，满五仅1套,裕德大厦 -徐家汇,2室1厅 | 90.35平米 | 南 北 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,3人关注 / 2个月以前发布,898,"99,392元/平"
中惠广场 1室1厅 北,中惠广场 -金桥,1室1厅 | 58.33平米 | 北 | 精装 | 中楼层(共19层) | 2008年建 | 塔楼,10人关注 / 12天以前发布,215,"36,860元/平"
东风小区，优质两房，业主诚意出售，适宜楼层,东江小区 -老闵行,2室1厅 | 51.59平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,10人关注 / 1个月以前发布,222.8,"43,187元/平"
满五年wei一+产权清晰+楼层好视野开阔配套齐交通便,乐山六七村 -徐家汇,2室1厅 | 58.7平米 | 东南 | 精装 | 中楼层(共7层) | 1988年建 | 板楼,16人关注 / 9个月以前发布,659,"112,266元/平"
双南两房，采光好，视野开过，交通便利，业主诚意出售,潍坊六村 -潍坊,2室1厅 | 46.81平米 | 南 | 精装 | 高楼层(共6层) | 1983年建 | 板楼,38人关注 / 一年前发布,420,"89,725元/平"
新上笋盘一房，精装修，中间楼层，看房随时,平南一二村 -古美,1室1厅 | 40.11平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,8人关注 / 1个月以前发布,388,"96,734元/平"
近地铁九号线 业主诚心出售 看房方便,青春驿站 -九亭,1室2厅 | 41.2平米 | 南 | 精装 | 高楼层(共16层) | 2007年建 | 板楼,7人关注 / 8个月以前发布,215,"52,185元/平"
近地铁+户型方正+交通便利+采光好,鸿宝一村(北区) -西渡,2室1厅 | 69.56平米 | 南 | 简装 | 高楼层(共6层) | 1997年建 | 板楼,103人关注 / 一年前发布,189,"27,171元/平"
售后公房 满五 小区绿化高，户型方正，适合年轻人居住,蓝高小区 -塘桥,2室1厅 | 53.25平米 | 西南 | 简装 | 低楼层(共6层) | 1988年建 | 板楼,12人关注 / 1个月以前发布,438,"82,254元/平"
一手动迁，税费少，配套齐全，楼层好,星纳家园 -曹路,2室1厅 | 79.86平米 | 南 北 | 毛坯 | 16层 | 2011年建 | 板楼,12人关注 / 4个月以前发布,380,"47,584元/平"
格局很好，双南户型，2梯3户，诚意出售，次新商品房,新梅绿岛苑 -共康,2室1厅 | 67.6平米 | 南 | 精装 | 低楼层(共18层) | 2007年建 | 板楼,10人关注 / 3个月以前发布,430,"63,610元/平"
贝港实验 中间楼层 厨卫带窗采光好 满五税少,贝港北区（一区） -南桥,2室1厅 | 79.7平米 | 南 | 精装 | 中楼层(共5层) | 1995年建 | 板楼,9人关注 / 1个月以前发布,180,"22,585元/平"
双南户型 高区采光好 满五年 看房方便 诚意售房,财大小区 -五角场,2室1厅 | 46.13平米 | 南 | 简装 | 高楼层(共6层) | 1992年建 | 板楼,39人关注 / 11个月以前发布,339,"73,488元/平"
近地铁，出行方便，总价低，楼层好，可等满五,红旗小区 -老闵行,2室1厅 | 67.15平米 | 南 | 精装 | 中楼层(共6层) | 1994年建 | 板楼,24人关注 / 2个月以前发布,238,"35,444元/平"
紧靠一号线 小区花园位置 厨卫全明 通风好 满五年,场中路2601弄 -彭浦,2室1厅 | 48.81平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,5人关注 / 1个月以前发布,302,"61,873元/平"
中间楼层+配套全+6号线+朝南一房+采光通风好+业主诚意,临沂六村 -南码头,1室1厅 | 37.31平米 | 南 | 毛坯 | 中楼层(共6层) | 1992年建 | 板楼,41人关注 / 2个月以前发布,238,"63,790元/平"
双南两房，采光好，视野开过，交通便利，业主诚意出售,潍坊六村 -潍坊,2室1厅 | 46.81平米 | 南 | 精装 | 高楼层(共6层) | 1983年建 | 板楼,38人关注 / 一年前发布,420,"89,725元/平"
满五年wei一+产权清晰+楼层好视野开阔配套齐交通便,乐山六七村 -徐家汇,2室1厅 | 58.7平米 | 东南 | 精装 | 中楼层(共7层) | 1988年建 | 板楼,16人关注 / 9个月以前发布,659,"112,266元/平"
东风小区，优质两房，业主诚意出售，适宜楼层,东江小区 -老闵行,2室1厅 | 51.59平米 | 南 | 简装 | 中楼层(共6层) | 1987年建 | 板楼,10人关注 / 1个月以前发布,222.8,"43,187元/平"
小户型+税费少+非顶楼+诚意出售,聚龙家园 -北蔡,1室1厅 | 50.54平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,8人关注 / 1个月以前发布,335,"66,285元/平"
好楼层好位置，步行到地铁300米，价格好商量，满五年,三湘四季花城 -松江大学城,1室1厅 | 57平米 | 南 | 简装 | 中楼层(共18层) | 2007年建 | 板楼,8人关注 / 1个月以前发布,345,"60,527元/平"
售后公房，满五年，税费少，双卧朝南，位置好,瑞冬小区 -北新泾,2室1厅 | 63.79平米 | 南 | 精装 | 高楼层(共6层) | 1994年建 | 板楼,21人关注 / 3个月以前发布,410,"64,274元/平"
店长推荐！得房率高，南北通，户型方正，满五仅1套,裕德大厦 -徐家汇,2室1厅 | 90.35平米 | 南 北 | 精装 | 高楼层(共6层) | 1998年建 | 板楼,3人关注 / 2个月以前发布,898,"99,392元/平"
中惠广场 1室1厅 北,中惠广场 -金桥,1室1厅 | 58.33平米 | 北 | 精装 | 中楼层(共19层) | 2008年建 | 塔楼,10人关注 / 12天以前发布,215,"36,860元/平"
低市场成交价，上套同位置2楼成交588，急售欢迎来看,丽华公寓(公寓) -莘庄北广场,2室2厅 | 89.04平米 | 南 北 | 简装 | 中楼层(共7层) | 2000年建 | 板楼,12人关注 / 4个月以前发布,570,"64,017元/平"
奉浦苑大两房+得房率高+地铁好房,奉浦苑 -南桥,2室1厅 | 88.5平米 | 南 | 简装 | 低楼层(共4层) | 1998年建 | 板楼,16人关注 / 1个月以前发布,269,"30,396元/平"
全明边套一房，客厅带窗户，好位置，好采光,银都新村(1至7区) -莘庄南广场,1室1厅 | 42.78平米 | 南 | 简装 | 高楼层(共6层) | 1995年建 | 板楼,7人关注 / 2个月以前发布,259,"60,543元/平"
大虹桥板块优质一房，总价低业主诚意出售，价格可谈,瑞和明庭西区 -徐泾,1室1厅 | 52.34平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,34人关注 / 2个月以前发布,190,"36,302元/平"
270万入住内环  02年商品房小区  只有契税 可以看房,新领地 -花木,1室1厅 | 48.31平米 | 东 | 简装 | 中楼层(共29层) | 2002年建 | 塔楼,28人关注 / 一年前发布,270,"55,890元/平"
人车分流+自带会所+近地铁+业主诚意卖+高区视野好,瑞虹新城二期(优贤生活) -临平路,2室2厅 | 88.73平米 | 南 西南 | 精装 | 高楼层(共39层) | 2004年建 | 板楼,73人关注 / 5个月以前发布,1030,"116,083元/平"
闵浦南北通两房，楼梯中楼层，采光好，南北通，户型正,闵浦新苑六村 -闵浦,2室2厅 | 72.56平米 | 南 北 | 精装 | 中楼层(共6层) | 2007年建 | 板楼,14人关注 / 12天以前发布,305,"42,035元/平"
店长推荐 近地铁家乐福 非顶楼 总价低,通河六村 -通河,1室1厅 | 41.78平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,25人关注 / 2个月以前发布,202,"48,349元/平"
央企保利 品质小区 业主精装修 电梯三房 采光视野好,保利玲珑公馆 -临港新城,3室2厅 | 80.87平米 | 南 北 | 精装 | 低楼层(共14层)  | 板楼,113人关注 / 4个月以前发布,205,"25,350元/平"
近地铁五号线+诚心出售+美丽家园小区+环境好,江海新村 -南桥,2室2厅 | 80.83平米 | 南 | 精装 | 高楼层(共6层) | 1993年建 | 板楼,151人关注 / 一年前发布,145,"17,939元/平"
近地铁 中间楼层 采光通风好 税费少 诚心出售,南新四村 -北蔡,2室1厅 | 55.76平米 | 南 | 简装 | 中楼层(共6层) | 1994年建 | 板楼,116人关注 / 3个月以前发布,318,"57,031元/平"
人车分流+自带会所+近地铁+业主诚意卖+高区视野好,瑞虹新城二期(优贤生活) -临平路,2室2厅 | 88.73平米 | 南 西南 | 精装 | 高楼层(共39层) | 2004年建 | 板楼,73人关注 / 5个月以前发布,1030,"116,083元/平"
小户型+税费少+非顶楼+诚意出售,聚龙家园 -北蔡,1室1厅 | 50.54平米 | 南 | 简装 | 高楼层(共6层) | 2002年建 | 板楼,8人关注 / 1个月以前发布,335,"66,285元/平"
大虹桥板块优质一房，总价低业主诚意出售，价格可谈,瑞和明庭西区 -徐泾,1室1厅 | 52.34平米 | 南 | 简装 | 低楼层(共18层)  | 板塔结合,34人关注 / 2个月以前发布,190,"36,302元/平"
闵浦南北通两房，楼梯中楼层，采光好，南北通，户型正,闵浦新苑六村 -闵浦,2室2厅 | 72.56平米 | 南 北 | 精装 | 中楼层(共6层) | 2007年建 | 板楼,14人关注 / 12天以前发布,305,"42,035元/平"
低总价一室户，带有院子。延安西路地铁铁口的房子,延安西路1782弄 -新华路,1室1厅 | 37.83平米 | 南 | 精装 | 低楼层(共6层) | 1990年建 | 板楼,31人关注 / 1个月以前发布,301,"79,567元/平"
带小花园 采光无遮挡 不潮湿 近10号线 出门有菜场联华,龙柏四村 -龙柏,1室1厅 | 40.53平米 | 南 | 简装 | 低楼层(共6层) | 1996年建 | 板楼,26人关注 / 3个月以前发布,278,"68,592元/平"
触底！选他准没错！ 康外两房天花板 位置好 户型正,杜鹃园 -康健,2室1厅 | 65.22平米 | 南 | 精装 | 高楼层(共6层) | 1992年建 | 板楼,25人关注 / 1个月以前发布,455,"69,764元/平"
房子满五税少，户型方正得房率高，采光好视野无遮挡。,保利家园南区 -嘉定新城,2室2厅 | 87.4平米 | 南 北 | 精装 | 11层 | 2010年建 | 板楼,1人关注 / 6个月以前发布,450,"51,488元/平"
日月光商圈，近地铁，拆千位置，健身楼层！,南大路8弄 -大场镇,1室1厅 | 39.37平米 | 南 | 简装 | 高楼层(共6层) | 1994年建 | 板楼,73人关注 / 3个月以前发布,194,"49,277元/平"
满五年 诚心出售 位置安静 南北户型 到价签字,月浦六村 -月浦,2室1厅 | 52.59平米 | 南 | 简装 | 高楼层(共6层) | 1985年建 | 板楼,23人关注 / 3个月以前发布,173,"32,896元/平"
2011次新电梯商品房+双南边套全明+6、7号地铁+满五,逸翠公馆 -世博,2室1厅 | 93.11平米 | 南 | 精装 | 高楼层(共24层) | 2011年建 | 塔楼,12人关注 / 5个月以前发布,818,"87,854元/平"
满五年，税费少，交通便利，看房提前约，全天可看,延平路461弄 -曹家渡,2室0厅 | 38.84平米 | 南 | 精装 | 低楼层(共6层) | 1979年建 | 板楼,11人关注 / 5个月以前发布,326,"83,935元/平"
理工 满五   厅房同宽 诚意出售，带天井！,延吉东路125弄 -控江路,1室0厅 | 25.5平米 | 南 | 简装 | 低楼层(共6层) | 1979年建 | 板楼,29人关注 / 2个月以前发布,183,"71,765元/平"
满五税费少，南北两房格局好，近地铁原建房,长白三村 -黄兴公园,2室1厅 | 50.92平米 | 南 | 简装 | 高楼层(共5层) | 1983年建 | 板楼,6人关注 / 1个月以前发布,323,"63,433元/平"
