c_area,decoration,greenland,open_date,has_short_video,gdp,metro,urban_district_population,urban_population,min_frame_area,bus,c_water_resources,is_cooperation,latitude,green_space_and_square,shopping,near_main_road,max_frame_rooms,big_block,region,longitude,urban_district_temporary_population,max_frame_area,biz,reference_unit_price
334.77,0,0,266,0,6490.3,0,569.0,361.67,82,0,176100,2,38.0,27.38,0,1,4,0,1,114.44,11.3,143,0,16500
334.77,0,0,215,1,6490.3,0,569.0,361.67,88,1,176100,2,37.99,27.38,1,0,3,0,1,114.62,11.3,132,0,12000
334.77,1,0,470,1,6490.3,0,569.0,361.67,76,0,176100,2,37.98,27.38,0,1,3,0,1,114.6,11.3,128,0,11000
334.77,1,0,1571,1,6490.3,0,569.0,361.67,258,1,176100,2,38.11,27.38,0,0,1,0,1,114.44,11.3,258,0,17000
334.77,1,0,2392,0,6490.3,0,569.0,361.67,161,1,176100,2,38.02,27.38,0,0,4,0,1,114.43,11.3,335,0,20500
334.77,1,0,1519,1,6490.3,1,569.0,361.67,161,0,176100,0,38.04,27.38,0,0,7,0,1,114.52,11.3,563,0,33000
334.77,0,0,246,0,6490.3,0,569.0,361.67,85,0,176100,2,38.08,27.38,0,1,3,0,1,114.55,11.3,141,0,17500
334.77,0,0,266,0,6490.3,0,569.0,361.67,82,0,176100,2,38.0,27.38,0,1,4,0,1,114.44,11.3,143,0,16500
570.0,1,0,255,1,7249.0,0,625.0,474.0,94,1,270000,0,41.84,142.37,1,1,4,0,0,123.33,190.0,132,0,11000
570.0,1,0,180,1,7249.0,0,625.0,474.0,135,1,270000,0,41.84,142.37,0,1,8,0,0,123.33,190.0,220,0,12500
570.0,1,0,1723,1,7249.0,0,625.0,474.0,90,0,270000,2,41.74,142.37,0,0,5,0,0,123.44,190.0,163,0,20000
570.0,1,0,1789,0,7249.0,0,625.0,474.0,34,1,270000,0,41.78,142.37,0,1,1,0,0,123.47,190.0,75,0,8000
570.0,1,0,1053,1,7249.0,0,625.0,474.0,50,1,270000,0,41.7,142.37,0,0,4,0,0,123.51,190.0,146,0,9600
570.0,1,0,2058,1,7249.0,0,625.0,474.0,46,0,270000,0,41.85,142.37,0,1,2,0,0,123.47,190.0,88,0,9000
570.0,1,0,2807,1,7249.0,1,625.0,474.0,47,1,270000,0,41.81,142.37,0,0,3,0,0,123.45,190.0,119,0,13500
570.0,1,0,1254,0,7249.0,1,625.0,474.0,75,0,270000,0,41.96,142.37,0,1,3,0,0,123.43,190.0,112,0,6500
570.0,1,0,1927,1,7249.0,1,625.0,474.0,64,1,270000,0,41.72,142.37,1,0,3,0,0,123.45,190.0,133,0,13500
570.0,1,0,1421,1,7249.0,0,625.0,474.0,85,0,270000,0,41.88,142.37,0,1,3,0,0,123.36,190.0,125,0,8600
1242.0,0,0,336,0,43214.85,0,2489.4,2489.43,76,0,585700,2,30.84,179.68,0,0,4,0,2,121.31,1047.97,151,1,21074
1242.0,0,0,218,0,43214.85,0,2489.4,2489.43,84,0,585700,2,30.91,179.68,0,0,4,0,2,121.4,1047.97,130,0,29800
1242.0,0,1,188,0,43214.85,0,2489.4,2489.43,93,0,585700,2,30.88,179.68,0,0,4,0,2,121.93,1047.97,143,0,34000
1242.0,0,0,444,0,43214.85,0,2489.4,2489.43,98,0,585700,2,31.12,179.68,0,0,3,0,2,120.85,1047.97,118,0,16300
1242.0,0,0,524,1,43214.85,0,2489.4,2489.43,48,0,585700,2,31.99,179.68,1,0,3,0,2,121.77,1047.97,94,0,10500
1242.0,1,0,661,1,43214.85,0,2489.4,2489.43,70,1,585700,2,30.54,179.68,0,0,4,0,2,120.98,1047.97,145,1,13500
1242.0,0,0,525,1,43214.85,0,2489.4,2489.43,90,1,585700,2,31.19,179.68,1,0,3,0,2,120.97,1047.97,125,0,19000
1242.0,1,0,1723,0,43214.85,0,2489.4,2489.43,87,0,585700,0,30.14,179.68,1,0,3,0,2,120.97,1047.97,128,1,8000
1242.0,0,0,336,0,43214.85,0,2489.4,2489.43,76,0,585700,2,30.84,179.68,0,0,4,0,2,121.31,1047.97,151,1,21074
1242.0,0,1,188,0,43214.85,0,2489.4,2489.43,93,0,585700,2,30.88,179.68,0,0,4,0,2,121.93,1047.97,143,0,34000
1242.0,0,0,525,1,43214.85,0,2489.4,2489.43,90,1,585700,2,31.19,179.68,1,0,3,0,2,120.97,1047.97,125,0,19000
481.33,0,0,455,0,22718.34,0,396.2,304.42,89,0,581200,2,31.37,124.5,0,0,4,0,2,120.46,356.9,142,0,20850
481.33,0,0,898,1,22718.34,0,396.2,304.42,98,1,581200,2,31.36,124.5,0,0,4,0,2,120.45,356.9,140,0,28000
481.33,0,0,518,1,22718.34,0,396.2,304.42,100,0,581200,2,31.37,124.5,0,1,4,0,2,120.42,356.9,125,0,24800
481.33,1,0,598,1,22718.34,1,396.2,304.42,118,1,581200,2,31.27,124.5,1,0,4,0,2,120.54,356.9,170,0,26000
481.33,0,0,839,1,22718.34,0,396.2,304.42,95,0,581200,2,31.21,124.5,0,0,3,0,2,120.61,356.9,119,0,24000
481.33,1,0,2499,1,22718.34,0,396.2,304.42,289,1,581200,2,31.23,124.5,1,0,4,0,2,120.44,356.9,294,0,36000
481.33,1,0,2484,1,22718.34,0,396.2,304.42,338,0,581200,0,31.14,124.5,0,0,6,0,2,120.33,356.9,496,0,15000
481.33,1,0,231,0,22718.34,0,396.2,304.42,86,1,581200,2,31.04,124.5,1,0,3,0,2,120.86,356.9,127,0,16000
481.33,1,0,719,1,22718.34,1,396.2,304.42,220,1,581200,0,31.15,124.5,1,0,6,0,2,120.6,356.9,389,0,18354
263.05,0,0,308,0,6795.26,0,219.9,113.46,95,0,784338,2,30.06,65.38,0,0,3,0,2,120.6,116.3,105,0,31000
263.05,0,1,750,1,6795.26,0,219.9,113.46,98,0,784338,2,30.09,65.38,0,0,3,0,2,120.54,116.3,115,0,24300
263.05,0,0,1339,0,6795.26,0,219.9,113.46,89,1,784338,0,29.58,65.38,1,0,4,0,2,120.84,116.3,132,0,13500
263.05,1,0,855,1,6795.26,0,219.9,113.46,89,0,784338,2,29.53,65.38,1,0,4,0,2,120.74,116.3,139,0,7700
263.05,1,0,1239,0,6795.26,0,219.9,113.46,193,0,784338,2,29.53,65.38,1,0,5,0,2,120.74,116.3,235,0,13800
263.05,1,0,1144,0,6795.26,0,219.9,113.46,95,1,784338,0,30.15,65.38,1,0,6,0,2,120.38,116.3,220,0,20000
263.05,0,0,1085,1,6795.26,0,219.9,113.46,128,1,784338,2,30.03,65.38,0,1,4,0,2,120.62,116.3,169,0,30000
263.05,0,0,1175,0,6795.26,0,219.9,113.46,39,0,784338,2,30.06,65.38,1,0,1,0,2,120.6,116.3,48,0,17500
670.0,0,0,336,0,12691.02,0,671.0,428.12,97,0,54372,2,34.84,53.33,0,0,4,0,6,113.63,291.1,146,0,18300
670.0,0,0,539,0,12691.02,0,671.0,428.12,131,0,54372,2,34.85,53.33,0,1,4,0,6,113.77,291.1,143,0,18000
670.0,1,0,658,1,12691.02,1,671.0,428.12,58,1,54372,2,34.73,53.33,0,0,3,0,6,113.7,291.1,113,0,9800
670.0,1,0,550,0,12691.02,0,671.0,428.12,78,0,54372,2,34.76,53.33,0,1,4,0,6,113.46,291.1,135,0,6900
670.0,1,0,528,1,12691.02,1,671.0,428.12,91,0,54372,2,34.82,53.33,0,1,7,0,6,113.66,291.1,233,0,18500
670.0,0,0,610,0,12691.02,0,671.0,428.12,75,0,54372,2,34.66,53.33,0,1,3,0,6,113.64,291.1,118,0,10500
670.0,0,0,295,0,12691.02,0,671.0,428.12,86,0,54372,2,34.69,53.33,0,0,3,0,6,113.88,291.1,106,0,7800
670.0,1,1,433,0,12691.02,0,671.0,428.12,96,0,54372,2,34.63,53.33,0,0,4,1,6,113.72,291.1,133,0,7300
670.0,1,0,497,1,12691.02,1,671.0,428.12,111,1,54372,2,34.74,53.33,1,0,4,0,6,113.72,291.1,146,0,16000
956.1,0,0,441,0,30664.85,0,1768.2,1768.16,65,0,171656,2,22.56,273.42,0,0,5,1,5,114.23,906.0,138,0,57500
956.1,0,1,175,1,30664.85,0,1768.2,1768.16,85,0,171656,2,22.63,273.42,0,0,3,1,5,113.86,906.0,93,0,64300
956.1,1,0,435,0,30664.85,0,1768.2,1768.16,73,0,171656,2,22.58,273.42,0,0,4,0,5,114.13,906.0,158,0,79000
956.1,0,0,287,1,30664.85,0,1768.2,1768.16,93,0,171656,2,22.65,273.42,0,0,3,0,5,114.04,906.0,113,0,65500
956.1,0,1,181,0,30664.85,0,1768.2,1768.16,122,0,171656,2,22.52,273.42,0,0,4,1,5,114.07,906.0,175,0,112800
956.1,0,1,99,1,30664.85,0,1768.2,1768.16,71,0,171656,2,22.69,273.42,0,0,3,0,5,114.27,906.0,81,0,38000
956.1,0,0,236,1,30664.85,0,1768.2,1768.16,109,0,171656,2,22.49,273.42,0,0,4,0,5,113.9,906.0,143,0,104300
956.1,0,0,1038,1,30664.85,0,1768.2,1768.16,33,1,171656,0,22.72,273.42,1,0,4,0,5,114.06,906.0,77,0,45000
58.03,0,0,382,1,835.37,0,66.9,40.0,100,1,158392,2,18.28,5.29,0,1,4,0,5,109.5,37.7,130,0,40000
58.03,0,0,535,0,835.37,0,66.9,40.0,104,0,158392,2,18.31,5.29,0,0,3,0,5,109.54,37.7,109,0,30000
58.03,0,0,747,1,835.37,0,66.9,40.0,107,0,158392,2,18.29,5.29,1,1,4,0,5,109.56,37.7,160,0,33000
58.03,0,0,779,0,835.37,0,66.9,40.0,82,0,158392,0,18.41,5.29,1,0,4,0,5,109.74,37.7,209,0,30000
1237.33,0,0,505,1,15695.05,1,1373.0,1165.4,78,0,132900,2,39.07,256.54,1,0,3,0,1,117.08,353.48,150,0,15000
1237.33,0,0,627,1,15695.05,0,1373.0,1165.4,84,1,132900,2,39.14,256.54,0,0,3,0,1,117.08,353.48,164,0,23000
1237.33,1,0,1694,1,15695.05,0,1373.0,1165.4,110,0,132900,0,39.17,256.54,1,0,4,0,1,117.0,353.48,165,0,26000
1237.33,1,0,903,1,15695.05,0,1373.0,1165.4,90,0,132900,0,38.88,256.54,0,1,3,0,1,117.12,353.48,131,0,7000
1237.33,1,0,1895,0,15695.05,0,1373.0,1165.4,37,0,132900,0,39.17,256.54,0,1,1,0,1,117.39,353.48,40,0,8880
1237.33,1,0,813,1,15695.05,1,1373.0,1165.4,62,1,132900,0,39.09,256.54,0,0,2,0,1,117.37,353.48,79,0,10400
1237.33,1,0,3177,1,15695.05,0,1373.0,1165.4,45,0,132900,2,39.17,256.54,1,0,1,0,1,117.45,353.48,68,0,7500
1237.33,1,0,938,1,15695.05,0,1373.0,1165.4,73,0,132900,2,39.35,256.54,1,0,4,0,1,117.06,353.48,144,0,10500
1237.33,1,0,1996,0,15695.05,1,1373.0,1165.4,132,1,132900,0,39.05,256.54,1,0,3,0,1,117.2,353.48,138,0,31000
340.0,0,0,794,1,5121.61,0,395.0,311.8,87,0,66000,2,37.86,65.5,0,1,3,0,1,112.63,103.0,143,0,10800
340.0,1,0,99,0,5121.61,0,395.0,311.8,88,0,66000,2,37.8,65.5,0,1,3,0,1,112.5,103.0,125,0,9300
340.0,1,0,1645,0,5121.61,0,395.0,311.8,67,1,66000,0,37.82,65.5,1,1,4,0,1,112.62,103.0,106,0,14500
340.0,1,0,2198,0,5121.61,0,395.0,311.8,166,1,66000,2,37.87,65.5,0,1,6,0,1,112.62,103.0,306,0,8500
340.0,1,0,2296,0,5121.61,0,395.0,311.8,53,0,66000,2,37.89,65.5,1,0,2,0,1,112.56,103.0,95,0,14000
340.0,0,0,1182,1,5121.61,0,395.0,311.8,170,0,66000,2,37.89,65.5,0,1,5,0,1,112.56,103.0,280,0,22000
340.0,1,0,3442,1,5121.61,0,395.0,311.8,156,0,66000,0,37.79,65.5,0,1,4,0,1,112.54,103.0,298,0,14500
340.0,1,0,2856,0,5121.61,0,395.0,311.8,81,0,66000,0,37.75,65.5,0,1,2,0,1,112.59,103.0,81,0,11000
356.25,0,0,476,1,14003.24,0,281.5,244.02,118,0,373400,2,31.47,71.11,0,1,4,0,2,120.31,64.4,172,0,33000
356.25,0,1,44975,0,14003.24,0,281.5,244.02,99,0,373400,2,31.48,71.11,0,0,4,0,2,120.3,64.4,143,0,31000
356.25,0,0,507,1,14003.24,0,281.5,244.02,89,0,373400,2,31.59,71.11,0,1,4,0,2,120.41,64.4,118,0,20000
356.25,0,0,505,0,14003.24,0,281.5,244.02,110,0,373400,2,31.61,71.11,0,0,3,0,2,120.21,64.4,170,0,17500
356.25,0,0,719,0,14003.24,0,281.5,244.02,89,0,373400,2,31.65,71.11,0,1,4,0,2,120.31,64.4,140,0,24000
356.25,0,0,838,1,14003.24,0,281.5,244.02,79,1,373400,0,31.62,71.11,1,1,4,0,2,120.25,64.4,160,0,18000
356.25,0,0,506,0,14003.24,1,281.5,244.02,87,0,373400,2,31.59,71.11,0,0,4,0,2,120.31,64.4,144,0,28000
356.25,0,0,1631,0,14003.24,1,281.5,244.02,55,0,373400,0,31.49,71.11,0,0,1,0,2,120.31,64.4,89,0,11000
356.25,0,0,780,1,14003.24,0,281.5,244.02,95,1,373400,0,31.54,71.11,0,1,4,0,2,120.32,64.4,227,0,24000
356.25,1,0,4459,1,14003.24,1,281.5,244.02,300,0,373400,0,31.56,71.11,0,0,5,0,2,120.32,64.4,300,0,16000
197.39,0,0,1257,0,3463.93,0,174.4,85.2,88,1,122900,0,37.47,38.34,0,1,5,0,2,122.04,20.5,170,0,11800
197.39,1,0,1583,0,3463.93,0,174.4,85.2,49,1,122900,0,37.45,38.34,1,0,3,0,2,122.13,20.5,135,0,9800
197.39,1,0,1436,0,3463.93,0,174.4,85.2,78,0,122900,0,37.46,38.34,1,0,3,0,2,121.94,20.5,133,0,7200
197.39,1,0,2088,0,3463.93,0,174.4,85.2,322,1,122900,2,37.55,38.34,1,0,7,0,2,122.12,20.5,2841,0,12000
197.39,1,0,2058,0,3463.93,0,174.4,85.2,51,1,122900,0,37.41,38.34,1,0,3,0,2,122.13,20.5,122,0,7300
197.39,0,0,1770,0,3463.93,0,174.4,85.2,43,0,122900,0,37.55,38.34,1,0,1,0,2,122.09,20.5,52,0,8000
197.39,1,0,301,0,3463.93,0,174.4,85.2,95,1,122900,2,37.45,38.34,1,0,6,0,2,122.17,20.5,334,0,16500
197.39,1,0,3396,0,3463.93,0,174.4,85.2,65,1,122900,0,37.39,38.34,1,0,4,0,2,122.22,20.5,140,0,8000
885.11,1,0,658,1,17716.76,1,934.1,702.61,89,1,1154200,2,30.43,48.12,1,0,4,0,6,114.46,542.8,129,0,16000
885.11,0,0,505,0,17716.76,0,934.1,702.61,93,0,1154200,2,30.63,48.12,0,0,3,1,6,114.28,542.8,127,0,25000
885.11,1,0,140,0,17716.76,0,934.1,702.61,102,0,1154200,2,30.57,48.12,0,0,5,1,6,114.23,542.8,175,0,19500
885.11,0,0,710,1,17716.76,0,934.1,702.61,93,1,1154200,2,30.42,48.12,1,0,4,0,6,114.29,542.8,120,0,12900
885.11,1,0,2057,1,17716.76,0,934.1,702.61,49,1,1154200,2,30.64,48.12,0,0,1,0,6,114.39,542.8,62,1,13500
885.11,1,0,201,1,17716.76,1,934.1,702.61,108,1,1154200,2,30.58,48.12,1,0,4,0,6,114.02,542.8,160,0,9200
885.11,1,0,1558,0,17716.76,0,934.1,702.61,50,1,1154200,0,30.58,48.12,0,0,4,0,6,114.29,542.8,168,0,35000
885.11,1,0,1277,1,17716.76,1,934.1,702.61,114,1,1154200,2,30.73,48.12,1,0,5,0,6,114.23,542.8,163,0,11400
885.11,0,0,680,1,17716.76,1,934.1,702.61,125,0,1154200,2,30.52,48.12,0,0,4,0,6,114.26,542.8,280,0,25000
885.11,1,0,658,1,17716.76,1,934.1,702.61,89,1,1154200,2,30.43,48.12,1,0,4,0,6,114.46,542.8,129,0,16000
885.11,0,0,505,0,17716.76,0,934.1,702.61,93,0,1154200,2,30.63,48.12,0,0,3,1,6,114.28,542.8,127,0,25000
885.11,1,0,140,0,17716.76,0,934.1,702.61,102,0,1154200,2,30.57,48.12,0,0,5,1,6,114.23,542.8,175,0,19500
885.11,0,0,710,1,17716.76,0,934.1,702.61,93,1,1154200,2,30.42,48.12,1,0,4,0,6,114.29,542.8,120,0,12900
885.11,1,0,2057,1,17716.76,0,934.1,702.61,49,1,1154200,2,30.64,48.12,0,0,1,0,6,114.39,542.8,62,1,13500
885.11,1,0,201,1,17716.76,1,934.1,702.61,108,1,1154200,2,30.58,48.12,1,0,4,0,6,114.02,542.8,160,0,9200
885.11,1,0,1558,0,17716.76,0,934.1,702.61,50,1,1154200,0,30.58,48.12,0,0,4,0,6,114.29,542.8,168,0,35000
885.11,1,0,1277,1,17716.76,1,934.1,702.61,114,1,1154200,2,30.73,48.12,1,0,5,0,6,114.23,542.8,163,0,11400
885.11,0,0,680,1,17716.76,1,934.1,702.61,125,0,1154200,2,30.52,48.12,0,0,4,0,6,114.26,542.8,280,0,25000
16.2,0,0,2939,0,36.76,0,10.4,4.16,143,0,112800,0,18.77,0.01,1,0,3,0,5,109.53,0.5,156,0,20000
22.16,0,0,1608,0,308.73,0,59.6,8.88,45,1,186700,0,19.54,0.63,1,1,2,0,5,110.84,9.3,83,0,22000
22.16,0,0,2149,0,308.73,0,59.6,8.88,46,1,186700,0,19.56,0.63,1,0,2,0,5,110.81,9.3,84,0,11800
22.16,0,0,1851,0,308.73,0,59.6,8.88,46,0,186700,0,19.54,0.63,1,0,3,0,5,110.81,9.3,87,0,14500
22.16,0,0,1905,0,308.73,0,59.6,8.88,56,0,186700,0,19.54,0.63,1,0,3,0,5,110.82,9.3,115,0,18000
22.16,0,0,1693,0,308.73,0,59.6,8.88,39,0,186700,0,19.79,0.63,1,0,2,0,5,111.01,9.3,71,0,12000
22.16,0,0,1284,0,308.73,0,59.6,8.88,62,0,186700,0,19.77,0.63,0,0,3,0,5,111.0,9.3,97,0,13000
22.16,0,0,1510,0,308.73,0,59.6,8.88,64,1,186700,0,19.55,0.63,1,1,2,0,5,110.82,9.3,85,0,16000
17.72,0,1,3215,0,276.03,0,54.6,7.3,87,0,253900,0,18.67,0.3,0,0,2,0,5,110.31,2.7,113,0,26000
17.72,0,1,3310,0,276.03,0,54.6,7.3,201,0,253900,0,18.67,0.3,0,0,3,0,5,110.31,2.7,206,0,60000
17.72,0,0,2284,0,276.03,0,54.6,7.3,57,0,253900,0,18.77,0.3,0,0,3,0,5,110.42,2.7,106,0,19000
17.72,1,0,1851,0,276.03,0,54.6,7.3,42,0,253900,0,18.72,0.3,1,0,2,0,5,110.25,2.7,89,0,23000
289.64,1,0,220,0,8117.44,0,346.4,196.58,108,0,474900,2,34.33,49.97,0,0,3,0,2,117.19,23.0,119,0,12700
289.64,0,0,105,0,8117.44,0,346.4,196.58,109,0,474900,2,34.21,49.97,0,0,4,0,2,117.21,23.0,140,0,15960
289.64,0,1,387,0,8117.44,0,346.4,196.58,115,0,474900,2,34.22,49.97,0,0,4,0,2,117.32,23.0,172,0,18500
289.64,0,0,738,0,8117.44,0,346.4,196.58,84,0,474900,2,34.37,49.97,1,0,4,0,2,117.38,23.0,309,0,8000
289.64,1,0,851,0,8117.44,0,346.4,196.58,40,0,474900,0,34.25,49.97,1,0,1,0,2,117.27,23.0,60,0,7000
289.64,1,0,416,0,8117.44,0,346.4,196.58,99,0,474900,2,34.29,49.97,1,0,4,0,2,117.09,23.0,140,1,9000
289.64,1,0,1420,0,8117.44,1,346.4,196.58,35,0,474900,0,34.28,49.97,0,0,1,0,2,117.18,23.0,49,0,7900
289.64,0,0,445,0,8117.44,0,346.4,196.58,98,1,474900,2,34.19,49.97,1,0,4,0,2,117.14,23.0,169,0,12300
405.56,0,0,44975,0,7033.89,0,282.8,246.9,66,0,54530,2,24.57,92.52,0,0,4,0,2,118.25,295.2,99,0,27000
405.56,0,0,111,0,7033.89,0,282.8,246.9,68,0,54530,2,24.63,92.52,0,0,3,0,2,118.05,295.2,95,0,25000
405.56,0,0,121,0,7033.89,0,282.8,246.9,64,0,54530,2,24.59,92.52,0,0,3,0,2,118.28,295.2,89,0,30000
405.56,0,0,950,1,7033.89,0,282.8,246.9,81,0,54530,2,24.49,92.52,1,0,4,0,2,117.99,295.2,154,0,29000
405.56,0,0,447,0,7033.89,0,282.8,246.9,49,0,54530,2,24.72,92.52,0,0,4,0,2,118.15,295.2,96,0,24000
405.56,0,0,625,0,7033.89,0,282.8,246.9,60,0,54530,2,24.61,92.52,0,1,4,0,2,118.33,295.2,100,0,25000
405.56,1,0,2180,1,7033.89,0,282.8,246.9,82,1,54530,2,24.59,92.52,0,0,3,0,2,118.03,295.2,118,0,25000
405.56,1,0,574,0,7033.89,0,282.8,246.9,51,0,54530,2,24.59,92.52,0,0,3,0,2,118.03,295.2,138,0,26000
405.56,1,0,1874,1,7033.89,1,282.8,246.9,172,1,54530,0,24.48,92.52,0,0,5,0,2,118.19,295.2,224,0,64000
128.16,1,1,622,0,3232.53,0,125.8,79.06,120,0,103700,2,35.31,11.92,0,0,4,0,6,113.94,2.5,145,0,9600
128.16,1,0,931,0,3232.53,0,125.8,79.06,107,0,103700,2,35.3,11.92,0,0,4,0,6,114.05,2.5,137,0,4500
128.16,1,0,224,0,3232.53,0,125.8,79.06,100,0,103700,2,35.3,11.92,0,1,4,0,6,113.9,2.5,166,0,7500
128.16,1,1,399,0,3232.53,0,125.8,79.06,101,0,103700,2,35.34,11.92,0,0,4,1,6,113.91,2.5,179,0,7800
128.16,1,0,1723,0,3232.53,0,125.8,79.06,380,0,103700,0,35.03,11.92,1,1,5,0,6,113.78,2.5,415,0,11000
128.16,1,0,1631,0,3232.53,0,125.8,79.06,96,0,103700,0,35.0,11.92,1,1,4,0,6,113.71,2.5,190,0,6300
128.16,0,0,1421,0,3232.53,0,125.8,79.06,120,1,103700,0,35.03,11.92,1,1,4,0,6,113.75,2.5,145,0,8500
128.16,1,0,1421,0,3232.53,0,125.8,79.06,157,1,103700,0,35.03,11.92,0,1,4,0,6,113.75,2.5,177,0,15000
128.16,1,0,1421,0,3232.53,0,125.8,79.06,157,1,103700,0,35.03,11.92,0,0,5,0,6,113.75,2.5,177,0,15000
128.16,1,0,2636,0,3232.53,0,125.8,79.06,527,1,103700,0,35.02,11.92,1,1,9,0,6,113.75,2.5,660,0,15000
206.0,1,0,1984,0,5309.43,0,228.1,131.2,41,0,902726,2,32.04,50.99,0,0,2,0,6,112.14,0.5,56,0,11500
206.0,0,0,1219,0,5309.43,0,228.1,131.2,108,0,902726,0,32.1,50.99,1,1,4,0,6,112.13,0.5,137,0,10400
206.0,1,0,1390,0,5309.43,0,228.1,131.2,39,0,902726,0,32.08,50.99,0,1,2,0,6,112.14,0.5,43,0,7500
206.0,1,0,541,0,5309.43,0,228.1,131.2,93,0,902726,2,32.08,50.99,1,1,4,0,6,112.1,0.5,142,0,7200
206.0,1,0,1359,0,5309.43,0,228.1,131.2,95,0,902726,2,32.07,50.99,0,1,4,0,6,112.25,0.5,167,0,8000
206.0,1,0,798,0,5309.43,0,228.1,131.2,98,0,902726,2,32.08,50.99,0,1,4,0,6,112.16,0.5,144,0,9700
206.0,1,0,622,0,5309.43,0,228.1,131.2,108,1,902726,2,32.17,50.99,1,0,3,0,6,112.22,0.5,108,1,5500
206.0,1,0,1245,0,5309.43,0,228.1,131.2,105,0,902726,0,32.13,50.99,0,1,3,0,6,112.77,0.5,121,1,7000
206.0,1,0,512,0,5309.43,0,228.1,131.2,93,0,902726,2,32.08,50.99,1,1,5,0,6,112.12,0.5,184,0,9500
206.0,1,0,1057,0,5309.43,0,228.1,131.2,98,0,902726,2,32.11,50.99,0,1,4,0,6,112.21,0.5,130,1,6500
805.6,1,1,140,0,10688.28,0,957.5,696.72,89,0,267800,2,34.31,99.83,0,0,4,0,3,108.99,53.1,143,0,19500
805.6,0,0,147,0,10688.28,0,957.5,696.72,117,0,267800,2,34.3,99.83,0,1,3,0,3,108.81,53.1,143,0,19800
805.6,0,0,812,0,10688.28,1,957.5,696.72,170,1,267800,0,34.21,99.83,1,0,4,0,3,108.91,53.1,215,0,34000
805.6,1,0,566,0,10688.28,0,957.5,696.72,89,0,267800,2,34.31,99.83,1,0,4,0,3,109.09,53.1,163,0,15000
805.6,1,0,870,1,10688.28,0,957.5,696.72,310,0,267800,0,34.22,99.83,0,1,5,0,3,108.9,53.1,380,0,45000
805.6,1,0,1347,1,10688.28,0,957.5,696.72,35,0,267800,0,34.22,99.83,1,1,2,0,3,108.91,53.1,100,0,18500
805.6,1,0,769,0,10688.28,1,957.5,696.72,84,1,267800,0,34.36,99.83,0,0,4,0,3,108.96,53.1,140,0,15771
76.22,0,0,262,0,2581.32,0,97.5,96.4,98,0,74257,2,34.49,15.6,0,1,4,0,3,108.96,18.6,128,1,11000
76.22,0,1,778,0,2581.32,0,97.5,96.4,99,0,74257,2,34.33,15.6,0,1,4,0,3,108.79,18.6,143,0,18000
76.22,1,1,658,0,2581.32,0,97.5,96.4,89,0,74257,0,34.32,15.6,0,1,3,0,3,108.71,18.6,137,0,13000
76.22,1,0,1428,1,2581.32,0,97.5,96.4,129,0,74257,0,34.32,15.6,0,1,5,0,3,108.71,18.6,223,0,17000
76.22,1,0,1175,0,2581.32,1,97.5,96.4,86,0,74257,0,34.33,15.6,0,1,5,0,3,108.74,18.6,175,0,13000
76.22,1,0,1873,0,2581.32,0,97.5,96.4,149,0,74257,0,34.32,15.6,1,1,5,0,3,108.69,18.6,248,1,16500
76.22,1,0,1675,0,2581.32,0,97.5,96.4,155,1,74257,0,34.31,15.6,1,1,4,0,3,108.65,18.6,180,1,10500
76.22,1,0,1675,0,2581.32,0,97.5,96.4,201,1,74257,0,34.31,15.6,1,1,6,0,3,108.65,18.6,255,1,19500
76.22,0,0,575,1,2581.32,0,97.5,96.4,125,1,74257,0,34.32,15.6,0,1,4,0,3,108.75,18.6,240,0,23000
397.7,1,0,454,0,8711.75,0,319.7,186.88,95,0,177765,2,37.48,89.61,0,0,4,0,2,121.39,66.13,130,0,10500
397.7,0,0,705,1,8711.75,0,319.7,186.88,95,1,177765,2,37.49,89.61,0,1,4,0,2,121.36,66.13,140,0,14800
397.7,1,0,697,1,8711.75,0,319.7,186.88,100,0,177765,2,37.45,89.61,0,0,4,0,2,121.47,66.13,140,0,11000
397.7,1,0,597,1,8711.75,0,319.7,186.88,105,1,177765,2,37.47,89.61,0,1,9,0,2,121.42,66.13,184,0,14000
397.7,1,0,1175,1,8711.75,0,319.7,186.88,236,0,177765,2,37.4,89.61,1,0,5,0,2,121.39,66.13,337,0,20000
397.7,1,0,688,1,8711.75,0,319.7,186.88,95,1,177765,2,37.46,89.61,1,1,3,0,2,121.41,66.13,148,0,10500
397.7,1,0,1693,1,8711.75,0,319.7,186.88,170,0,177765,0,37.48,89.61,1,1,6,0,2,121.41,66.13,1200,0,28000
397.7,1,0,3580,1,8711.75,0,319.7,186.88,271,0,177765,0,37.53,89.61,0,1,4,0,2,121.43,66.13,385,0,24000
397.7,0,0,827,1,8711.75,0,319.7,186.88,90,1,177765,2,37.45,89.61,1,1,3,0,2,121.53,66.13,141,0,9600
190.95,0,0,1239,0,5022.69,0,128.3,89.92,93,0,2034477,0,30.76,40.3,1,1,4,0,6,111.37,21.4,141,1,8000
190.95,1,0,1309,0,5022.69,0,128.3,89.92,76,0,2034477,0,30.73,40.3,1,0,4,0,6,111.33,21.4,140,0,10500
190.95,1,0,795,0,5022.69,0,128.3,89.92,143,0,2034477,0,30.4,40.3,0,0,4,0,6,111.43,21.4,156,1,7800
190.95,1,0,931,0,5022.69,0,128.3,89.92,105,0,2034477,0,30.56,40.3,0,1,4,0,6,111.48,21.4,125,1,5300
