c_area,decoration,greenland,open_date,has_short_video,gdp,metro,urban_district_population,urban_population,min_frame_area,bus,c_water_resources,is_cooperation,latitude,green_space_and_square,shopping,near_main_road,max_frame_rooms,big_block,region,longitude,urban_district_temporary_population,max_frame_area,biz,reference_unit_price
131.62,1,0,1561,0,3644.87,0,113.3,48.28,138,0,598459,0,30.6,26.74,1,0,4,0,2,119.67,69.8,168,1,17000
131.62,1,0,658,0,3644.87,0,113.3,48.28,75,1,598459,0,30.97,26.74,1,0,4,0,2,120.07,69.8,136,1,12500
131.62,1,0,778,1,3644.87,0,113.3,48.28,90,1,598459,0,31.05,26.74,1,0,3,0,2,119.98,69.8,117,1,9600
506.6,1,0,566,1,11412.8,0,312.7,310.53,79,0,891500,2,31.97,87.86,0,0,3,0,2,117.16,331.5,107,1,12500
506.6,1,1,350,0,11412.8,0,312.7,310.53,89,0,891500,2,31.82,87.86,0,0,3,0,2,117.45,331.5,104,1,12800
506.6,0,1,44975,0,11412.8,0,312.7,310.53,99,0,891500,2,31.95,87.86,0,0,3,0,2,117.28,331.5,120,0,18500
506.6,0,1,401,0,11412.8,0,312.7,310.53,89,0,891500,2,31.7,87.86,0,0,3,0,2,117.19,331.5,118,1,18600
506.6,0,0,106,0,11412.8,0,312.7,310.53,89,0,891500,2,31.92,87.86,0,0,3,0,2,117.41,331.5,99,0,15800
506.6,0,1,99,0,11412.8,0,312.7,310.53,97,0,891500,2,31.73,87.86,0,0,3,0,2,117.17,331.5,130,1,17500
506.6,0,0,720,1,11412.8,0,312.7,310.53,96,0,891500,2,31.88,87.86,0,1,4,0,2,117.43,331.5,240,1,13000
506.6,1,0,205,0,11412.8,0,312.7,310.53,89,0,891500,2,31.86,87.86,0,1,4,0,2,117.4,331.5,127,1,14600
506.6,0,0,1765,0,11412.8,1,312.7,310.53,50,0,891500,0,31.82,87.86,1,1,1,0,2,117.26,331.5,50,0,19000
506.6,0,0,637,1,11412.8,0,312.7,310.53,96,1,891500,0,31.98,87.86,1,1,4,0,2,117.17,331.5,136,1,13000
506.6,1,1,350,0,11412.8,0,312.7,310.53,89,0,891500,2,31.82,87.86,0,0,3,0,2,117.45,331.5,104,1,12800
506.6,0,1,44975,0,11412.8,0,312.7,310.53,99,0,891500,2,31.95,87.86,0,0,3,0,2,117.28,331.5,120,0,18500
506.6,0,1,401,0,11412.8,0,312.7,310.53,89,0,891500,2,31.7,87.86,0,0,3,0,2,117.19,331.5,118,1,18600
506.6,0,0,106,0,11412.8,0,312.7,310.53,89,0,891500,2,31.92,87.86,0,0,3,0,2,117.41,331.5,99,0,15800
506.6,0,1,99,0,11412.8,0,312.7,310.53,97,0,891500,2,31.73,87.86,0,0,3,0,2,117.17,331.5,130,1,17500
506.6,0,0,720,1,11412.8,0,312.7,310.53,96,0,891500,2,31.88,87.86,0,1,4,0,2,117.43,331.5,240,1,13000
506.6,1,0,205,0,11412.8,0,312.7,310.53,89,0,891500,2,31.86,87.86,0,1,4,0,2,117.4,331.5,127,1,14600
85.42,1,0,1601,0,1910.0,0,84.7,65.86,95,0,616862,2,30.2,24.37,1,0,5,0,6,115.02,0.8,165,0,8300
85.42,1,0,1517,0,1910.0,0,84.7,65.86,107,0,616862,0,30.2,24.37,0,0,5,0,6,115.06,0.8,278,0,6500
85.42,1,0,780,0,1910.0,0,84.7,65.86,280,0,616862,0,30.16,24.37,0,0,5,0,6,115.06,0.8,280,0,10000
85.42,1,0,976,0,1910.0,0,84.7,65.86,133,0,616862,2,30.23,24.37,0,0,4,0,6,115.06,0.8,146,0,7300
85.42,1,0,747,0,1910.0,0,84.7,65.86,80,0,616862,2,30.19,24.37,0,0,4,0,6,115.0,0.8,126,0,5500
85.42,1,1,719,0,1910.0,0,84.7,65.86,118,0,616862,2,30.19,24.37,0,0,5,0,6,115.02,0.8,181,0,8300
85.42,1,0,44975,0,1910.0,0,84.7,65.86,102,0,616862,2,30.2,24.37,0,1,4,0,6,115.08,0.8,132,0,7300
85.42,1,0,1155,0,1910.0,0,84.7,65.86,95,0,616862,0,30.15,24.37,0,0,4,0,6,115.12,0.8,165,0,5500
85.42,1,1,1151,0,1910.0,0,84.7,65.86,108,0,616862,2,30.13,24.37,0,0,4,0,6,114.96,0.8,129,0,5500
309.57,1,0,614,1,4977.36,0,183.4,133.8,90,0,1069400,2,22.76,58.59,0,1,3,0,5,114.44,157.0,109,0,12500
309.57,1,0,693,0,4977.36,0,183.4,133.8,78,0,1069400,0,23.1,58.59,0,1,4,0,5,114.48,157.0,135,0,14000
309.57,1,0,613,0,4977.36,0,183.4,133.8,70,0,1069400,2,22.78,58.59,0,1,3,0,5,114.43,157.0,119,0,17000
309.57,1,0,948,1,4977.36,0,183.4,133.8,88,1,1069400,2,22.75,58.59,1,1,2,0,5,114.53,157.0,120,0,12150
309.57,1,0,1024,0,4977.36,0,183.4,133.8,85,1,1069400,0,23.18,58.59,1,0,4,0,5,114.34,157.0,165,0,8500
309.57,0,0,602,0,4977.36,0,183.4,133.8,96,0,1069400,2,22.78,58.59,0,1,3,0,5,114.44,157.0,100,0,17000
309.57,1,0,1694,0,4977.36,0,183.4,133.8,73,1,1069400,0,22.72,58.59,1,0,3,0,5,114.53,157.0,89,0,13000
309.57,0,0,1158,1,4977.36,0,183.4,133.8,96,0,1069400,0,22.78,58.59,0,1,4,0,5,114.48,157.0,124,0,17500
309.57,1,0,1376,1,4977.36,0,183.4,133.8,93,1,1069400,0,22.76,58.59,0,0,3,0,5,114.48,157.0,118,0,14900
309.57,1,0,1435,0,4977.36,0,183.4,133.8,134,1,1069400,0,22.79,58.59,1,0,3,0,5,114.76,157.0,134,0,17000
213.0,0,0,140,0,2057.06,0,214.7,131.0,119,0,164900,2,20.01,10.11,0,1,5,0,5,110.34,95.9,172,0,21000
213.0,0,0,170,0,2057.06,0,214.7,131.0,101,1,164900,2,19.99,10.11,1,0,4,0,5,110.18,95.9,207,0,14500
213.0,1,0,140,0,2057.06,0,214.7,131.0,98,1,164900,2,20.0,10.11,1,1,5,0,5,110.41,95.9,154,0,19500
213.0,0,0,262,1,2057.06,0,214.7,131.0,76,0,164900,2,20.06,10.11,1,1,4,0,5,110.18,95.9,141,0,18600
213.0,1,0,1156,1,2057.06,0,214.7,131.0,51,1,164900,0,20.06,10.11,1,0,4,0,5,110.21,95.9,147,0,17300
213.0,0,0,2697,0,2057.06,0,214.7,131.0,54,0,164900,2,20.06,10.11,1,0,4,0,5,110.19,95.9,138,0,20000
213.0,1,0,597,0,2057.06,0,214.7,131.0,47,1,164900,0,20.06,10.11,0,0,3,0,5,110.19,95.9,174,0,17300
213.0,0,0,140,1,2057.06,0,214.7,131.0,111,0,164900,0,20.07,10.11,0,1,5,0,5,110.32,95.9,204,0,18500
213.0,1,0,1996,1,2057.06,0,214.7,131.0,63,0,164900,0,19.92,10.11,1,0,3,0,5,110.34,95.9,117,0,22000
104.51,1,0,557,1,1843.4,0,64.7,49.02,88,0,96580,0,37.77,19.33,1,1,4,0,1,112.74,22.5,155,1,7800
104.51,1,0,688,0,1843.4,0,64.7,49.02,85,0,96580,0,37.74,19.33,1,1,5,0,1,112.75,22.5,148,1,7500
104.51,1,0,1036,0,1843.4,0,64.7,49.02,35,1,96580,0,37.72,19.33,0,1,1,0,1,112.75,22.5,98,1,22000
104.51,0,0,909,0,1843.4,0,64.7,49.02,85,0,96580,0,37.72,19.33,0,1,5,0,1,112.68,22.5,201,1,7300
104.51,1,0,1298,1,1843.4,0,64.7,49.02,90,0,96580,0,37.73,19.33,1,0,4,0,1,112.73,22.5,171,1,6800
104.51,1,0,839,0,1843.4,0,64.7,49.02,51,0,96580,2,37.79,19.33,0,1,3,0,1,112.67,22.5,125,1,7300
104.51,1,0,1246,0,1843.4,0,64.7,49.02,83,0,96580,0,37.52,19.33,0,0,4,0,1,112.56,22.5,175,0,12500
104.51,1,0,870,0,1843.4,0,64.7,49.02,51,0,96580,0,37.77,19.33,1,1,1,0,1,112.74,22.5,92,1,25000
104.51,1,1,616,0,1843.4,0,64.7,49.02,88,0,96580,0,37.74,19.33,0,0,3,0,1,112.73,22.5,135,1,8100
163.42,1,0,1631,0,6355.28,0,103.9,53.64,43,0,421727,0,30.64,34.94,0,0,4,0,2,120.37,79.3,59,1,9500
163.42,0,0,1662,0,6355.28,0,103.9,53.64,25,1,421727,2,30.36,34.94,1,1,2,0,2,120.39,79.3,41,1,14500
163.42,1,0,1348,0,6355.28,0,103.9,53.64,69,1,421727,2,30.85,34.94,1,0,3,0,2,120.97,79.3,99,1,17000
163.42,1,0,1266,1,6355.28,0,103.9,53.64,74,0,421727,2,30.55,34.94,1,0,3,0,2,120.58,79.3,96,1,14500
163.42,1,0,526,0,6355.28,0,103.9,53.64,72,0,421727,0,30.76,34.94,1,1,4,0,2,120.84,79.3,120,1,14350
163.42,1,0,1236,0,6355.28,0,103.9,53.64,62,0,421727,0,30.45,34.94,1,0,2,0,2,120.45,79.3,62,1,11000
793.65,1,0,463,0,11432.22,0,847.9,460.53,96,0,231100,2,36.58,128.78,0,0,4,0,2,116.94,196.02,129,0,11500
793.65,1,0,553,1,11432.22,0,847.9,460.53,105,0,231100,2,36.69,128.78,0,0,3,0,2,117.03,196.02,125,0,16500
793.65,1,0,100,0,11432.22,0,847.9,460.53,105,0,231100,2,36.71,128.78,0,0,4,0,2,117.13,196.02,140,0,18500
793.65,1,0,230,0,11432.22,0,847.9,460.53,96,0,231100,2,36.74,128.78,0,0,4,0,2,117.12,196.02,130,0,14000
793.65,1,1,104,0,11432.22,0,847.9,460.53,126,0,231100,2,36.71,128.78,0,0,4,0,2,117.14,196.02,167,0,21000
793.65,1,1,189,0,11432.22,0,847.9,460.53,105,0,231100,2,36.72,128.78,0,0,4,1,2,117.25,196.02,143,0,13300
793.65,0,0,1040,1,11432.22,1,847.9,460.53,100,1,231100,2,36.69,128.78,1,0,4,0,2,116.89,196.02,165,0,15500
793.65,1,0,1862,0,11432.22,0,847.9,460.53,109,0,231100,0,36.55,128.78,0,1,3,0,2,116.76,196.02,130,1,8200
793.65,1,0,602,1,11432.22,1,847.9,460.53,105,0,231100,0,36.52,128.78,1,0,4,0,2,116.82,196.02,166,0,9500
456.15,0,1,447,0,7222.5,0,482.5,284.93,126,0,432900,2,24.98,53.98,0,0,5,0,4,102.72,6.8,275,0,15000
456.15,0,1,931,1,7222.5,0,482.5,284.93,89,0,432900,2,24.97,53.98,0,0,4,0,4,102.73,6.8,190,0,15500
456.15,0,0,1030,1,7222.5,0,482.5,284.93,89,1,432900,2,25.09,53.98,0,1,4,0,4,102.68,6.8,165,0,17000
456.15,0,1,602,0,7222.5,0,482.5,284.93,92,0,432900,2,25.04,53.98,0,0,3,1,4,102.76,6.8,143,0,16000
456.15,0,0,980,1,7222.5,0,482.5,284.93,90,0,432900,2,25.04,53.98,0,1,4,0,4,102.79,6.8,143,0,15500
456.15,0,0,1266,1,7222.5,0,482.5,284.93,41,1,432900,0,25.01,53.98,0,1,1,0,4,102.7,6.8,63,0,11750
456.15,0,0,1043,1,7222.5,1,482.5,284.93,84,0,432900,0,25.12,53.98,0,1,4,0,4,102.75,6.8,179,0,14500
456.15,1,0,388,1,7222.5,1,482.5,284.93,38,1,432900,0,24.98,53.98,0,0,3,0,4,102.76,6.8,93,0,8000
456.15,0,0,2302,1,7222.5,0,482.5,284.93,125,1,432900,0,24.94,53.98,1,0,4,0,4,102.75,6.8,139,0,30000
80.12,1,0,1143,0,3553.1,0,88.7,56.06,75,0,51300,2,39.95,7.63,0,0,3,1,1,116.92,12.2,118,0,11000
80.12,1,0,876,0,3553.1,0,88.7,56.06,125,0,51300,2,40.04,7.63,0,0,3,0,1,116.84,12.2,135,0,15000
80.12,1,0,658,0,3553.1,0,88.7,56.06,86,0,51300,2,39.48,7.63,0,0,4,1,1,116.28,12.2,130,1,11100
80.12,1,0,201,0,3553.1,0,88.7,56.06,95,0,51300,2,39.43,7.63,0,0,3,0,1,116.3,12.2,133,1,10800
80.12,1,0,900,0,3553.1,0,88.7,56.06,123,0,51300,2,39.55,7.63,0,0,4,0,1,116.68,12.2,200,1,13500
80.12,0,0,658,0,3553.1,0,88.7,56.06,97,0,51300,2,40.0,7.63,0,1,3,0,1,116.79,12.2,118,0,24000
80.12,0,0,883,0,3553.1,0,88.7,56.06,84,0,51300,2,39.97,7.63,1,0,5,0,1,116.78,12.2,270,0,23500
80.12,1,0,768,0,3553.1,0,88.7,56.06,78,0,51300,2,39.46,7.63,0,1,3,0,1,116.31,12.2,94,1,11500
80.12,1,0,1601,0,3553.1,0,88.7,56.06,73,1,51300,2,39.44,7.63,1,0,3,0,1,116.28,12.2,125,1,11300
80.12,1,0,2142,0,3553.1,0,88.7,56.06,87,1,51300,2,39.44,7.63,1,0,3,0,1,116.33,12.2,132,1,11000
75.82,1,1,296,0,2205.15,0,108.8,50.16,87,0,1155000,2,29.54,10.14,0,0,4,0,4,103.71,22.6,114,0,6400
75.82,1,0,2141,0,2205.15,0,108.8,50.16,86,0,1155000,0,29.58,10.14,1,0,3,0,4,103.46,22.6,86,1,12000
75.82,1,0,1754,0,2205.15,0,108.8,50.16,173,0,1155000,0,29.58,10.14,1,0,5,0,4,103.46,22.6,397,1,17000
75.82,1,0,3402,0,2205.15,0,108.8,50.16,244,0,1155000,2,29.58,10.14,1,0,5,0,4,103.47,22.6,408,1,6000
75.82,1,0,1389,0,2205.15,0,108.8,50.16,131,1,1155000,2,29.59,10.14,1,1,4,0,4,103.47,22.6,131,1,6500
75.82,1,0,2135,0,2205.15,0,108.8,50.16,188,1,1155000,0,29.59,10.14,0,0,4,0,4,103.47,22.6,218,1,12000
75.82,0,0,1382,1,2205.15,0,108.8,50.16,49,1,1155000,0,29.57,10.14,1,0,3,0,4,103.46,22.6,103,1,10000
85.32,0,0,1456,1,1380.2,0,132.6,55.08,79,0,637700,0,30.18,13.75,0,1,4,0,4,103.87,18.6,166,1,7800
85.32,1,0,789,1,1380.2,0,132.6,55.08,75,0,637700,2,30.31,13.75,0,1,4,0,4,103.93,18.6,138,1,7400
85.32,1,0,658,1,1380.2,0,132.6,55.08,88,1,637700,2,30.08,13.75,1,1,4,0,4,103.91,18.6,154,0,7000
85.32,1,0,981,0,1380.2,0,132.6,55.08,94,1,637700,0,30.21,13.75,0,1,4,0,4,103.87,18.6,138,1,7000
85.32,1,0,1124,1,1380.2,0,132.6,55.08,99,0,637700,0,30.21,13.75,0,1,5,0,4,103.87,18.6,170,1,7000
85.32,1,0,658,1,1380.2,0,132.6,55.08,88,1,637700,0,30.18,13.75,0,1,4,0,4,103.88,18.6,121,1,5900
85.32,1,0,674,1,1380.2,0,132.6,55.08,86,1,637700,2,30.08,13.75,1,1,4,0,4,103.91,18.6,131,0,7300
85.32,0,0,1266,1,1380.2,0,132.6,55.08,68,0,637700,2,30.04,13.75,0,1,4,0,4,103.86,18.6,168,0,6500
85.32,1,0,1205,1,1380.2,0,132.6,55.08,189,1,637700,2,30.08,13.75,1,1,9,0,4,103.91,18.6,209,0,15500
85.32,0,0,657,0,1380.2,0,132.6,55.08,102,0,637700,2,30.17,13.75,0,1,4,0,4,104.07,18.6,124,1,11000
868.28,0,1,109,0,16356.0,0,733.7,653.78,99,0,414700,2,32.14,303.91,0,0,4,1,2,118.85,46.0,140,0,34067
868.28,0,0,478,0,16356.0,0,733.7,653.78,90,0,414700,2,32.06,303.91,0,1,3,0,2,118.94,46.0,140,0,30500
868.28,0,0,413,1,16356.0,1,733.7,653.78,92,0,414700,2,31.73,303.91,1,0,4,0,2,119.0,46.0,121,0,12500
868.28,0,0,44975,0,16356.0,0,733.7,653.78,97,0,414700,2,32.06,303.91,0,1,4,0,2,118.65,46.0,135,0,32500
868.28,0,0,141,0,16356.0,0,733.7,653.78,97,0,414700,2,31.96,303.91,0,0,4,0,2,118.71,46.0,138,0,33000
868.28,0,0,444,1,16356.0,0,733.7,653.78,79,1,414700,2,32.04,303.91,1,0,4,0,2,118.92,46.0,255,0,31000
868.28,1,0,2477,1,16356.0,1,733.7,653.78,240,0,414700,0,32.1,303.91,1,0,5,0,2,118.86,46.0,257,0,35500
300.14,1,0,1662,1,11026.94,0,313.4,150.08,54,1,476200,2,32.05,72.27,1,0,3,0,2,120.84,94.3,62,0,11500
300.14,1,0,996,1,11026.94,0,313.4,150.08,30,1,476200,0,32.06,72.27,1,0,3,0,2,120.88,94.3,77,0,11000
300.14,0,0,566,0,11026.94,0,313.4,150.08,124,1,476200,2,32.38,72.27,0,1,4,0,2,120.57,94.3,224,0,16500
300.14,1,0,798,0,11026.94,0,313.4,150.08,106,0,476200,0,32.17,72.27,0,0,4,0,2,121.43,94.3,167,0,9000
300.14,1,0,2225,1,11026.94,0,313.4,150.08,60,0,476200,0,32.07,72.27,1,0,3,0,2,120.87,94.3,120,0,10000
300.14,1,0,809,0,11026.94,0,313.4,150.08,94,1,476200,2,32.1,72.27,1,0,3,0,2,120.61,94.3,122,0,9500
300.14,1,0,900,0,11026.94,0,313.4,150.08,40,0,476200,0,32.01,72.27,0,0,3,0,2,120.94,94.3,60,0,10000
300.14,1,0,1511,1,11026.94,0,313.4,150.08,83,0,476200,0,31.86,72.27,1,0,4,0,2,121.38,94.3,150,0,8300
300.14,1,0,1520,1,11026.94,0,313.4,150.08,133,0,476200,0,31.86,72.27,1,0,4,0,2,121.38,94.3,133,0,14000
300.14,0,0,1155,0,11026.94,0,313.4,150.08,98,1,476200,2,32.07,72.27,1,0,4,0,2,120.83,94.3,138,0,22000
388.93,0,0,1331,1,14594.92,0,311.2,221.93,100,0,806760,2,29.8,134.3,1,0,4,0,2,121.59,217.7,160,0,31200
388.93,1,0,606,1,14594.92,0,311.2,221.93,85,0,806760,2,30.35,134.3,0,0,4,0,2,121.23,217.7,170,1,13000
388.93,1,0,785,1,14594.92,0,311.2,221.93,98,0,806760,2,29.72,134.3,0,1,4,0,2,121.44,217.7,118,1,17500
388.93,0,0,275,0,14594.92,0,311.2,221.93,89,0,806760,2,29.87,134.3,0,1,4,0,2,121.48,217.7,129,0,24900
388.93,0,0,148,0,14594.92,0,311.2,221.93,107,0,806760,2,29.84,134.3,0,0,4,0,2,121.6,217.7,135,0,33700
388.93,1,0,882,1,14594.92,0,311.2,221.93,70,0,806760,0,30.33,134.3,1,0,4,0,2,121.24,217.7,125,1,13500
388.93,1,0,1266,1,14594.92,0,311.2,221.93,97,1,806760,0,30.33,134.3,1,1,3,0,2,121.21,217.7,124,1,11500
388.93,1,0,765,0,14594.92,0,311.2,221.93,103,0,806760,0,30.18,134.3,0,0,4,0,2,121.04,217.7,128,0,10700
365.51,0,0,1592,1,6650.53,0,318.1,283.77,89,1,946300,1,28.78,65.5,0,0,3,0,2,115.86,28.2,108,0,9300
365.51,0,0,641,1,6650.53,0,318.1,283.77,89,1,946300,2,28.54,65.5,0,1,4,0,2,115.94,28.2,138,0,11500
365.51,0,0,1207,1,6650.53,0,318.1,283.77,125,1,946300,0,28.7,65.5,0,1,4,0,2,115.85,28.2,143,0,20000
365.51,0,0,568,1,6650.53,0,318.1,283.77,88,0,946300,2,28.63,65.5,0,1,4,0,2,115.89,28.2,230,0,21000
365.51,1,0,1272,1,6650.53,0,318.1,283.77,145,0,946300,0,28.6,65.5,1,1,5,0,2,115.86,28.2,275,0,7500
365.51,1,0,505,1,6650.53,1,318.1,283.77,28,0,946300,0,28.71,65.5,0,0,2,0,2,115.88,28.2,54,0,11000
365.51,1,0,900,1,6650.53,0,318.1,283.77,114,0,946300,0,28.7,65.5,1,0,5,0,2,115.73,28.2,201,1,12500
365.51,1,0,1237,1,6650.53,0,318.1,283.77,126,0,946300,1,28.8,65.5,1,0,5,0,2,115.85,28.2,245,0,9500
327.51,1,0,533,0,5120.94,0,422.0,265.31,97,0,1190000,2,22.75,19.23,0,1,4,0,5,108.41,167.7,142,0,12500
327.51,0,0,547,0,5120.94,0,422.0,265.31,79,0,1190000,2,22.7,19.23,0,1,4,0,5,108.39,167.7,126,0,11000
327.51,1,0,566,1,5120.94,0,422.0,265.31,75,0,1190000,2,22.89,19.23,1,1,3,0,5,108.43,167.7,116,0,8700
327.51,0,0,687,1,5120.94,0,422.0,265.31,88,1,1190000,2,22.77,19.23,1,0,5,0,5,108.28,167.7,142,0,12500
327.51,0,0,992,1,5120.94,1,422.0,265.31,48,0,1190000,0,22.74,19.23,1,0,4,0,5,108.36,167.7,114,0,13000
327.51,0,0,1153,1,5120.94,1,422.0,265.31,56,1,1190000,0,22.73,19.23,1,0,4,0,5,108.4,167.7,192,0,21000
327.51,0,0,658,1,5120.94,0,422.0,265.31,90,1,1190000,0,22.8,19.23,1,0,4,0,5,108.46,167.7,125,0,15500
327.51,0,0,1205,1,5120.94,0,422.0,265.31,88,0,1190000,0,22.78,19.23,1,0,4,0,5,108.37,167.7,140,0,18000
327.51,0,0,580,1,5120.94,0,422.0,265.31,99,0,1190000,2,22.8,19.23,1,1,5,0,5,108.34,167.7,203,0,10500
167.14,1,0,1570,0,2601.98,0,193.7,120.0,90,0,478100,0,30.85,24.56,1,1,3,0,4,106.08,37.4,90,0,9300
167.14,1,0,1602,1,2601.98,0,193.7,120.0,85,1,478100,0,30.71,24.56,1,1,4,0,4,106.12,37.4,120,0,5099
167.14,1,0,1574,1,2601.98,0,193.7,120.0,96,1,478100,0,30.77,24.56,1,1,3,0,4,106.19,37.4,110,0,5200
167.14,1,0,1450,0,2601.98,0,193.7,120.0,80,0,478100,2,30.79,24.56,1,0,4,0,4,106.06,37.4,126,0,7200
167.14,1,0,1631,0,2601.98,0,193.7,120.0,108,1,478100,2,30.83,24.56,0,0,4,0,4,106.09,37.4,129,0,8000
167.14,1,0,1631,0,2601.98,0,193.7,120.0,148,1,478100,2,30.83,24.56,0,1,5,0,4,106.09,37.4,152,0,15000
167.14,1,0,1450,0,2601.98,0,193.7,120.0,126,0,478100,0,30.79,24.56,1,0,4,0,4,106.06,37.4,126,0,10000
167.14,1,0,1053,0,2601.98,0,193.7,120.0,94,0,478100,2,30.79,24.56,1,0,3,0,4,106.14,37.4,115,0,5800
146.7,1,0,630,0,1685.8,0,150.1,105.43,83,1,164500,0,39.91,15.6,0,0,4,0,1,119.55,32.1,179,0,13500
146.7,1,1,161,0,1685.8,0,150.1,105.43,81,0,164500,0,39.91,15.6,0,0,4,1,1,119.51,32.1,148,0,11000
146.7,0,0,2514,0,1685.8,0,150.1,105.43,49,1,164500,0,39.91,15.6,0,1,4,0,1,119.56,32.1,329,0,19000
146.7,0,0,201,0,1685.8,0,150.1,105.43,53,0,164500,0,39.78,15.6,0,0,3,0,1,119.41,32.1,147,0,14500
146.7,0,0,658,0,1685.8,0,150.1,105.43,36,0,164500,0,39.67,15.6,1,1,3,0,1,119.32,32.1,124,0,25000
146.7,1,0,1510,0,1685.8,0,150.1,105.43,68,0,164500,0,39.93,15.6,0,1,3,0,1,119.62,32.1,132,0,12000
146.7,1,0,1996,0,1685.8,0,150.1,105.43,86,1,164500,0,39.78,15.6,0,0,3,0,1,119.3,32.1,133,0,6200
146.7,1,0,505,0,1685.8,0,150.1,105.43,86,1,164500,0,39.98,15.6,0,1,3,0,1,119.62,32.1,126,0,9800
146.7,0,0,672,0,1685.8,0,150.1,105.43,42,0,164500,0,40.0,15.6,1,1,4,0,1,119.52,32.1,146,0,7300
230.0,1,1,275,0,11304.17,0,316.4,138.25,143,0,527100,2,24.87,20.8,0,0,5,0,2,118.59,70.8,165,0,15000
230.0,1,1,388,0,11304.17,0,316.4,138.25,62,0,527100,2,24.78,20.8,0,0,3,1,2,118.64,70.8,121,0,8600
230.0,1,0,2826,0,11304.17,0,316.4,138.25,125,1,527100,2,24.68,20.8,1,0,4,0,2,118.71,70.8,180,0,10000
230.0,1,0,3180,0,11304.17,0,316.4,138.25,80,1,527100,2,24.97,20.8,1,1,4,0,2,118.69,70.8,147,0,10000
761.52,0,0,1556,0,14136.0,0,732.8,455.3,77,0,229600,1,35.8,208.43,1,1,4,0,2,119.79,124.86,200,0,25000
761.52,1,0,1631,1,14136.0,0,732.8,455.3,103,0,229600,0,36.17,208.43,1,1,4,0,2,120.09,124.86,150,0,10000
761.52,1,0,1389,0,14136.0,0,732.8,455.3,85,1,229600,0,36.13,208.43,1,0,3,0,2,119.72,124.86,115,1,6500
761.52,1,0,3492,0,14136.0,0,732.8,455.3,206,0,229600,2,36.47,208.43,1,0,5,0,2,120.68,124.86,380,0,17000
761.52,1,0,956,1,14136.0,0,732.8,455.3,89,0,229600,2,36.32,208.43,0,1,4,0,2,120.44,124.86,138,0,16500
761.52,0,0,1509,0,14136.0,0,732.8,455.3,88,1,229600,2,35.94,208.43,1,1,3,0,2,120.08,124.86,112,0,15800
761.52,1,0,1071,1,14136.0,0,732.8,455.3,85,0,229600,2,36.28,208.43,0,1,3,0,2,120.43,124.86,118,0,15000
761.52,1,0,1084,1,14136.0,1,732.8,455.3,66,1,229600,2,35.93,208.43,0,0,4,0,2,120.13,124.86,178,0,13000
761.52,0,0,2343,1,14136.0,0,732.8,455.3,151,1,229600,0,35.98,208.43,1,0,3,0,2,120.28,124.86,180,0,30000
761.52,0,0,1542,1,14136.0,1,732.8,455.3,117,1,229600,2,36.12,208.43,0,0,3,0,2,120.4,124.86,133,0,33000
93.65,0,0,1286,0,2007.45,0,152.9,53.31,79,1,2513919,2,23.48,8.71,1,0,4,0,5,112.99,9.2,120,0,6900
93.65,1,1,564,0,2007.45,0,152.9,53.31,67,0,2513919,2,23.68,8.71,0,0,3,0,5,113.04,9.2,127,0,6900
93.65,0,0,686,0,2007.45,0,152.9,53.31,85,0,2513919,2,23.72,8.71,0,0,3,1,5,113.06,9.2,118,0,7500
93.65,0,0,1041,0,2007.45,0,152.9,53.31,67,0,2513919,0,23.54,8.71,1,0,4,0,5,113.06,9.2,113,0,7500
93.65,0,0,1691,0,2007.45,0,152.9,53.31,39,0,2513919,0,23.67,8.71,0,1,4,0,5,113.07,9.2,120,0,9500
93.65,0,0,870,0,2007.45,0,152.9,53.31,99,0,2513919,0,23.7,8.71,0,1,4,0,5,113.08,9.2,270,0,16000
93.65,1,0,1875,0,2007.45,0,152.9,53.31,38,1,2513919,0,23.69,8.71,0,1,4,0,5,113.03,9.2,139,0,9100
93.65,0,0,924,0,2007.45,0,152.9,53.31,85,0,2513919,2,23.72,8.71,1,0,4,0,5,113.02,9.2,126,0,7000
93.65,0,0,1266,0,2007.45,0,152.9,53.31,118,0,2513919,0,23.71,8.71,0,0,4,0,5,113.06,9.2,146,0,8500
20.68,0,0,1450,0,337.87,0,52.3,8.64,110,0,221000,0,19.23,0.69,1,0,3,0,5,110.62,12.2,126,0,19800
20.68,0,0,2856,0,337.87,0,52.3,8.64,58,0,221000,0,19.22,0.69,1,0,4,0,5,110.62,12.2,134,0,22000
20.68,0,0,1874,0,337.87,0,52.3,8.64,57,0,221000,0,19.2,0.69,1,0,3,0,5,110.6,12.2,147,0,17000
20.68,1,0,2276,0,337.87,0,52.3,8.64,53,0,221000,0,19.27,0.69,1,0,2,0,5,110.46,12.2,80,0,12000
20.68,0,0,1237,0,337.87,0,52.3,8.64,59,0,221000,0,19.25,0.69,0,1,3,0,5,110.49,12.2,139,0,13500
20.68,0,0,1308,0,337.87,0,52.3,8.64,101,0,221000,0,19.28,0.69,1,1,3,0,5,110.47,12.2,141,0,15000
20.68,0,0,1281,0,337.87,0,52.3,8.64,45,0,221000,0,19.27,0.69,0,0,3,0,5,110.48,12.2,99,0,14000
334.77,0,0,246,0,6490.3,0,569.0,361.67,85,0,176100,2,38.08,27.38,0,1,3,0,1,114.55,11.3,141,0,17500
334.77,1,0,837,1,6490.3,0,569.0,361.67,88,0,176100,2,38.06,27.38,0,0,4,0,1,114.57,11.3,177,0,19000
