min_frame_area,max_frame_area,open_date,has_short_video,longitude,urban_district_population,gdp,urban_district_temporary_population,lowest_total_price,urban_population,max_frame_rooms,greenland,c_area,near_main_road,region,reference_highest_total_price,decoration,latitude,biz,shopping,metro,green_space_and_square,reference_lowest_total_price,reference_unit_price
99,270,870,0,113.08,152.9,2007.45,9.2,1540000,53.31,4,0,93.65,1,5,351.0,0,23.7,0,0,0,8.71,99.0,16000
38,139,1875,0,113.03,152.9,2007.45,9.2,820000,53.31,4,0,93.65,1,5,129.0,1,23.69,0,0,0,8.71,40.0,9100
85,126,924,0,113.02,152.9,2007.45,9.2,600000,53.31,4,0,93.65,0,5,96.0,0,23.72,0,1,0,8.71,58.0,7000
118,146,1266,0,113.06,152.9,2007.45,9.2,1380000,53.31,4,0,93.65,0,5,190.0,0,23.71,0,0,0,8.71,130.0,8500
110,126,1450,0,110.62,52.3,337.87,12.2,2660000,8.64,3,0,20.68,0,5,290.0,0,19.23,0,1,0,0.69,253.0,19800
58,134,2856,0,110.62,52.3,337.87,12.2,1770000,8.64,4,0,20.68,0,5,351.0,0,19.22,0,1,0,0.69,196.0,22000
57,147,1874,0,110.6,52.3,337.87,12.2,970000,8.64,3,0,20.68,0,5,250.0,0,19.2,0,1,0,0.69,97.0,17000
53,80,2276,0,110.46,52.3,337.87,12.2,640000,8.64,2,0,20.68,0,5,96.0,1,19.27,0,1,0,0.69,64.0,12000
59,139,1237,0,110.49,52.3,337.87,12.2,800000,8.64,3,0,20.68,1,5,189.0,0,19.25,0,0,0,0.69,80.0,13500
101,141,1308,0,110.47,52.3,337.87,12.2,1630000,8.64,3,0,20.68,1,5,210.0,0,19.28,0,1,0,0.69,153.0,15000
45,99,1281,0,110.48,52.3,337.87,12.2,630000,8.64,3,0,20.68,0,5,139.0,0,19.27,0,0,0,0.69,63.0,14000
85,141,246,0,114.55,569.0,6490.3,11.3,1810000,361.67,3,0,334.77,1,1,253.0,0,38.08,0,0,0,27.38,140.0,17500
88,177,837,1,114.57,569.0,6490.3,11.3,2780000,361.67,4,0,334.77,0,1,285.0,1,38.06,0,0,0,27.38,160.0,19000
82,143,266,0,114.44,569.0,6490.3,11.3,1800000,361.67,4,0,334.77,1,1,229.0,0,38.0,0,0,0,27.38,132.0,16500
88,132,215,1,114.62,569.0,6490.3,11.3,1090000,361.67,3,0,334.77,0,1,149.0,0,37.99,0,1,0,27.38,107.0,12000
76,128,470,1,114.6,569.0,6490.3,11.3,1250000,361.67,3,0,334.77,1,1,177.0,1,37.98,0,0,0,27.38,125.0,11000
258,258,1571,1,114.44,569.0,6490.3,11.3,3000000,361.67,1,0,334.77,0,1,577.0,1,38.11,0,0,0,27.38,517.0,17000
161,335,2392,0,114.43,569.0,6490.3,11.3,4000000,361.67,4,0,334.77,0,1,454.0,1,38.02,0,0,0,27.38,332.0,20500
161,563,1519,1,114.52,569.0,6490.3,11.3,6000000,361.67,7,0,334.77,0,1,1150.0,1,38.04,0,0,1,27.38,536.0,33000
85,141,246,0,114.55,569.0,6490.3,11.3,1810000,361.67,3,0,334.77,1,1,253.0,0,38.08,0,0,0,27.38,140.0,17500
82,143,266,0,114.44,569.0,6490.3,11.3,1800000,361.67,4,0,334.77,1,1,229.0,0,38.0,0,0,0,27.38,132.0,16500
94,132,255,1,123.33,625.0,7249.0,190.0,1050000,474.0,4,0,570.0,1,0,201.0,1,41.84,0,1,0,142.37,120.0,11000
135,220,180,1,123.33,625.0,7249.0,190.0,1800000,474.0,8,0,570.0,1,0,499.0,1,41.84,0,0,0,142.37,180.0,12500
90,163,1723,1,123.44,625.0,7249.0,190.0,3200000,474.0,5,0,570.0,0,0,480.0,1,41.74,0,0,0,142.37,180.0,20000
34,75,1789,0,123.47,625.0,7249.0,190.0,600000,474.0,1,0,570.0,1,0,65.0,1,41.78,0,0,0,142.37,28.0,8000
50,146,1053,1,123.51,625.0,7249.0,190.0,800000,474.0,4,0,570.0,0,0,157.0,1,41.7,0,0,0,142.37,57.0,9600
46,88,2058,1,123.47,625.0,7249.0,190.0,620000,474.0,2,0,570.0,1,0,83.0,1,41.85,0,0,0,142.37,43.0,9000
47,119,2807,1,123.45,625.0,7249.0,190.0,750000,474.0,3,0,570.0,0,0,156.0,1,41.81,0,0,1,142.37,75.0,13500
75,112,1254,0,123.43,625.0,7249.0,190.0,520000,474.0,3,0,570.0,1,0,63.0,1,41.96,0,0,1,142.37,49.0,6500
64,133,1927,1,123.45,625.0,7249.0,190.0,1790000,474.0,3,0,570.0,0,0,179.0,1,41.72,0,1,1,142.37,145.0,13500
85,125,1421,1,123.36,625.0,7249.0,190.0,870000,474.0,3,0,570.0,1,0,98.8,1,41.88,0,0,0,142.37,82.6,8600
76,151,336,0,121.31,2489.4,43214.85,1047.97,1800000,2489.43,4,0,1242.0,0,2,320.0,0,30.84,1,0,0,179.68,160.0,21074
84,130,218,0,121.4,2489.4,43214.85,1047.97,3100000,2489.43,4,0,1242.0,0,2,407.0,0,30.91,0,0,0,179.68,272.0,29800
93,143,188,0,121.93,2489.4,43214.85,1047.97,3000000,2489.43,4,1,1242.0,0,2,548.0,0,30.88,0,0,0,179.68,293.0,34000
98,118,444,0,120.85,2489.4,43214.85,1047.97,1500000,2489.43,3,0,1242.0,0,2,190.0,0,31.12,0,0,0,179.68,152.0,16300
48,94,524,1,121.77,2489.4,43214.85,1047.97,850000,2489.43,3,0,1242.0,0,2,110.0,0,31.99,0,1,0,179.68,48.0,10500
70,145,661,1,120.98,2489.4,43214.85,1047.97,1300000,2489.43,4,0,1242.0,0,2,203.0,1,30.54,1,0,0,179.68,100.0,13500
90,125,525,1,120.97,2489.4,43214.85,1047.97,1800000,2489.43,3,0,1242.0,0,2,205.0,0,31.19,0,1,0,179.68,165.0,19000
87,128,1723,0,120.97,2489.4,43214.85,1047.97,800000,2489.43,3,0,1242.0,0,2,90.0,1,30.14,1,1,0,179.68,65.0,8000
76,151,336,0,121.31,2489.4,43214.85,1047.97,1800000,2489.43,4,0,1242.0,0,2,320.0,0,30.84,1,0,0,179.68,160.0,21074
93,143,188,0,121.93,2489.4,43214.85,1047.97,3000000,2489.43,4,1,1242.0,0,2,548.0,0,30.88,0,0,0,179.68,293.0,34000
90,125,525,1,120.97,2489.4,43214.85,1047.97,1800000,2489.43,3,0,1242.0,0,2,205.0,0,31.19,0,1,0,179.68,165.0,19000
89,142,455,0,120.46,396.2,22718.34,356.9,1800000,304.42,4,0,481.33,0,2,300.0,0,31.37,0,0,0,124.5,170.0,20850
98,140,898,1,120.45,396.2,22718.34,356.9,2800000,304.42,4,0,481.33,0,2,390.0,0,31.36,0,0,0,124.5,340.0,28000
100,125,518,1,120.42,396.2,22718.34,356.9,2480000,304.42,4,0,481.33,1,2,290.0,0,31.37,0,0,0,124.5,235.0,24800
118,170,598,1,120.54,396.2,22718.34,356.9,3000000,304.42,4,0,481.33,0,2,480.0,1,31.27,0,1,1,124.5,320.0,26000
95,119,839,1,120.61,396.2,22718.34,356.9,2300000,304.42,3,0,481.33,0,2,310.0,0,31.21,0,0,0,124.5,220.0,24000
289,294,2499,1,120.44,396.2,22718.34,356.9,10600000,304.42,4,0,481.33,0,2,1200.0,1,31.23,0,1,0,124.5,1050.0,36000
338,496,2484,1,120.33,396.2,22718.34,356.9,6500000,304.42,6,0,481.33,0,2,645.0,1,31.14,0,0,0,124.5,525.0,15000
86,127,231,0,120.86,396.2,22718.34,356.9,1700000,304.42,3,0,481.33,0,2,195.0,1,31.04,0,1,0,124.5,145.0,16000
220,389,719,1,120.6,396.2,22718.34,356.9,7000000,304.42,6,0,481.33,0,2,456.0,1,31.15,0,1,1,124.5,396.0,18354
95,105,308,0,120.6,219.9,6795.26,116.3,2700000,113.46,3,0,263.05,0,2,300.0,0,30.06,0,0,0,65.38,260.0,31000
98,115,750,1,120.54,219.9,6795.26,116.3,2250000,113.46,3,1,263.05,0,2,270.0,0,30.09,0,0,0,65.38,230.0,24300
89,132,1339,0,120.84,219.9,6795.26,116.3,1200000,113.46,4,0,263.05,0,2,178.0,0,29.58,0,1,0,65.38,100.0,13500
89,139,855,1,120.74,219.9,6795.26,116.3,900000,113.46,4,0,263.05,0,2,130.0,1,29.53,0,1,0,65.38,110.0,7700
193,235,1239,0,120.74,219.9,6795.26,116.3,2550000,113.46,5,0,263.05,0,2,460.0,1,29.53,0,1,0,65.38,290.0,13800
95,220,1144,0,120.38,219.9,6795.26,116.3,2250000,113.46,6,0,263.05,0,2,710.0,1,30.15,0,1,0,65.38,650.0,20000
128,169,1085,1,120.62,219.9,6795.26,116.3,3500000,113.46,4,0,263.05,1,2,485.0,0,30.03,0,0,0,65.38,365.0,30000
39,48,1175,0,120.6,219.9,6795.26,116.3,650000,113.46,1,0,263.05,0,2,80.0,0,30.06,0,1,0,65.38,70.0,17500
97,146,336,0,113.63,671.0,12691.02,291.1,2250000,428.12,4,0,670.0,0,6,285.0,0,34.84,0,0,0,53.33,158.0,18300
131,143,539,0,113.77,671.0,12691.02,291.1,2740000,428.12,4,0,670.0,1,6,290.0,0,34.85,0,0,0,53.33,236.0,18000
58,113,658,1,113.7,671.0,12691.02,291.1,970000,428.12,3,0,670.0,0,6,113.0,1,34.73,0,0,1,53.33,64.0,9800
78,135,550,0,113.46,671.0,12691.02,291.1,700000,428.12,4,0,670.0,1,6,98.0,1,34.76,0,0,0,53.33,59.0,6900
91,233,528,1,113.66,671.0,12691.02,291.1,1980000,428.12,7,0,670.0,1,6,415.0,1,34.82,0,0,1,53.33,190.0,18500
75,118,610,0,113.64,671.0,12691.02,291.1,1030000,428.12,3,0,670.0,1,6,150.0,0,34.66,0,0,0,53.33,93.0,10500
86,106,295,0,113.88,671.0,12691.02,291.1,900000,428.12,3,0,670.0,0,6,95.0,0,34.69,0,0,0,53.33,85.0,7800
96,133,433,0,113.72,671.0,12691.02,291.1,750000,428.12,4,1,670.0,0,6,110.0,1,34.63,0,0,0,53.33,69.0,7300
111,146,497,1,113.72,671.0,12691.02,291.1,2100000,428.12,4,0,670.0,0,6,270.0,1,34.74,0,1,1,53.33,220.0,16000
65,138,441,0,114.23,1768.2,30664.85,906.0,5020000,1768.16,5,0,956.1,0,5,770.0,0,22.56,0,0,0,273.42,350.0,57500
85,93,175,1,113.86,1768.2,30664.85,906.0,5880000,1768.16,3,1,956.1,0,5,640.0,0,22.63,0,0,0,273.42,555.0,64300
73,158,435,0,114.13,1768.2,30664.85,906.0,6600000,1768.16,4,0,956.1,0,5,1218.0,1,22.58,0,0,0,273.42,670.0,79000
93,113,287,1,114.04,1768.2,30664.85,906.0,6090000,1768.16,3,0,956.1,0,5,740.0,0,22.65,0,0,0,273.42,609.0,65500
122,175,181,0,114.07,1768.2,30664.85,906.0,13030000,1768.16,4,1,956.1,0,5,2000.0,0,22.52,0,0,0,273.42,1250.0,112800
71,81,99,1,114.27,1768.2,30664.85,906.0,2400000,1768.16,3,1,956.1,0,5,280.0,0,22.69,0,0,0,273.42,240.0,38000
109,143,236,1,113.9,1768.2,30664.85,906.0,10000000,1768.16,4,0,956.1,0,5,1380.0,0,22.49,0,0,0,273.42,954.0,104300
33,77,1038,1,114.06,1768.2,30664.85,906.0,5000000,1768.16,4,0,956.1,0,5,351.0,0,22.72,0,1,0,273.42,166.0,45000
100,130,382,1,109.5,66.9,835.37,37.7,4600000,40.0,4,0,58.03,1,5,570.0,0,18.28,0,0,0,5.29,440.0,40000
104,109,535,0,109.54,66.9,835.37,37.7,3000000,40.0,3,0,58.03,0,5,315.0,0,18.31,0,0,0,5.29,300.0,30000
107,160,747,1,109.56,66.9,835.37,37.7,3200000,40.0,4,0,58.03,1,5,372.0,0,18.29,0,1,0,5.29,334.0,33000
82,209,779,0,109.74,66.9,835.37,37.7,3400000,40.0,4,0,58.03,0,5,595.0,0,18.41,0,1,0,5.29,340.0,30000
78,150,505,1,117.08,1373.0,15695.05,353.48,1400000,1165.4,3,0,1237.33,0,1,310.0,0,39.07,0,1,1,256.54,163.0,15000
84,164,627,1,117.08,1373.0,15695.05,353.48,2000000,1165.4,3,0,1237.33,0,1,480.0,0,39.14,0,0,0,256.54,165.0,23000
110,165,1694,1,117.0,1373.0,15695.05,353.48,2600000,1165.4,4,0,1237.33,0,1,299.0,1,39.17,0,1,0,256.54,260.0,26000
90,131,903,1,117.12,1373.0,15695.05,353.48,630000,1165.4,3,0,1237.33,1,1,104.0,1,38.88,0,0,0,256.54,65.0,7000
37,40,1895,0,117.39,1373.0,15695.05,353.48,400000,1165.4,1,0,1237.33,1,1,79.0,1,39.17,0,0,0,256.54,55.0,8880
62,79,813,1,117.37,1373.0,15695.05,353.48,600000,1165.4,2,0,1237.33,0,1,90.0,1,39.09,0,0,1,256.54,65.0,10400
45,68,3177,1,117.45,1373.0,15695.05,353.48,400000,1165.4,1,0,1237.33,0,1,68.0,1,39.17,0,1,0,256.54,40.0,7500
73,144,938,1,117.06,1373.0,15695.05,353.48,750000,1165.4,4,0,1237.33,0,1,105.0,1,39.35,0,1,0,256.54,75.0,10500
132,138,1996,0,117.2,1373.0,15695.05,353.48,4350000,1165.4,3,0,1237.33,0,1,455.0,1,39.05,0,1,1,256.54,435.0,31000
87,143,794,1,112.63,395.0,5121.61,103.0,1250000,311.8,3,0,340.0,1,1,146.88,0,37.86,0,0,0,65.5,94.0,10800
88,125,99,0,112.5,395.0,5121.61,103.0,1000000,311.8,3,0,340.0,1,1,120.0,1,37.8,0,0,0,65.5,87.0,9300
67,106,1645,0,112.62,395.0,5121.61,103.0,1000000,311.8,4,0,340.0,1,1,149.0,1,37.82,0,1,0,65.5,94.0,14500
166,306,2198,0,112.62,395.0,5121.61,103.0,2000000,311.8,6,0,340.0,1,1,260.0,1,37.87,0,0,0,65.5,200.0,8500
53,95,2296,0,112.56,395.0,5121.61,103.0,750000,311.8,2,0,340.0,0,1,150.0,1,37.89,0,1,0,65.5,75.0,14000
170,280,1182,1,112.56,395.0,5121.61,103.0,3000000,311.8,5,0,340.0,1,1,700.0,0,37.89,0,0,0,65.5,306.0,22000
156,298,3442,1,112.54,395.0,5121.61,103.0,2970000,311.8,4,0,340.0,1,1,500.0,1,37.79,0,0,0,65.5,254.0,14500
81,81,2856,0,112.59,395.0,5121.61,103.0,1000000,311.8,2,0,340.0,1,1,145.0,1,37.75,0,0,0,65.5,85.0,11000
118,172,476,1,120.31,281.5,14003.24,64.4,4500000,244.02,4,0,356.25,1,2,450.0,0,31.47,0,0,0,71.11,400.0,33000
99,143,44975,0,120.3,281.5,14003.24,64.4,3500000,244.02,4,1,356.25,0,2,475.0,0,31.48,0,0,0,71.11,310.0,31000
89,118,507,1,120.41,281.5,14003.24,64.4,1850000,244.02,4,0,356.25,1,2,280.0,0,31.59,0,0,0,71.11,189.0,20000
110,170,505,0,120.21,281.5,14003.24,64.4,2000000,244.02,3,0,356.25,0,2,350.0,0,31.61,0,0,0,71.11,185.0,17500
89,140,719,0,120.31,281.5,14003.24,64.4,2650000,244.02,4,0,356.25,1,2,335.0,0,31.65,0,0,0,71.11,220.0,24000
79,160,838,1,120.25,281.5,14003.24,64.4,1800000,244.02,4,0,356.25,1,2,280.0,0,31.62,0,1,0,71.11,168.0,18000
87,144,506,0,120.31,281.5,14003.24,64.4,3700000,244.02,4,0,356.25,0,2,410.0,0,31.59,0,0,1,71.11,365.0,28000
55,89,1631,0,120.31,281.5,14003.24,64.4,940000,244.02,1,0,356.25,0,2,115.0,0,31.49,0,0,1,71.11,71.5,11000
95,227,780,1,120.32,281.5,14003.24,64.4,3500000,244.02,4,0,356.25,1,2,481.0,0,31.54,0,0,0,71.11,210.0,24000
300,300,4459,1,120.32,281.5,14003.24,64.4,4800000,244.02,5,0,356.25,0,2,600.0,1,31.56,0,0,1,71.11,540.0,16000
88,170,1257,0,122.04,174.4,3463.93,20.5,1100000,85.2,5,0,197.39,1,2,220.0,0,37.47,0,0,0,38.34,100.0,11800
49,135,1583,0,122.13,174.4,3463.93,20.5,900000,85.2,3,0,197.39,0,2,135.0,1,37.45,0,1,0,38.34,70.0,9800
78,133,1436,0,121.94,174.4,3463.93,20.5,560000,85.2,3,0,197.39,0,2,82.0,1,37.46,0,1,0,38.34,47.0,7200
322,2841,2088,0,122.12,174.4,3463.93,20.5,2650000,85.2,7,0,197.39,0,2,3000.0,1,37.55,0,1,0,38.34,1400.0,12000
51,122,2058,0,122.13,174.4,3463.93,20.5,640000,85.2,3,0,197.39,0,2,97.0,1,37.41,0,1,0,38.34,87.0,7300
43,52,1770,0,122.09,174.4,3463.93,20.5,350000,85.2,1,0,197.39,0,2,45.0,0,37.55,0,1,0,38.34,35.0,8000
95,334,301,0,122.17,174.4,3463.93,20.5,3000000,85.2,6,0,197.39,0,2,568.0,1,37.45,0,1,0,38.34,133.0,16500
65,140,3396,0,122.22,174.4,3463.93,20.5,520000,85.2,4,0,197.39,0,2,109.0,1,37.39,0,1,0,38.34,70.0,8000
89,129,658,1,114.46,934.1,17716.76,542.8,1600000,702.61,4,0,885.11,0,6,240.0,1,30.43,0,1,1,48.12,152.0,16000
93,127,505,0,114.28,934.1,17716.76,542.8,2400000,702.61,3,0,885.11,0,6,355.0,0,30.63,0,0,0,48.12,235.0,25000
102,175,140,0,114.23,934.1,17716.76,542.8,2000000,702.61,5,0,885.11,0,6,400.0,1,30.57,0,0,0,48.12,198.0,19500
93,120,710,1,114.29,934.1,17716.76,542.8,1210000,702.61,4,0,885.11,0,6,150.0,0,30.42,0,1,0,48.12,121.0,12900
49,62,2057,1,114.39,934.1,17716.76,542.8,837000,702.61,1,0,885.11,0,6,126.15,1,30.64,1,0,0,48.12,66.15,13500
108,160,201,1,114.02,934.1,17716.76,542.8,1000000,702.61,4,0,885.11,0,6,165.0,1,30.58,0,1,1,48.12,100.0,9200
50,168,1558,0,114.29,934.1,17716.76,542.8,1250000,702.61,4,0,885.11,0,6,504.0,1,30.58,0,0,0,48.12,125.0,35000
114,163,1277,1,114.23,934.1,17716.76,542.8,1290000,702.61,5,0,885.11,0,6,180.0,1,30.73,0,1,1,48.12,125.0,11400
125,280,680,1,114.26,934.1,17716.76,542.8,3000000,702.61,4,0,885.11,0,6,880.0,0,30.52,0,0,1,48.12,300.0,25000
89,129,658,1,114.46,934.1,17716.76,542.8,1600000,702.61,4,0,885.11,0,6,240.0,1,30.43,0,1,1,48.12,152.0,16000
93,127,505,0,114.28,934.1,17716.76,542.8,2400000,702.61,3,0,885.11,0,6,355.0,0,30.63,0,0,0,48.12,235.0,25000
102,175,140,0,114.23,934.1,17716.76,542.8,2000000,702.61,5,0,885.11,0,6,400.0,1,30.57,0,0,0,48.12,198.0,19500
93,120,710,1,114.29,934.1,17716.76,542.8,1210000,702.61,4,0,885.11,0,6,150.0,0,30.42,0,1,0,48.12,121.0,12900
49,62,2057,1,114.39,934.1,17716.76,542.8,837000,702.61,1,0,885.11,0,6,126.15,1,30.64,1,0,0,48.12,66.15,13500
108,160,201,1,114.02,934.1,17716.76,542.8,1000000,702.61,4,0,885.11,0,6,165.0,1,30.58,0,1,1,48.12,100.0,9200
50,168,1558,0,114.29,934.1,17716.76,542.8,1250000,702.61,4,0,885.11,0,6,504.0,1,30.58,0,0,0,48.12,125.0,35000
114,163,1277,1,114.23,934.1,17716.76,542.8,1290000,702.61,5,0,885.11,0,6,180.0,1,30.73,0,1,1,48.12,125.0,11400
125,280,680,1,114.26,934.1,17716.76,542.8,3000000,702.61,4,0,885.11,0,6,880.0,0,30.52,0,0,1,48.12,300.0,25000
143,156,2939,0,109.53,10.4,36.76,0.5,2000000,4.16,3,0,16.2,0,5,256.0,0,18.77,0,1,0,0.01,196.0,20000
45,83,1608,0,110.84,59.6,308.73,9.3,990000,8.88,2,0,22.16,1,5,183.0,0,19.54,0,1,0,0.63,99.0,22000
46,84,2149,0,110.81,59.6,308.73,9.3,550000,8.88,2,0,22.16,0,5,100.0,0,19.56,0,1,0,0.63,56.0,11800
46,87,1851,0,110.81,59.6,308.73,9.3,740000,8.88,3,0,22.16,0,5,126.0,0,19.54,0,1,0,0.63,68.0,14500
56,115,1905,0,110.82,59.6,308.73,9.3,1000000,8.88,3,0,22.16,0,5,207.0,0,19.54,0,1,0,0.63,100.0,18000
39,71,1693,0,111.01,59.6,308.73,9.3,570000,8.88,2,0,22.16,0,5,79.0,0,19.79,0,1,0,0.63,55.0,12000
62,97,1284,0,111.0,59.6,308.73,9.3,810000,8.88,3,0,22.16,0,5,137.0,0,19.77,0,0,0,0.63,100.0,13000
64,85,1510,0,110.82,59.6,308.73,9.3,1040000,8.88,2,0,22.16,1,5,138.0,0,19.55,0,1,0,0.63,104.0,16000
87,113,3215,0,110.31,54.6,276.03,2.7,4470000,7.3,2,1,17.72,0,5,293.0,0,18.67,0,0,0,0.3,226.0,26000
201,206,3310,0,110.31,54.6,276.03,2.7,12000000,7.3,3,1,17.72,0,5,1236.0,0,18.67,0,0,0,0.3,1209.0,60000
57,106,2284,0,110.42,54.6,276.03,2.7,1150000,7.3,3,0,17.72,0,5,260.0,0,18.77,0,0,0,0.3,125.0,19000
42,89,1851,0,110.25,54.6,276.03,2.7,2000000,7.3,2,0,17.72,0,5,210.0,1,18.72,0,1,0,0.3,150.0,23000
108,119,220,0,117.19,346.4,8117.44,23.0,1500000,196.58,3,0,289.64,0,2,150.0,1,34.33,0,0,0,49.97,142.0,12700
109,140,105,0,117.21,346.4,8117.44,23.0,1900000,196.58,4,0,289.64,0,2,248.0,0,34.21,0,0,0,49.97,170.0,15960
115,172,387,0,117.32,346.4,8117.44,23.0,2400000,196.58,4,1,289.64,0,2,355.0,0,34.22,0,0,0,49.97,220.0,18500
84,309,738,0,117.38,346.4,8117.44,23.0,900000,196.58,4,0,289.64,0,2,210.0,0,34.37,0,1,0,49.97,71.0,8000
40,60,851,0,117.27,346.4,8117.44,23.0,400000,196.58,1,0,289.64,0,2,48.0,1,34.25,0,1,0,49.97,40.0,7000
99,140,416,0,117.09,346.4,8117.44,23.0,950000,196.58,4,0,289.64,0,2,105.0,1,34.29,1,1,0,49.97,87.0,9000
35,49,1420,0,117.18,346.4,8117.44,23.0,250000,196.58,1,0,289.64,0,2,84.0,1,34.28,0,0,1,49.97,27.0,7900
98,169,445,0,117.14,346.4,8117.44,23.0,1480000,196.58,4,0,289.64,0,2,150.0,0,34.19,0,1,0,49.97,128.0,12300
66,99,44975,0,118.25,282.8,7033.89,295.2,1782000,246.9,4,0,405.56,0,2,267.3,0,24.57,0,0,0,92.52,178.2,27000
68,95,111,0,118.05,282.8,7033.89,295.2,1900000,246.9,3,0,405.56,0,2,238.0,0,24.63,0,0,0,92.52,190.0,25000
64,89,121,0,118.28,282.8,7033.89,295.2,2000000,246.9,3,0,405.56,0,2,270.0,0,24.59,0,0,0,92.52,200.0,30000
81,154,950,1,117.99,282.8,7033.89,295.2,2350000,246.9,4,0,405.56,0,2,600.0,0,24.49,0,1,0,92.52,235.0,29000
49,96,447,0,118.15,282.8,7033.89,295.2,2400000,246.9,4,0,405.56,0,2,265.0,0,24.72,0,0,0,92.52,110.0,24000
60,100,625,0,118.33,282.8,7033.89,295.2,1510000,246.9,4,0,405.56,1,2,238.0,0,24.61,0,0,0,92.52,150.0,25000
82,118,2180,1,118.03,282.8,7033.89,295.2,2500000,246.9,3,0,405.56,0,2,289.0,1,24.59,0,0,0,92.52,280.0,25000
51,138,574,0,118.03,282.8,7033.89,295.2,1260000,246.9,3,0,405.56,0,2,317.0,1,24.59,0,0,0,92.52,130.0,26000
172,224,1874,1,118.19,282.8,7033.89,295.2,11000000,246.9,5,0,405.56,0,2,1500.0,1,24.48,0,0,1,92.52,1100.0,64000
120,145,622,0,113.94,125.8,3232.53,2.5,1540000,79.06,4,1,128.16,0,6,149.0,1,35.31,0,0,0,11.92,115.0,9600
107,137,931,0,114.05,125.8,3232.53,2.5,490000,79.06,4,0,128.16,0,6,80.0,1,35.3,0,0,0,11.92,52.0,4500
100,166,224,0,113.9,125.8,3232.53,2.5,900000,79.06,4,0,128.16,1,6,129.0,1,35.3,0,0,0,11.92,74.0,7500
101,179,399,0,113.91,125.8,3232.53,2.5,1100000,79.06,4,1,128.16,0,6,146.0,1,35.34,0,0,0,11.92,75.0,7800
380,415,1723,0,113.78,125.8,3232.53,2.5,4500000,79.06,5,0,128.16,1,6,520.0,1,35.03,0,1,0,11.92,456.0,11000
96,190,1631,0,113.71,125.8,3232.53,2.5,700000,79.06,4,0,128.16,1,6,144.0,1,35.0,0,1,0,11.92,55.0,6300
120,145,1421,0,113.75,125.8,3232.53,2.5,1020000,79.06,4,0,128.16,1,6,123.0,0,35.03,0,1,0,11.92,102.0,8500
157,177,1421,0,113.75,125.8,3232.53,2.5,2200000,79.06,4,0,128.16,1,6,320.0,1,35.03,0,0,0,11.92,175.0,15000
157,177,1421,0,113.75,125.8,3232.53,2.5,2200000,79.06,5,0,128.16,0,6,440.0,1,35.03,0,0,0,11.92,204.0,15000
527,660,2636,0,113.75,125.8,3232.53,2.5,7000000,79.06,9,0,128.16,1,6,1000.0,1,35.02,0,1,0,11.92,500.0,15000
41,56,1984,0,112.14,228.1,5309.43,0.5,580000,131.2,2,0,206.0,0,6,67.0,1,32.04,0,0,0,50.99,52.45,11500
108,137,1219,0,112.13,228.1,5309.43,0.5,1400000,131.2,4,0,206.0,1,6,130.0,0,32.1,0,1,0,50.99,110.0,10400
39,43,1390,0,112.14,228.1,5309.43,0.5,290000,131.2,2,0,206.0,1,6,32.0,1,32.08,0,0,0,50.99,29.0,7500
93,142,541,0,112.1,228.1,5309.43,0.5,750000,131.2,4,0,206.0,1,6,110.0,1,32.08,0,1,0,50.99,75.0,7200
95,167,1359,0,112.25,228.1,5309.43,0.5,760000,131.2,4,0,206.0,1,6,102.18,1,32.07,0,0,0,50.99,76.0,8000
98,144,798,0,112.16,228.1,5309.43,0.5,970000,131.2,4,0,206.0,1,6,138.0,1,32.08,0,0,0,50.99,101.0,9700
108,108,622,0,112.22,228.1,5309.43,0.5,400000,131.2,3,0,206.0,0,6,103.2,1,32.17,1,1,0,50.99,43.2,5500
105,121,1245,0,112.77,228.1,5309.43,0.5,700000,131.2,3,0,206.0,1,6,85.1,1,32.13,1,0,0,50.99,73.9,7000
93,184,512,0,112.12,228.1,5309.43,0.5,1050000,131.2,5,0,206.0,1,6,165.0,1,32.08,0,1,0,50.99,105.0,9500
98,130,1057,0,112.21,228.1,5309.43,0.5,550000,131.2,4,0,206.0,1,6,110.5,1,32.11,1,0,0,50.99,83.3,6500
89,143,140,0,108.99,957.5,10688.28,53.1,2490000,696.72,4,1,805.6,0,3,305.0,1,34.31,0,0,0,99.83,205.0,19500
117,143,147,0,108.81,957.5,10688.28,53.1,2300000,696.72,3,0,805.6,1,3,300.0,0,34.3,0,0,0,99.83,222.0,19800
170,215,812,0,108.91,957.5,10688.28,53.1,6600000,696.72,4,0,805.6,0,3,730.0,0,34.21,0,1,1,99.83,575.0,34000
89,163,566,0,109.09,957.5,10688.28,53.1,2000000,696.72,4,0,805.6,0,3,270.0,1,34.31,0,1,0,99.83,134.0,15000
310,380,870,1,108.9,957.5,10688.28,53.1,12400000,696.72,5,0,805.6,1,3,1300.0,1,34.22,0,0,0,99.83,1240.0,45000
35,100,1347,1,108.91,957.5,10688.28,53.1,950000,696.72,2,0,805.6,1,3,210.0,1,34.22,0,1,0,99.83,105.0,18500
84,140,769,0,108.96,957.5,10688.28,53.1,2100000,696.72,4,0,805.6,0,3,210.0,1,34.36,0,0,1,99.83,170.0,15771
98,128,262,0,108.96,97.5,2581.32,18.6,1080000,96.4,4,0,76.22,1,3,140.0,0,34.49,1,0,0,15.6,108.0,11000
