min_frame_area,max_frame_area,open_date,has_short_video,longitude,urban_district_population,gdp,urban_district_temporary_population,lowest_total_price,urban_population,max_frame_rooms,greenland,c_area,near_main_road,region,reference_highest_total_price,decoration,latitude,biz,shopping,metro,green_space_and_square,reference_lowest_total_price,reference_unit_price
255,515,1510,1,120.19,769.5,18109.42,567.2,20000000,522.83,6,0,801.63,0,2,3600.0,0,30.23,0,0,1,169.48,1785.0,80000
36,59,1361,1,120.25,769.5,18109.42,567.2,1700000,522.83,3,0,801.63,0,2,239.0,0,30.3,0,1,1,169.48,130.0,40000
88,176,1676,0,120.44,113.3,3644.87,69.8,836000,48.28,6,0,131.62,0,2,143.6,1,30.71,1,1,0,26.74,83.6,9500
233,233,1358,0,119.71,113.3,3644.87,69.8,3600000,48.28,5,0,131.62,0,2,386.0,1,30.61,1,1,0,26.74,326.0,15500
47,165,658,0,120.09,113.3,3644.87,69.8,1424000,48.28,4,0,131.62,1,2,130.0,1,30.87,0,1,0,26.74,70.0,16000
122,139,1306,0,120.29,113.3,3644.87,69.8,1280000,48.28,4,0,131.62,0,2,150.0,1,30.62,1,1,0,26.74,128.0,10500
138,168,1561,0,119.67,113.3,3644.87,69.8,2400000,48.28,4,0,131.62,0,2,285.0,1,30.6,1,1,0,26.74,240.0,17000
75,136,658,0,120.07,113.3,3644.87,69.8,1240000,48.28,4,0,131.62,0,2,160.0,1,30.97,1,1,0,26.74,95.0,12500
90,117,778,1,119.98,113.3,3644.87,69.8,900000,48.28,3,0,131.62,0,2,100.0,1,31.05,1,1,0,26.74,88.0,9600
79,107,566,1,117.16,312.7,11412.8,331.5,1150000,310.53,3,0,506.6,0,2,140.0,1,31.97,1,0,0,87.86,103.0,12500
89,104,350,0,117.45,312.7,11412.8,331.5,1140000,310.53,3,1,506.6,0,2,132.0,1,31.82,1,0,0,87.86,110.0,12800
99,120,44975,0,117.28,312.7,11412.8,331.5,1800000,310.53,3,1,506.6,0,2,230.0,0,31.95,0,0,0,87.86,185.0,18500
89,118,401,0,117.19,312.7,11412.8,331.5,1600000,310.53,3,1,506.6,0,2,200.0,0,31.7,1,0,0,87.86,170.0,18600
89,99,106,0,117.41,312.7,11412.8,331.5,1400000,310.53,3,0,506.6,0,2,156.0,0,31.92,0,0,0,87.86,132.0,15800
97,130,99,0,117.17,312.7,11412.8,331.5,2000000,310.53,3,1,506.6,0,2,235.0,0,31.73,1,0,0,87.86,160.0,17500
96,240,720,1,117.43,312.7,11412.8,331.5,1640000,310.53,4,0,506.6,1,2,220.0,0,31.88,1,0,0,87.86,186.0,13000
89,127,205,0,117.4,312.7,11412.8,331.5,1300000,310.53,4,0,506.6,1,2,200.0,1,31.86,1,0,0,87.86,125.0,14600
50,50,1765,0,117.26,312.7,11412.8,331.5,950000,310.53,1,0,506.6,1,2,155.0,0,31.82,0,1,1,87.86,95.0,19000
96,136,637,1,117.17,312.7,11412.8,331.5,1400000,310.53,4,0,506.6,1,2,200.0,0,31.98,1,1,0,87.86,140.0,13000
89,104,350,0,117.45,312.7,11412.8,331.5,1140000,310.53,3,1,506.6,0,2,132.0,1,31.82,1,0,0,87.86,110.0,12800
99,120,44975,0,117.28,312.7,11412.8,331.5,1800000,310.53,3,1,506.6,0,2,230.0,0,31.95,0,0,0,87.86,185.0,18500
89,118,401,0,117.19,312.7,11412.8,331.5,1600000,310.53,3,1,506.6,0,2,200.0,0,31.7,1,0,0,87.86,170.0,18600
89,99,106,0,117.41,312.7,11412.8,331.5,1400000,310.53,3,0,506.6,0,2,156.0,0,31.92,0,0,0,87.86,132.0,15800
97,130,99,0,117.17,312.7,11412.8,331.5,2000000,310.53,3,1,506.6,0,2,235.0,0,31.73,1,0,0,87.86,160.0,17500
96,240,720,1,117.43,312.7,11412.8,331.5,1640000,310.53,4,0,506.6,1,2,220.0,0,31.88,1,0,0,87.86,186.0,13000
89,127,205,0,117.4,312.7,11412.8,331.5,1300000,310.53,4,0,506.6,1,2,200.0,1,31.86,1,0,0,87.86,125.0,14600
95,165,1601,0,115.02,84.7,1910.0,0.8,790000,65.86,5,0,85.42,0,6,117.7,1,30.2,0,1,0,24.37,83.0,8300
107,278,1517,0,115.06,84.7,1910.0,0.8,650000,65.86,5,0,85.42,0,6,204.36,1,30.2,0,0,0,24.37,65.0,6500
280,280,780,0,115.06,84.7,1910.0,0.8,2450000,65.86,5,0,85.42,0,6,326.0,1,30.16,0,0,0,24.37,266.0,10000
133,146,976,0,115.06,84.7,1910.0,0.8,890000,65.86,4,0,85.42,0,6,108.0,1,30.23,0,0,0,24.37,97.0,7300
80,126,747,0,115.0,84.7,1910.0,0.8,440000,65.86,4,0,85.42,0,6,104.6,1,30.19,0,0,0,24.37,44.6,5500
118,181,719,0,115.02,84.7,1910.0,0.8,1104000,65.86,5,1,85.42,0,6,151.0,1,30.19,0,0,0,24.37,98.0,8300
102,132,44975,0,115.08,84.7,1910.0,0.8,860000,65.86,4,0,85.42,1,6,92.0,1,30.2,0,0,0,24.37,68.0,7300
95,165,1155,0,115.12,84.7,1910.0,0.8,790000,65.86,4,0,85.42,0,6,116.0,1,30.15,0,0,0,24.37,55.0,5500
108,129,1151,0,114.96,84.7,1910.0,0.8,600000,65.86,4,1,85.42,0,6,71.0,1,30.13,0,0,0,24.37,60.0,5500
90,109,614,1,114.44,183.4,4977.36,157.0,1230000,133.8,3,0,309.57,1,5,183.0,1,22.76,0,0,0,58.59,148.0,12500
78,135,693,0,114.48,183.4,4977.36,157.0,1330000,133.8,4,0,309.57,1,5,189.0,1,23.1,0,0,0,58.59,100.0,14000
70,119,613,0,114.43,183.4,4977.36,157.0,1620000,133.8,3,0,309.57,1,5,206.0,1,22.78,0,0,0,58.59,126.0,17000
88,120,948,1,114.53,183.4,4977.36,157.0,1260000,133.8,2,0,309.57,1,5,154.0,1,22.75,0,1,0,58.59,113.0,12150
85,165,1024,0,114.34,183.4,4977.36,157.0,1000000,133.8,4,0,309.57,0,5,148.5,1,23.18,0,1,0,58.59,76.5,8500
96,100,602,0,114.44,183.4,4977.36,157.0,1700000,133.8,3,0,309.57,1,5,165.0,0,22.78,0,0,0,58.59,158.0,17000
73,89,1694,0,114.53,183.4,4977.36,157.0,1200000,133.8,3,0,309.57,0,5,180.0,1,22.72,0,1,0,58.59,120.0,13000
96,124,1158,1,114.48,183.4,4977.36,157.0,1680000,133.8,4,0,309.57,1,5,200.0,0,22.78,0,0,0,58.59,165.0,17500
93,118,1376,1,114.48,183.4,4977.36,157.0,1510000,133.8,3,0,309.57,0,5,175.8,1,22.76,0,0,0,58.59,138.5,14900
134,134,1435,0,114.76,183.4,4977.36,157.0,800000,133.8,3,0,309.57,0,5,310.0,1,22.79,0,1,0,58.59,250.0,17000
119,172,140,0,110.34,214.7,2057.06,95.9,2490000,131.0,5,0,213.0,1,5,361.0,0,20.01,0,0,0,10.11,249.0,21000
101,207,170,0,110.18,214.7,2057.06,95.9,1800000,131.0,4,0,213.0,0,5,560.0,0,19.99,0,1,0,10.11,164.0,14500
98,154,140,0,110.41,214.7,2057.06,95.9,1950000,131.0,5,0,213.0,1,5,240.0,1,20.0,0,1,0,10.11,195.0,19500
76,141,262,1,110.18,214.7,2057.06,95.9,2000000,131.0,4,0,213.0,1,5,262.0,0,20.06,0,1,0,10.11,186.0,18600
51,147,1156,1,110.21,214.7,2057.06,95.9,1920000,131.0,4,0,213.0,0,5,252.0,1,20.06,0,1,0,10.11,192.0,17300
54,138,2697,0,110.19,214.7,2057.06,95.9,2500000,131.0,4,0,213.0,0,5,270.0,0,20.06,0,1,0,10.11,200.0,20000
47,174,597,0,110.19,214.7,2057.06,95.9,1800000,131.0,3,0,213.0,0,5,223.0,1,20.06,0,0,0,10.11,163.0,17300
111,204,140,1,110.32,214.7,2057.06,95.9,2150000,131.0,5,0,213.0,1,5,304.0,0,20.07,0,0,0,10.11,200.0,18500
63,117,1996,1,110.34,214.7,2057.06,95.9,2600000,131.0,3,0,213.0,0,5,320.0,1,19.92,0,1,0,10.11,260.0,22000
88,155,557,1,112.74,64.7,1843.4,22.5,770000,49.02,4,0,104.51,1,1,122.0,1,37.77,1,1,0,19.33,70.0,7800
85,148,688,0,112.75,64.7,1843.4,22.5,1000000,49.02,5,0,104.51,1,1,130.0,1,37.74,1,1,0,19.33,66.0,7500
35,98,1036,0,112.75,64.7,1843.4,22.5,500000,49.02,1,0,104.51,1,1,345.0,1,37.72,1,0,0,19.33,93.0,22000
85,201,909,0,112.68,64.7,1843.4,22.5,1000000,49.02,5,0,104.51,1,1,180.0,0,37.72,1,0,0,19.33,113.0,7300
90,171,1298,1,112.73,64.7,1843.4,22.5,850000,49.02,4,0,104.51,0,1,147.0,1,37.73,1,1,0,19.33,84.0,6800
51,125,839,0,112.67,64.7,1843.4,22.5,750000,49.02,3,0,104.51,1,1,98.0,1,37.79,1,0,0,19.33,41.0,7300
83,175,1246,0,112.56,64.7,1843.4,22.5,1250000,49.02,4,0,104.51,0,1,245.0,1,37.52,0,0,0,19.33,125.0,12500
51,92,870,0,112.74,64.7,1843.4,22.5,1200000,49.02,1,0,104.51,1,1,150.0,1,37.77,1,1,0,19.33,100.0,25000
88,135,616,0,112.73,64.7,1843.4,22.5,720000,49.02,3,1,104.51,0,1,110.0,1,37.74,1,0,0,19.33,73.0,8100
43,59,1631,0,120.37,103.9,6355.28,79.3,387000,53.64,4,0,163.42,0,2,53.1,1,30.64,1,0,0,34.94,38.7,9500
25,41,1662,0,120.39,103.9,6355.28,79.3,430000,53.64,2,0,163.42,1,2,70.0,0,30.36,1,1,0,34.94,38.0,14500
69,99,1348,0,120.97,103.9,6355.28,79.3,1500000,53.64,3,0,163.42,0,2,165.0,1,30.85,1,1,0,34.94,116.0,17000
74,96,1266,1,120.58,103.9,6355.28,79.3,1100000,53.64,3,0,163.42,0,2,129.0,1,30.55,1,1,0,34.94,99.0,14500
72,120,526,0,120.84,103.9,6355.28,79.3,1300000,53.64,4,0,163.42,1,2,144.0,1,30.76,1,1,0,34.94,130.0,14350
62,62,1236,0,120.45,103.9,6355.28,79.3,460000,53.64,2,0,163.42,0,2,130.0,1,30.45,1,1,0,34.94,70.0,11000
96,129,463,0,116.94,847.9,11432.22,196.02,1100000,460.53,4,0,793.65,0,2,167.0,1,36.58,0,0,0,128.78,110.0,11500
105,125,553,1,117.03,847.9,11432.22,196.02,1700000,460.53,3,0,793.65,0,2,200.0,1,36.69,0,0,0,128.78,170.0,16500
105,140,100,0,117.13,847.9,11432.22,196.02,2000000,460.53,4,0,793.65,0,2,260.0,1,36.71,0,0,0,128.78,200.0,18500
96,130,230,0,117.12,847.9,11432.22,196.02,1500000,460.53,4,0,793.65,0,2,182.0,1,36.74,0,0,0,128.78,130.0,14000
126,167,104,0,117.14,847.9,11432.22,196.02,3000000,460.53,4,1,793.65,0,2,360.0,1,36.71,0,0,0,128.78,245.0,21000
105,143,189,0,117.25,847.9,11432.22,196.02,1400000,460.53,4,1,793.65,0,2,209.0,1,36.72,0,0,0,128.78,135.0,13300
100,165,1040,1,116.89,847.9,11432.22,196.02,2000000,460.53,4,0,793.65,0,2,495.0,0,36.69,0,1,1,128.78,170.0,15500
109,130,1862,0,116.76,847.9,11432.22,196.02,880000,460.53,3,0,793.65,1,2,126.0,1,36.55,1,0,0,128.78,106.0,8200
105,166,602,1,116.82,847.9,11432.22,196.02,1200000,460.53,4,0,793.65,0,2,166.0,1,36.52,0,1,1,128.78,105.0,9500
126,275,447,0,102.72,482.5,7222.5,6.8,2970000,284.93,5,1,456.15,0,4,413.0,0,24.98,0,0,0,53.98,189.0,15000
89,190,931,1,102.73,482.5,7222.5,6.8,1750000,284.93,4,1,456.15,0,4,480.0,0,24.97,0,0,0,53.98,178.0,15500
89,165,1030,1,102.68,482.5,7222.5,6.8,2200000,284.93,4,0,456.15,1,4,310.0,0,25.09,0,0,0,53.98,160.0,17000
92,143,602,0,102.76,482.5,7222.5,6.8,1750000,284.93,3,1,456.15,0,4,220.0,0,25.04,0,0,0,53.98,150.0,16000
90,143,980,1,102.79,482.5,7222.5,6.8,1590000,284.93,4,0,456.15,1,4,236.0,0,25.04,0,0,0,53.98,142.0,15500
41,63,1266,1,102.7,482.5,7222.5,6.8,430000,284.93,1,0,456.15,1,4,115.0,0,25.01,0,0,0,53.98,55.0,11750
84,179,1043,1,102.75,482.5,7222.5,6.8,2000000,284.93,4,0,456.15,1,4,260.0,0,25.12,0,0,1,53.98,179.0,14500
38,93,388,1,102.76,482.5,7222.5,6.8,560000,284.93,3,0,456.15,0,4,65.0,1,24.98,0,0,1,53.98,51.0,8000
125,139,2302,1,102.75,482.5,7222.5,6.8,4000000,284.93,4,0,456.15,0,4,450.0,0,24.94,0,1,0,53.98,350.0,30000
75,118,1143,0,116.92,88.7,3553.1,12.2,1100000,56.06,3,0,80.12,0,1,177.0,1,39.95,0,0,0,7.63,105.0,11000
125,135,876,0,116.84,88.7,3553.1,12.2,1680000,56.06,3,0,80.12,0,1,210.0,1,40.04,0,0,0,7.63,168.0,15000
86,130,658,0,116.28,88.7,3553.1,12.2,950000,56.06,4,0,80.12,0,1,185.0,1,39.48,1,0,0,7.63,123.0,11100
95,133,201,0,116.3,88.7,3553.1,12.2,1250000,56.06,3,0,80.12,0,1,133.0,1,39.43,1,0,0,7.63,103.0,10800
123,200,900,0,116.68,88.7,3553.1,12.2,1700000,56.06,4,0,80.12,0,1,420.0,1,39.55,1,0,0,7.63,190.0,13500
97,118,658,0,116.79,88.7,3553.1,12.2,2350000,56.06,3,0,80.12,1,1,310.0,0,40.0,0,0,0,7.63,210.0,24000
84,270,883,0,116.78,88.7,3553.1,12.2,2000000,56.06,5,0,80.12,0,1,620.0,0,39.97,0,1,0,7.63,195.0,23500
78,94,768,0,116.31,88.7,3553.1,12.2,1050000,56.06,3,0,80.12,1,1,119.0,1,39.46,1,0,0,7.63,99.0,11500
73,125,1601,0,116.28,88.7,3553.1,12.2,890000,56.06,3,0,80.12,0,1,168.0,1,39.44,1,1,0,7.63,93.0,11300
87,132,2142,0,116.33,88.7,3553.1,12.2,980000,56.06,3,0,80.12,0,1,149.0,1,39.44,1,1,0,7.63,98.0,11000
87,114,296,0,103.71,108.8,2205.15,22.6,625000,50.16,4,1,75.82,0,4,80.5,1,29.54,0,0,0,10.14,51.8,6400
86,86,2141,0,103.46,108.8,2205.15,22.6,710000,50.16,3,0,75.82,0,4,131.0,1,29.58,1,1,0,10.14,71.0,12000
173,397,1754,0,103.46,108.8,2205.15,22.6,4000000,50.16,5,0,75.82,0,4,2076.0,1,29.58,1,1,0,10.14,248.0,17000
244,408,3402,0,103.47,108.8,2205.15,22.6,2700000,50.16,5,0,75.82,0,4,351.0,1,29.58,1,1,0,10.14,330.0,6000
131,131,1389,0,103.47,108.8,2205.15,22.6,780000,50.16,4,0,75.82,1,4,138.0,1,29.59,1,1,0,10.14,78.0,6500
188,218,2135,0,103.47,108.8,2205.15,22.6,3000000,50.16,4,0,75.82,0,4,300.0,1,29.59,1,0,0,10.14,280.0,12000
49,103,1382,1,103.46,108.8,2205.15,22.6,600000,50.16,3,0,75.82,0,4,97.0,0,29.57,1,1,0,10.14,60.0,10000
79,166,1456,1,103.87,132.6,1380.2,18.6,660000,55.08,4,0,85.32,1,4,140.0,0,30.18,1,0,0,13.75,60.0,7800
75,138,789,1,103.93,132.6,1380.2,18.6,650000,55.08,4,0,85.32,1,4,160.0,1,30.31,1,0,0,13.75,73.0,7400
88,154,658,1,103.91,132.6,1380.2,18.6,800000,55.08,4,0,85.32,1,4,123.0,1,30.08,0,1,0,13.75,64.0,7000
94,138,981,0,103.87,132.6,1380.2,18.6,800000,55.08,4,0,85.32,1,4,103.0,1,30.21,1,0,0,13.75,65.0,7000
99,170,1124,1,103.87,132.6,1380.2,18.6,950000,55.08,5,0,85.32,1,4,123.0,1,30.21,1,0,0,13.75,68.0,7000
88,121,658,1,103.88,132.6,1380.2,18.6,750000,55.08,4,0,85.32,1,4,86.0,1,30.18,1,0,0,13.75,52.8,5900
86,131,674,1,103.91,132.6,1380.2,18.6,750000,55.08,4,0,85.32,1,4,112.0,1,30.08,0,1,0,13.75,62.0,7300
68,168,1266,1,103.86,132.6,1380.2,18.6,650000,55.08,4,0,85.32,1,4,126.0,0,30.04,0,0,0,13.75,45.0,6500
189,209,1205,1,103.91,132.6,1380.2,18.6,2850000,55.08,9,0,85.32,1,4,330.0,1,30.08,0,1,0,13.75,285.0,15500
102,124,657,0,104.07,132.6,1380.2,18.6,1200000,55.08,4,0,85.32,1,4,125.0,0,30.17,1,0,0,13.75,120.0,11000
99,140,109,0,118.85,733.7,16356.0,46.0,3300000,653.78,4,1,868.28,0,2,470.0,0,32.14,0,0,0,303.91,330.0,34067
90,140,478,0,118.94,733.7,16356.0,46.0,2560000,653.78,3,0,868.28,1,2,450.0,0,32.06,0,0,0,303.91,256.0,30500
92,121,413,1,119.0,733.7,16356.0,46.0,1000000,653.78,4,0,868.28,0,2,152.0,0,31.73,0,1,1,303.91,125.0,12500
97,135,44975,0,118.65,733.7,16356.0,46.0,3000000,653.78,4,0,868.28,1,2,420.0,0,32.06,0,0,0,303.91,300.0,32500
97,138,141,0,118.71,733.7,16356.0,46.0,3050000,653.78,4,0,868.28,0,2,420.0,0,31.96,0,0,0,303.91,305.0,33000
79,255,444,1,118.92,733.7,16356.0,46.0,3400000,653.78,4,0,868.28,0,2,837.0,0,32.04,0,1,0,303.91,340.0,31000
240,257,2477,1,118.86,733.7,16356.0,46.0,9000000,653.78,5,0,868.28,0,2,900.0,1,32.1,0,1,1,303.91,850.0,35500
54,62,1662,1,120.84,313.4,11026.94,94.3,650000,150.08,3,0,300.14,0,2,83.7,1,32.05,0,1,0,72.27,72.9,11500
30,77,996,1,120.88,313.4,11026.94,94.3,650000,150.08,3,0,300.14,0,2,70.0,1,32.06,0,1,0,72.27,60.0,11000
124,224,566,0,120.57,313.4,11026.94,94.3,2050000,150.08,4,0,300.14,1,2,350.0,0,32.38,0,0,0,72.27,205.0,16500
106,167,798,0,121.43,313.4,11026.94,94.3,1200000,150.08,4,0,300.14,0,2,150.0,1,32.17,0,0,0,72.27,90.0,9000
60,120,2225,1,120.87,313.4,11026.94,94.3,600000,150.08,3,0,300.14,0,2,75.0,1,32.07,0,1,0,72.27,50.0,10000
94,122,809,0,120.61,313.4,11026.94,94.3,850000,150.08,3,0,300.14,0,2,110.0,1,32.1,0,1,0,72.27,85.0,9500
40,60,900,0,120.94,313.4,11026.94,94.3,450000,150.08,3,0,300.14,0,2,118.0,1,32.01,0,0,0,72.27,58.0,10000
83,150,1511,1,121.38,313.4,11026.94,94.3,720000,150.08,4,0,300.14,0,2,118.0,1,31.86,0,1,0,72.27,73.0,8300
133,133,1520,1,121.38,313.4,11026.94,94.3,1900000,150.08,4,0,300.14,0,2,250.0,1,31.86,0,1,0,72.27,190.0,14000
98,138,1155,0,120.83,313.4,11026.94,94.3,2400000,150.08,4,0,300.14,0,2,300.0,0,32.07,0,1,0,72.27,240.0,22000
100,160,1331,1,121.59,311.2,14594.92,217.7,3240000,221.93,4,0,388.93,0,2,384.0,0,29.8,0,1,0,134.3,324.0,31200
85,170,606,1,121.23,311.2,14594.92,217.7,1150000,221.93,4,0,388.93,0,2,221.0,1,30.35,1,0,0,134.3,101.0,13000
98,118,785,1,121.44,311.2,14594.92,217.7,1700000,221.93,4,0,388.93,1,2,240.0,1,29.72,1,0,0,134.3,196.0,17500
89,129,275,0,121.48,311.2,14594.92,217.7,2500000,221.93,4,0,388.93,1,2,330.0,0,29.87,0,0,0,134.3,198.0,24900
107,135,148,0,121.6,311.2,14594.92,217.7,3200000,221.93,4,0,388.93,0,2,460.0,0,29.84,0,0,0,134.3,320.0,33700
70,125,882,1,121.24,311.2,14594.92,217.7,1200000,221.93,4,0,388.93,0,2,170.0,1,30.33,1,1,0,134.3,100.0,13500
97,124,1266,1,121.21,311.2,14594.92,217.7,1100000,221.93,3,0,388.93,1,2,150.0,1,30.33,1,1,0,134.3,115.0,11500
103,128,765,0,121.04,311.2,14594.92,217.7,1100000,221.93,4,0,388.93,0,2,128.0,1,30.18,0,0,0,134.3,105.0,10700
89,108,1592,1,115.86,318.1,6650.53,28.2,1000000,283.77,3,0,365.51,0,2,170.0,0,28.78,0,0,0,65.5,110.0,9300
89,138,641,1,115.94,318.1,6650.53,28.2,1100000,283.77,4,0,365.51,1,2,179.0,0,28.54,0,0,0,65.5,116.0,11500
125,143,1207,1,115.85,318.1,6650.53,28.2,2180000,283.77,4,0,365.51,1,2,250.0,0,28.7,0,0,0,65.5,234.0,20000
88,230,568,1,115.89,318.1,6650.53,28.2,1880000,283.77,4,0,365.51,1,2,714.0,0,28.63,0,0,0,65.5,165.0,21000
145,275,1272,1,115.86,318.1,6650.53,28.2,1100000,283.77,5,0,365.51,1,2,206.0,1,28.6,0,1,0,65.5,112.0,7500
28,54,505,1,115.88,318.1,6650.53,28.2,300000,283.77,2,0,365.51,0,2,75.0,1,28.71,0,0,1,65.5,38.0,11000
114,201,900,1,115.73,318.1,6650.53,28.2,1560000,283.77,5,0,365.51,0,2,360.0,1,28.7,1,1,0,65.5,130.0,12500
126,245,1237,1,115.85,318.1,6650.53,28.2,1400000,283.77,5,0,365.51,0,2,700.0,1,28.8,0,1,0,65.5,151.0,9500
97,142,533,0,108.41,422.0,5120.94,167.7,1230000,265.31,4,0,327.51,1,5,220.0,1,22.75,0,0,0,19.23,130.0,12500
79,126,547,0,108.39,422.0,5120.94,167.7,1000000,265.31,4,0,327.51,1,5,150.0,0,22.7,0,0,0,19.23,95.0,11000
75,116,566,1,108.43,422.0,5120.94,167.7,800000,265.31,3,0,327.51,1,5,98.0,1,22.89,0,1,0,19.23,77.0,8700
88,142,687,1,108.28,422.0,5120.94,167.7,1270000,265.31,5,0,327.51,0,5,156.0,0,22.77,0,1,0,19.23,112.0,12500
48,114,992,1,108.36,422.0,5120.94,167.7,1150000,265.31,4,0,327.51,0,5,137.0,0,22.74,0,1,1,19.23,62.0,13000
56,192,1153,1,108.4,422.0,5120.94,167.7,3500000,265.31,4,0,327.51,0,5,410.0,0,22.73,0,1,1,19.23,350.0,21000
90,125,658,1,108.46,422.0,5120.94,167.7,1670000,265.31,4,0,327.51,0,5,194.0,0,22.8,0,1,0,19.23,140.0,15500
88,140,1205,1,108.37,422.0,5120.94,167.7,1700000,265.31,4,0,327.51,0,5,252.0,0,22.78,0,1,0,19.23,127.0,18000
99,203,580,1,108.34,422.0,5120.94,167.7,980000,265.31,5,0,327.51,1,5,346.0,0,22.8,0,1,0,19.23,125.0,10500
90,90,1570,0,106.08,193.7,2601.98,37.4,840000,120.0,3,0,167.14,1,4,143.0,1,30.85,0,1,0,24.56,83.0,9300
85,120,1602,1,106.12,193.7,2601.98,37.4,660000,120.0,4,0,167.14,1,4,65.0,1,30.71,0,1,0,24.56,46.0,5099
96,110,1574,1,106.19,193.7,2601.98,37.4,550000,120.0,3,0,167.14,1,4,60.0,1,30.77,0,1,0,24.56,53.0,5200
80,126,1450,0,106.06,193.7,2601.98,37.4,730000,120.0,4,0,167.14,0,4,120.0,1,30.79,0,1,0,24.56,53.0,7200
108,129,1631,0,106.09,193.7,2601.98,37.4,900000,120.0,4,0,167.14,0,4,106.0,1,30.83,0,0,0,24.56,95.0,8000
148,152,1631,0,106.09,193.7,2601.98,37.4,940000,120.0,5,0,167.14,1,4,400.0,1,30.83,0,0,0,24.56,300.0,15000
126,126,1450,0,106.06,193.7,2601.98,37.4,1600000,120.0,4,0,167.14,0,4,220.0,1,30.79,0,1,0,24.56,160.0,10000
94,115,1053,0,106.14,193.7,2601.98,37.4,550000,120.0,3,0,167.14,0,4,115.0,1,30.79,0,1,0,24.56,55.0,5800
83,179,630,0,119.55,150.1,1685.8,32.1,1190000,105.43,4,0,146.7,0,1,250.0,1,39.91,0,0,0,15.6,121.0,13500
81,148,161,0,119.51,150.1,1685.8,32.1,800000,105.43,4,1,146.7,0,1,160.0,1,39.91,0,0,0,15.6,80.0,11000
49,329,2514,0,119.56,150.1,1685.8,32.1,4370000,105.43,4,0,146.7,1,1,592.0,0,39.91,0,0,0,15.6,89.0,19000
53,147,201,0,119.41,150.1,1685.8,32.1,700000,105.43,3,0,146.7,0,1,249.0,0,39.78,0,0,0,15.6,80.0,14500
36,124,658,0,119.32,150.1,1685.8,32.1,500000,105.43,3,0,146.7,1,1,380.0,0,39.67,0,1,0,15.6,198.0,25000
68,132,1510,0,119.62,150.1,1685.8,32.1,1300000,105.43,3,0,146.7,1,1,175.0,1,39.93,0,0,0,15.6,100.0,12000
86,133,1996,0,119.3,150.1,1685.8,32.1,540000,105.43,3,0,146.7,0,1,88.0,1,39.78,0,0,0,15.6,52.0,6200
86,126,505,0,119.62,150.1,1685.8,32.1,830000,105.43,3,0,146.7,1,1,119.0,1,39.98,0,0,0,15.6,81.0,9800
42,146,672,0,119.52,150.1,1685.8,32.1,500000,105.43,4,0,146.7,1,1,99.0,0,40.0,0,1,0,15.6,31.0,7300
143,165,275,0,118.59,316.4,11304.17,70.8,2100000,138.25,5,1,230.0,0,2,240.0,1,24.87,0,0,0,20.8,210.0,15000
62,121,388,0,118.64,316.4,11304.17,70.8,900000,138.25,3,1,230.0,0,2,100.0,1,24.78,0,0,0,20.8,45.0,8600
125,180,2826,0,118.71,316.4,11304.17,70.8,450000,138.25,4,0,230.0,0,2,145.0,1,24.68,0,1,0,20.8,100.0,10000
80,147,3180,0,118.69,316.4,11304.17,70.8,1470000,138.25,4,0,230.0,1,2,140.0,1,24.97,0,1,0,20.8,80.0,10000
77,200,1556,0,119.79,732.8,14136.0,124.86,4080000,455.3,4,0,761.52,1,2,500.0,0,35.8,0,1,0,208.43,135.0,25000
103,150,1631,1,120.09,732.8,14136.0,124.86,1250000,455.3,4,0,761.52,1,2,187.0,1,36.17,0,1,0,208.43,116.0,10000
85,115,1389,0,119.72,732.8,14136.0,124.86,650000,455.3,3,0,761.52,0,2,61.0,1,36.13,1,1,0,208.43,45.0,6500
206,380,3492,0,120.68,732.8,14136.0,124.86,3500000,455.3,5,0,761.52,0,2,700.0,1,36.47,0,1,0,208.43,350.0,17000
89,138,956,1,120.44,732.8,14136.0,124.86,1460000,455.3,4,0,761.52,1,2,276.0,1,36.32,0,0,0,208.43,130.0,16500
88,112,1509,0,120.08,732.8,14136.0,124.86,1300000,455.3,3,0,761.52,1,2,178.0,0,35.94,0,1,0,208.43,140.0,15800
85,118,1071,1,120.43,732.8,14136.0,124.86,1200000,455.3,3,0,761.52,1,2,181.0,1,36.28,0,0,0,208.43,120.0,15000
66,178,1084,1,120.13,732.8,14136.0,124.86,1500000,455.3,4,0,761.52,0,2,294.0,1,35.93,0,0,1,208.43,75.0,13000
151,180,2343,1,120.28,732.8,14136.0,124.86,4500000,455.3,3,0,761.52,0,2,540.0,0,35.98,0,1,0,208.43,450.0,30000
117,133,1542,1,120.4,732.8,14136.0,124.86,3320000,455.3,3,0,761.52,0,2,470.0,0,36.12,0,0,1,208.43,420.0,33000
79,120,1286,0,112.99,152.9,2007.45,9.2,850000,53.31,4,0,93.65,0,5,110.0,0,23.48,0,1,0,8.71,61.0,6900
67,127,564,0,113.04,152.9,2007.45,9.2,620000,53.31,3,1,93.65,0,5,78.0,1,23.68,0,0,0,8.71,43.0,6900
85,118,686,0,113.06,152.9,2007.45,9.2,750000,53.31,3,0,93.65,0,5,97.0,0,23.72,0,0,0,8.71,83.0,7500
67,113,1041,0,113.06,152.9,2007.45,9.2,900000,53.31,4,0,93.65,0,5,96.0,0,23.54,0,1,0,8.71,53.0,7500
39,120,1691,0,113.07,152.9,2007.45,9.2,930000,53.31,4,0,93.65,1,5,132.0,0,23.67,0,0,0,8.71,45.0,9500
